SA1_MAINCODE_2011,SSC_CODE_2011
11901135302,10102
11901135359,10102
11901135320,10102
11901135343,10102
11901135351,10102
11901135362,10102
11901135342,10102
11901135331,10102
11901135334,10102
11901135326,10102
11901135338,10102
11901135366,10102
11901135336,10102
11901135306,10102
11901135350,10102
11901135369,10102
11901135321,10102
11901135322,10102
11901135312,10102
11901135365,10102
11901135316,10102
11901135319,10102
11901135349,10102
11901135372,10102
11901135347,10102
11901135358,10102
11901135340,10102
11901135305,10102
11901135604,10103
10101100232,10104
10101100217,10105
11203125550,10106
11203125510,10106
11203125557,10106
11203125551,10106
11203125515,10106
11203125502,10106
11203125552,10106
11203125530,10106
11203125532,10106
11203125529,10106
11203125555,10106
11203125508,10106
11203125562,10106
11203125546,10106
11203125509,10106
11203125549,10106
11203125541,10106
11203125540,10106
11203125547,10106
11203125527,10106
11203125531,10106
11203125544,10106
11203125504,10106
11203125524,10106
11203125516,10106
11203125543,10106
11203125511,10106
11203125528,10106
11203125521,10106
11203125505,10106
11203125535,10106
11203125563,10106
11203125533,10106
11203125506,10106
11203125545,10106
11203125503,10106
11203125564,10106
11203125556,10106
11203125501,10106
11103122921,10107
11103122922,10107
11103122923,10107
10201103010,10108
10503109901,10109
10503109902,10109
11703133727,10110
10402109117,10111
12802153526,10112
12802153503,10112
12802153524,10112
12802153525,10112
12802153504,10112
12802153518,10112
12802153501,10112
12802153505,10112
12802153523,10112
12802153527,10112
12802153502,10112
11904137733,10113
11904137521,10113
11904137729,10113
11904137731,10113
11904137728,10113
11904137732,10113
11904137730,10113
11904137529,10114
11904137525,10114
11904137524,10114
11904137522,10114
11904137523,10114
11904137528,10114
11301125908,10115
11301125910,10115
12303144508,10116
12303144509,10116
12303144511,10116
12303144514,10116
12303144515,10116
12303144501,10116
12303144512,10116
12303144506,10116
12303144510,10116
12303144502,10116
12303144504,10116
12303144513,10116
10903118306,10117
10903118315,10117
10903118304,10117
10903118305,10117
11202124709,10118
10302106909,10119
10302106911,10119
11102122104,10120
11102122118,10120
11102122107,10120
11102122102,10120
11102122105,10120
11102122106,10120
10903118502,10121
10903118521,10121
10903118527,10121
10903118501,10121
11004120524,10122
11004120517,10122
11004120525,10122
11004120522,10122
11004120523,10122
10703114315,10123
10703114316,10123
10703114330,10123
10703114311,10123
10703114329,10123
10703114320,10123
10703114317,10123
10703114310,10123
10703114318,10123
10703114319,10123
10703114307,10123
10703114341,10123
10703114313,10123
10703114306,10123
10703114303,10123
10703114112,10124
11401127206,10125
10805116713,10126
10304107619,10127
11401127918,10128
11401127903,10128
11401127904,10128
11401127919,10128
11401127905,10128
11901135450,10129
11901135412,10129
11901135408,10129
11901135443,10129
11901135410,10129
11901135424,10129
11901135448,10129
11901135440,10129
11901135441,10129
11901135414,10129
11901135415,10129
11901135449,10129
11901135419,10129
11901135442,10129
11901135409,10129
11901135439,10129
11901135436,10129
11901135435,10129
11901135413,10129
10202104456,10130
10202104413,10130
10202104410,10130
10202104457,10130
10202104458,10130
10202104407,10130
10202104401,10130
10202104425,10130
10202104406,10130
10202104408,10130
10202104403,10130
10202104424,10130
10202104409,10130
10202104438,10130
10202104436,10130
10202104459,10130
10202104405,10130
10202104428,10130
10202104427,10130
10202104414,10130
10202104418,10130
10202104439,10130
10202104404,10130
10202104402,10130
10202104422,10130
10202104412,10130
10202104440,10130
10202104437,10130
10202104446,10130
10202104411,10130
10202104426,10130
10202104435,10130
10202104423,10130
10202104421,10130
10104101819,10131
10104101823,10131
10104101820,10131
10104101821,10131
10104101822,10131
10104101718,10132
10104101707,10132
10104101706,10132
10104101704,10132
10104101705,10132
10301105821,10133
10301105825,10133
10301105848,10133
10301105817,10133
10301105846,10133
10301105822,10133
10301105805,10133
10301105819,10133
10301105823,10133
10301105820,10133
10301105850,10133
10301105824,10133
10301105847,10133
10301105814,10133
10301105818,10133
11302126201,10134
11302126203,10134
11302126215,10134
11302126216,10134
11501129030,10135
11501129031,10135
11501129006,10135
11501129143,10135
11601130702,10135
11501129037,10135
11501129033,10135
11501129120,10135
11501129041,10135
11501129029,10135
11501129147,10135
11501129007,10135
11501129034,10135
11501129011,10135
11501129115,10135
11501129017,10135
11501129123,10135
11501129105,10135
11501129133,10135
11501129021,10135
11501129008,10135
11501129119,10135
11501129132,10135
11501129010,10135
11501129012,10135
11501129113,10135
11501129047,10135
11501129023,10135
12504149103,10135
11501129019,10135
11501129024,10135
11501129005,10135
11501129002,10135
11501129003,10135
11501129118,10135
11501129016,10135
11501129043,10135
11501129025,10135
11501129114,10135
11501129116,10135
11501129146,10135
11501129013,10135
11501129107,10135
11501129004,10135
11501129035,10135
11501129046,10135
11501129036,10135
11501129045,10135
11501129001,10135
11501129125,10135
11501129134,10135
11501129032,10135
11501129139,10135
11501129106,10135
11501129042,10135
11501129131,10135
11501129142,10135
11501129022,10135
11501129028,10135
11501129018,10135
11501129020,10135
11501129014,10135
11501129044,10135
11501129015,10135
11501129141,10135
11501129009,10135
11501129122,10135
11501129145,10135
11501129140,10135
11501129144,10135
11601130703,10135
11501129039,10135
11501129038,10135
11501129040,10135
11501129027,10135
11501129124,10135
11501129121,10135
11501129026,10135
11501129109,10135
10101100223,10136
11401128314,10137
11401128315,10137
12202142123,10138
12202142122,10138
12202142121,10138
12202142120,10138
12202142109,10138
12202142113,10138
12202142108,10138
12203142408,10139
12203142402,10139
12203142409,10139
12203142418,10139
12203142420,10139
12203142419,10139
12203142423,10139
12203142403,10139
12203142411,10139
12203142404,10139
12203142407,10139
12203142422,10139
12203142406,10139
12203142410,10139
12203142421,10139
12203142401,10139
11703133817,10140
11703133816,10140
11401127216,10141
11504130216,10142
11504130225,10142
11504130214,10142
11504130203,10142
11504130205,10142
11504130228,10142
11504130206,10142
11504130202,10142
11504130224,10142
11504130226,10142
11504130223,10142
11504130217,10142
11504130213,10142
11504130215,10142
11504130204,10142
11504130231,10142
11504130222,10142
11504130212,10142
11303126621,10143
10302106522,10144
10804116614,10145
12502147608,10146
12601149628,10146
12601149621,10146
12502147641,10146
12502147642,10146
12601149643,10146
12601149630,10146
12601149647,10146
12502147627,10146
12601149615,10146
12601149623,10146
12502147640,10146
12601149624,10146
12601149622,10146
12601149616,10146
12502147607,10146
12601149627,10146
12601149614,10146
12601149629,10146
11401127311,10147
11301125704,10148
10104101921,10149
10104101901,10149
10104101902,10149
10104101917,10149
10104101908,10149
10104101910,10149
10104101904,10149
10104101907,10149
10104101920,10149
10104101909,10149
10104101906,10149
10104101905,10149
10104101903,10149
10805117030,10150
11902136227,10151
11902136221,10151
11902136225,10151
11902136226,10151
11902136212,10151
11902136214,10151
11902136216,10151
11902136219,10151
11902136218,10151
11902136220,10151
11902136217,10151
11902136222,10151
11902136213,10151
10304107931,10152
12303144805,10153
11501129101,10154
11501129111,10154
11501129130,10154
11501129110,10154
11501129117,10154
11501129138,10154
11501129137,10154
11501129104,10154
11501129128,10154
11501129127,10154
11501129112,10154
11501129126,10154
11501129102,10154
11501129129,10154
11501129103,10154
11501129108,10154
11501129135,10154
11501129136,10154
10704114532,10155
10704114535,10155
10704114529,10155
10704114528,10155
10704114536,10155
10704114534,10155
10704114527,10155
10704114530,10155
10704114533,10155
10704114531,10155
10804116510,10156
11003119811,10157
11401127208,10158
10601110849,10159
10601110848,10159
10601110847,10159
10601110842,10159
10601110846,10159
10601110851,10160
10601110850,10160
10802115628,10161
11801134312,10162
11801134331,10162
11801134350,10162
11801134340,10162
11801134345,10162
11801134344,10162
11801134343,10162
11801134313,10162
11801134318,10162
11801134351,10162
11801134336,10162
11801134332,10162
11801134353,10162
11801134352,10162
11801134322,10162
11801134335,10162
11801134341,10162
11801134323,10162
11801134315,10162
11801134314,10162
11801134330,10162
11801134317,10162
11801134316,10162
11801134334,10162
11801134342,10162
11801134324,10162
11801134333,10162
10402108313,10163
10402108302,10163
10402108307,10163
10402108308,10163
10402108315,10163
10402108306,10163
10402108316,10163
10402108304,10163
10402108305,10163
10402108301,10163
10402108303,10163
11101120621,10164
11101120630,10164
11101120637,10164
11101120629,10164
11101120641,10164
11101120638,10164
11101120606,10164
11101120607,10164
11101120640,10164
11101120622,10164
11101120633,10164
11101120623,10164
11101120631,10164
11101120642,10164
11101120608,10164
11101120639,10164
11101120628,10165
11101120604,10165
11101120636,10165
11101120611,10165
11101120613,10165
11101120614,10165
11101120618,10165
11101120624,10165
11101120632,10165
11101120635,10165
11101120634,10165
11101120609,10165
11101120610,10165
11101120603,10165
11101120605,10165
11101120615,10165
11101120716,10166
11101120714,10166
11101120709,10166
11101120710,10166
11101120708,10166
11902136211,10167
11902136238,10167
11902136223,10167
11902136215,10167
11902136242,10167
11902136204,10167
11902136203,10167
11902136230,10167
11902136210,10167
11902136239,10167
11902136243,10167
11902136236,10167
11902136206,10167
11902136208,10167
11902136202,10167
11902136237,10167
11902136241,10167
11902136224,10167
11902136201,10167
11902136240,10167
11902136209,10167
11902136229,10167
11902136235,10167
11902136233,10167
11902136228,10167
11902136231,10167
11902136234,10167
11902136232,10167
11902136207,10167
11902136205,10167
10802115612,10168
12203142848,10169
12203142813,10169
12203142815,10169
12203142841,10169
12203142846,10169
12203142851,10169
12203142849,10169
12203142850,10169
12203142844,10169
12203142847,10169
12203142821,10169
12203142836,10169
12203142810,10169
12203142811,10169
12203142812,10169
12203142860,10169
12203142814,10169
12203142859,10169
12203142845,10169
12203142820,10169
12203142816,10169
10104102022,10170
10104102024,10170
11001118707,10171
11401128303,10172
11004120530,10173
11004120515,10173
10101100611,10174
10601111018,10175
11301125709,10176
10503110301,10177
10503110312,10177
10201102924,10178
10201102916,10178
10201102922,10178
10201102914,10178
10201102923,10178
10201102915,10178
11202124515,10179
12501147424,10180
12501147414,10180
12501147417,10180
12501147454,10180
12501147476,10180
12501147426,10180
12501147434,10180
12501147433,10180
12501147429,10180
12501147418,10180
12501147453,10180
12501147431,10180
12501147415,10180
12501147435,10180
12501147430,10180
12501147428,10180
12501147416,10180
12501147427,10180
12501147432,10180
12501147475,10180
12501147425,10180
12501147447,10180
12501147452,10180
12501147472,10180
12401145101,10181
11103122307,10182
11103122303,10182
11103122304,10182
11103122310,10182
11103122311,10182
11103122302,10182
11103122309,10182
11103122306,10182
10104102616,10183
10701113061,10184
10701113044,10184
10701113003,10184
10701113051,10184
10701113053,10184
10701113059,10184
10701113066,10184
10701113067,10184
10701113015,10184
10701113050,10184
10701113064,10184
10701113014,10184
10701113002,10184
10701113060,10184
10701113054,10184
10701113041,10184
10701113058,10184
10701113013,10184
10701113049,10184
10202104704,10185
10202104709,10185
10202104706,10185
10202104730,10185
10202104726,10185
10202104710,10185
10202104729,10185
10202104719,10185
10202104725,10185
10202104737,10185
10202104727,10185
10202104731,10185
10202104728,10185
10202104722,10185
10202104708,10185
10202104707,10185
10202104705,10185
10202104718,10185
10202104711,10185
12404146809,10186
12404146808,10186
12404146803,10186
12404146802,10186
10104102718,10187
10104102720,10187
10104102710,10187
10104102717,10187
10104102701,10187
10104102719,10187
12102140417,10188
12102140431,10188
12102140402,10188
12102140419,10188
12102140418,10188
12102140409,10188
12102140415,10188
12102140429,10188
12102140412,10188
12102140410,10188
12102140411,10188
12102140407,10188
11502129810,10189
12102140420,10190
12102140424,10190
12102140425,10190
12102140404,10190
12102140403,10190
12102140423,10190
12102140421,10190
12102140426,10190
12102140405,10190
12102140427,10190
12102140406,10190
12102140408,10190
12102140430,10190
12102140428,10190
12102140422,10190
10104102529,10191
10104102526,10191
11401128013,10192
10103101602,10193
10103101606,10193
10103101603,10193
10103101619,10193
10903118526,10194
10903118525,10194
10903118511,10194
10903118515,10194
11502129812,10195
11402128725,10196
11402128720,10196
11402128724,10196
11401127212,10197
11401127203,10197
11401127209,10197
11401127202,10197
11401127201,10197
11401127204,10197
11303126515,10198
11904137937,10199
11904137936,10199
11904137923,10199
11904137922,10199
11904137925,10199
11904137926,10199
11904137924,10199
11903137026,10200
11903137007,10200
11903137023,10200
11902136715,10200
11903136941,10200
11903137004,10200
11903137003,10200
11902136705,10200
11903137008,10200
11903137029,10200
11903137017,10200
11903137009,10200
11903137022,10200
11903137011,10200
11903137002,10200
11903137005,10200
11903137028,10200
11903137010,10200
11903137027,10200
11903137006,10200
11903137001,10200
11902136714,10200
11903137025,10200
11903137024,10200
11202124919,10201
11904137628,10202
11904137602,10202
11904137637,10202
11904137645,10202
11904137653,10202
11904137654,10202
11904137634,10202
11904137655,10202
11904137657,10202
11904137624,10202
11904137621,10202
11904137633,10202
11904137650,10202
11904137651,10202
11904137612,10202
11904137640,10202
11904137652,10202
11904137626,10202
11904137656,10202
11904137613,10202
11904137642,10202
11904137641,10202
11904137643,10202
11904137648,10202
11904137646,10202
11904137635,10202
11904137649,10202
11904137630,10202
11904137629,10202
11904137614,10202
11904137644,10202
11904138102,10202
11904137625,10202
11904137627,10202
11904137601,10202
11904137638,10202
11904137632,10202
11904137639,10202
11904137620,10202
11904137636,10202
11904137623,10202
11904137647,10202
11904137622,10202
11904137727,10203
11904137712,10203
11904137708,10203
11904137734,10203
11904137726,10203
11904137724,10203
11904137723,10203
11904137721,10203
11904137725,10203
11904137722,10203
10103101307,10204
10503110407,10205
11603131303,10206
11603131330,10206
11603131302,10206
11603131323,10206
11603131319,10206
11603131304,10206
11603131301,10206
11603131324,10206
11603131322,10206
11603131311,10206
11603131320,10206
11603131321,10206
11603131312,10206
11303127136,10207
10101100210,10208
11203125443,10209
11203125428,10209
11203125424,10210
11203125435,10210
11203125444,10210
11203125426,10210
11203125423,10210
11203125422,10210
11203125425,10210
11301125702,10211
11301125701,10211
11301125725,10211
12202142206,10212
12202142209,10212
12202142204,10212
12202142207,10212
12202142219,10212
12202142210,10212
12202142203,10212
12202142205,10212
12202142220,10212
12202142218,10212
12202142208,10212
11201124302,10213
10301106011,10214
11503129901,10215
11503129902,10215
10101100419,10216
10101100433,10216
