region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Owned_outright_Total,Owned_with_a_mortgage_Total,Total_Persons_Persons
1144908,40,1184,325,0,883,1.1,785,2.4,14,10,69
1144909,47,1396,481,230,1050,1.1,987,2.3,70,48,346
1144910,44,1330,459,250,1036,1.1,843,2.2,73,80,479
1144911,50,2167,548,260,1270,1.1,900,2.5,43,14,213
1144912,42,1517,512,265,1275,1.1,1051,2.4,63,74,426
1144913,51,1625,535,200,1162,1.1,909,2.1,80,59,434
1144914,43,1625,638,250,1182,1.1,1062,2.2,42,36,259
1144915,47,1700,495,220,1091,1.1,868,1.9,77,44,509
1145001,43,3294,653,340,1892,1.1,1297,2.7,45,23,219
1145002,39,1092,459,300,1138,1,759,2.4,37,10,196
1145003,37,1972,696,330,1976,1.1,1711,3,36,75,372
1145004,31,2600,842,260,1853,1.1,1513,2.7,15,53,273
1145005,41,2084,704,350,2053,1.1,1355,2.7,77,72,473
1145006,43,2161,685,425,2232,1,2139,2.9,25,25,183
1145007,39,2200,747,350,1750,1,1375,2.3,40,40,282
1145008,38,2000,658,310,2045,1.1,1816,2.8,49,46,349
1145009,36,1517,735,300,2319,1.1,2023,2.9,61,84,502
1145010,43,1760,595,330,1986,1,1660,2.6,84,57,463
1145011,32,1960,596,348,1763,1.1,1330,2.6,52,47,331
1145012,42,2225,663,320,1880,1,1687,3,69,84,547
1145013,32,2383,656,300,1550,1.1,1264,2.5,20,36,226
1145014,36,1109,627,310,1833,1.2,1337,2.6,25,43,210
1145015,38,1964,517,322,1596,1,1603,2.8,55,54,372
1145016,45,2400,536,240,1632,1.1,1153,2.3,53,59,432
1145017,41,1767,675,340,1874,1.1,1579,2.6,57,61,381
1145018,36,1684,624,343,1805,1.1,1595,3,39,61,356
1145019,40,2000,590,320,1637,1,1738,3,79,66,503
1145020,33,3000,749,350,2187,1,2015,3,29,58,309
1145022,39,1966,676,310,2125,1,2117,2.9,53,60,393
1145023,42,2300,638,340,1819,1,1509,2.6,86,82,524
1145024,39,2167,705,320,2028,1.1,1525,2.7,69,68,448
1145025,41,2336,653,325,1966,1.1,1635,2.6,83,74,480
1145026,36,2000,526,231,1750,1,1542,2.7,26,36,290
1145027,40,2102,748,290,2159,1,1819,2.7,92,89,623
1145028,47,2400,620,369,1474,1,1354,2.7,63,35,288
1145029,34,2167,887,350,2470,1.1,2117,3,39,85,485
1145030,41,2058,771,365,2426,1,2107,2.8,67,53,454
1145031,39,2175,696,325,2166,1.1,1966,3.2,59,57,433
1145032,35,1950,736,200,1805,1,1633,2.8,29,52,295
1145033,42,2167,744,263,1730,1,1722,3,81,95,570
1145034,44,2080,873,330,2591,1,1794,2.8,59,62,359
1145036,43,1770,714,520,2166,1.1,2029,2.9,51,58,367
1145037,38,2058,700,290,2114,1.1,1672,2.8,56,100,506
1145038,41,1733,702,330,1975,1.1,1729,2.8,62,98,514
1145040,39,2167,838,350,1902,1.1,1735,2.8,38,59,312
1145041,41,2000,706,295,1979,1,1757,2.7,73,95,627
1145042,34,1690,859,270,2424,1,2321,3,55,57,348
1145043,45,900,808,440,2708,1,2681,3.3,53,28,279
1145044,37,2000,807,200,2132,1,2096,3,64,73,457
1145045,40,2070,895,350,2612,1,2274,2.8,60,74,407
1145046,39,2383,542,440,1907,1.1,1431,2.7,53,65,370
1145047,37,2346,760,390,1776,1.1,1750,2.9,38,57,337
1145048,41,2167,609,330,1874,1,1470,2.7,61,88,484
1145049,38,2400,592,315,1529,1.1,1553,2.8,51,55,368
1145050,38,1800,643,400,1833,1,1812,3.1,30,34,210
1145051,46,2700,730,620,2125,1,2229,3,44,41,271
1145101,56,1733,700,0,1166,1.3,1375,2.7,3,3,28
1145201,45,1246,480,250,1218,1.1,724,1.9,39,35,277
1145202,41,1600,451,275,1347,1.1,1166,2.5,58,91,462
1145203,40,2000,559,270,1174,1.1,966,2.4,37,61,342
1145204,41,1500,435,250,1047,1.1,818,2.2,42,52,316
1145205,43,1337,440,250,1096,1.1,840,2.1,60,56,400
1145206,49,1300,419,238,811,1.1,571,1.9,30,29,263
1145207,38,1482,436,225,1011,1.1,752,2.2,49,64,428
1145208,43,2000,489,300,1305,1.1,738,2.2,58,60,406
1145209,42,1616,512,240,982,1.1,886,2.2,39,37,273
1145210,48,2087,517,230,1388,1.1,755,2,53,46,307
1145211,47,1300,445,183,833,1.1,685,1.8,41,37,398
1145212,45,1517,476,180,1062,1.1,777,2,87,52,548
1145213,42,1517,447,190,1201,1.1,703,1.9,53,43,405
1145214,40,1400,371,245,1112,1.1,576,2.1,22,31,244
1145215,60,1733,257,70,2250,1,533,2,0,3,20
1145216,40,1539,510,245,1410,1.1,1216,2.3,41,64,369
1145217,40,1408,460,250,1011,1.1,850,2.2,49,43,364
1145218,47,1322,553,230,1446,1,1089,2.7,47,46,388
1145219,43,1717,526,255,1312,1.1,1023,2.5,57,54,382
1145220,46,2000,548,280,919,1.1,966,2.1,43,19,283
1145221,41,2284,513,320,1291,1.1,959,2.7,33,41,278
1145222,53,1590,216,0,741,1,1125,1.5,3,3,24
1145223,43,1733,561,290,1385,1.1,990,2.5,84,87,655
1145224,60,1909,480,250,1291,1,952,2.2,76,54,556
1145225,56,1676,463,183,1224,1.1,759,1.9,48,32,327
1145226,56,1500,540,180,1522,1,1261,2,59,28,252
1145227,54,1800,670,300,1321,1.1,935,1.9,62,28,328
1145228,51,2383,546,335,1625,1,1422,2,108,51,572
1145229,57,1800,642,360,1583,1,1192,2,54,30,230
1145230,56,2167,468,300,1231,1.1,946,2.1,59,37,439
1145231,44,1432,466,240,1013,1.1,755,1.9,44,51,388
1145232,45,1610,556,290,1343,1.1,1007,2.3,79,91,517
1145233,38,1645,538,260,1218,1,953,2.3,46,71,384
1145234,37,1800,447,268,939,1.1,944,2.6,23,39,263
1145235,48,2150,574,220,1899,1,954,2.5,36,29,211
1145236,46,1560,410,200,924,1,639,1.8,46,46,334
1145237,52,2265,374,190,1174,1.1,653,1.9,13,6,290
1145301,20,0,500,0,1750,1,2750,4,4,0,14
1145302,39,1625,546,278,1343,1.1,1098,2.8,48,72,416
1145303,40,1780,574,260,1392,1.1,1031,2.5,44,70,377
1145304,43,650,530,215,1520,1.1,1025,2.3,46,48,271
1145305,41,1443,556,280,1518,1.1,1360,2.6,54,101,560
1145306,41,1450,562,220,1300,1.1,1139,2.3,94,96,575
1145307,39,1600,567,265,1399,1.1,1025,2.4,78,105,601
1145308,43,2096,682,108,1465,1.1,1666,2.7,40,56,282
1145309,40,1748,582,300,1437,1.1,1366,2.4,50,72,401
1145310,41,1769,610,215,1462,1.1,1317,2.7,69,92,516
1145311,41,1733,646,300,1797,1.1,1611,2.7,69,97,528
1145312,38,1827,607,260,1736,1.1,1443,2.7,56,97,473
1145313,40,1517,690,260,1982,1.1,1616,2.7,44,53,313
1145314,40,2300,624,280,2083,1.1,1437,2.5,32,60,270
1145315,41,1950,485,270,1767,1.1,1343,2.8,31,50,287
1145316,43,1828,553,250,1237,1.1,1058,2.4,66,87,501
1145317,17,0,366,340,1750,1.5,700,2,3,0,19
1145318,42,1733,528,275,1669,1.1,1163,2.6,61,101,544
1145319,32,1820,559,328,1575,1.1,1329,3,36,66,382
1145320,39,1733,587,235,1766,1.1,1357,2.5,51,80,416
1145321,41,1658,568,225,1460,1.1,1309,2.5,79,108,610
1145322,43,2250,668,320,1849,1.1,1764,2.6,35,56,281
1145323,45,1500,537,260,1385,1,939,2.3,45,53,324
1145324,33,1699,532,249,1579,1.1,1042,2.7,44,87,506
1145325,32,1733,543,300,1533,1,1375,3,25,44,272
1145326,33,1820,654,290,1651,1.1,1356,2.6,41,103,490
1145327,36,1907,578,305,1375,1,1228,2.6,75,94,549
1145328,39,1560,631,310,1666,1.1,1187,2.4,36,54,289
1145401,38,1807,635,320,1812,1.1,1294,2.7,56,83,458
1145402,36,2000,589,300,1670,1.1,1519,2.8,54,81,483
1145403,44,1519,753,380,1899,1.1,1805,2.6,57,44,308
1145404,38,1958,625,320,1533,1.1,1526,2.8,76,77,534
1145405,36,1777,616,290,1919,1.1,1758,3,60,106,581
1145406,33,2058,682,385,1641,1.1,1583,3.1,33,86,451
1145407,35,2123,810,388,2062,1,1982,3.3,49,97,575
1145408,42,1928,764,353,2028,1,2083,3.3,44,56,350
1145409,32,1613,715,320,1852,1.1,1654,3,40,118,562
1145410,44,1974,749,320,2071,1,1583,2.7,53,55,322
1145411,39,2167,732,295,1880,1.1,1724,3,55,92,516
1145412,36,1950,706,340,1868,1.1,1721,2.9,67,86,506
1145413,36,2300,742,300,1471,1.1,1375,2.5,43,57,330
1145414,44,1842,564,250,1542,1.1,740,1.8,52,37,312
1145415,44,1863,565,240,1625,1.1,821,2,65,48,427
1145416,39,2123,681,280,1666,1.1,1421,2.7,54,58,365
1145417,43,1600,594,280,1600,1.1,1270,2.6,49,62,360
1145418,43,1741,574,180,1921,1,1928,2.9,71,73,475
1145419,41,2058,577,200,1579,1.1,1352,2.7,70,64,437
1145420,42,2026,584,318,1666,1.1,1208,2.5,64,57,375
1145421,48,2000,641,360,1946,1,1487,2.4,94,54,435
1145422,42,2148,794,355,2050,1.1,1660,2.6,65,77,470
1145423,45,1733,585,250,1619,1,1223,2.4,89,71,483
1145424,37,1950,645,270,1956,1.1,1601,2.9,61,98,544
1145425,38,2000,739,295,1562,1.1,1045,2.1,25,40,278
1145426,42,1980,604,350,1963,1.1,1539,2.7,60,58,382
1145427,51,2123,623,295,1833,1.2,1678,2.9,46,49,467
1145428,40,1809,652,330,1750,1.1,1524,2.7,51,58,355
1145429,42,1900,609,270,1794,1,1375,2.5,45,47,312
1145430,37,2167,695,333,1946,1,1822,2.9,66,93,531
1145431,36,1972,641,335,1828,1.1,1809,3.1,43,52,366
1145432,39,2200,724,370,1629,1,1552,2.6,67,85,462
1145433,39,2015,659,360,2050,1.1,1919,2.9,70,111,637
1145434,79,1300,386,150,825,1,548,1.6,24,13,401
1145435,40,2071,582,350,1533,1.2,1510,2.9,51,65,460
1145436,42,2058,724,290,1940,1.1,1793,2.9,52,61,395
1145437,41,1800,684,390,2349,1.1,2125,3,78,87,567
1145438,40,2167,587,340,2083,1,1833,2.9,49,49,327
1145439,39,2167,844,390,2333,1,1899,2.9,34,61,292
1145440,37,2032,650,340,1694,1.1,1474,2.9,50,91,482
1145441,40,1700,710,360,1911,1.1,1654,2.9,49,58,346
1145442,46,2167,632,315,1550,1,1390,2.6,63,62,362
1145443,45,2037,747,360,1944,1,1518,2.3,48,43,254
1145444,35,1885,548,295,1586,1.1,1509,2.8,54,59,402
1145445,40,1989,660,330,1750,1,1529,2.6,69,73,471
1145446,35,2112,625,330,1750,1.1,1474,2.8,69,76,477
1145447,38,2064,652,290,2036,1.1,1606,2.8,79,101,634
1145448,36,2100,647,250,1833,1,1767,2.9,39,53,340
1145449,41,2275,604,310,1437,1,1388,2.7,41,43,302
1145450,39,2058,603,340,1960,1,2053,3.1,47,86,443
1145451,72,2350,387,400,1281,1.1,966,2.3,28,26,355
1145501,46,1528,572,270,1583,1.1,961,2.2,88,46,508
1145502,47,1964,628,285,1681,1.1,1187,2.4,47,31,259
1145503,47,1800,626,325,1625,1.1,1265,2.4,75,87,485
1145504,45,1408,507,320,1634,1,1320,2.7,49,36,324
1145505,35,2016,523,300,1375,1.1,1192,2.7,43,54,413
1145506,50,1688,555,330,1258,1,963,2.1,142,54,620
1145507,50,2320,520,350,1281,1,961,2.3,89,55,444
1145508,56,2000,549,320,1424,1,1080,2.1,118,58,471
1145509,49,1733,545,350,1264,1,1100,2.2,57,49,308
1145510,65,2513,382,300,1104,1.1,961,2.4,31,22,302
1145511,44,1733,495,320,1321,1.1,962,2.4,62,56,350
1145512,50,1325,534,310,1281,1.1,972,2.3,45,52,312
1145513,45,2600,526,320,1196,1,784,2.3,52,47,367
1145514,49,1677,530,230,1410,1.1,1105,2.5,64,46,341
1145515,50,1000,464,290,1062,1,694,2.1,81,34,433
1145701,33,1733,653,300,1763,1.1,1708,3.2,24,60,307
1145702,33,1952,650,320,1740,1.1,1801,3.2,37,86,463
1145703,32,2250,695,320,1806,1.1,1750,3,35,82,402
1145704,35,1686,521,263,1260,1.2,978,2.6,55,69,472
1145705,33,1733,550,250,1375,1.1,1312,2.8,31,62,375
1145706,34,1890,620,260,1399,1.1,1550,2.8,21,33,208
1145707,33,1742,670,380,1346,1.1,1461,2.9,34,47,282
1145708,32,2383,631,285,1413,1.1,1107,2.6,31,33,274
1145709,37,1800,500,310,1352,1.1,1297,2.7,46,46,371
1145710,36,1500,689,300,1390,1,1437,2.5,33,47,301
1145711,34,2058,688,283,1465,1.1,1243,2.8,53,85,501
1145712,34,1874,657,330,1506,1.1,1375,2.7,59,94,591
1145713,33,1925,441,175,1047,1,954,2.8,44,71,481
1145714,37,2167,442,270,1152,1.2,1125,2.8,33,29,233
1145715,36,1900,671,335,1414,1.1,1430,2.8,56,99,570
1145716,39,2080,611,345,1640,1.1,1062,2.7,41,54,329
1145717,34,1632,549,260,1483,1.1,1125,2.7,46,85,521
1145718,33,1959,592,265,1426,1.1,1361,2.5,60,75,518
1145719,38,1674,595,350,1714,1.1,1240,2.8,33,35,255
1145720,38,2123,614,290,1559,1.1,1387,2.6,58,54,368
1145721,36,1733,666,320,1758,1.1,1640,2.9,69,90,542
1145722,31,1857,784,348,1888,1,1886,3,31,48,272
1145723,31,2167,670,300,1750,1.1,1509,2.8,37,69,409
1145724,33,1613,755,295,1799,1.1,1809,3,36,59,356
1145725,33,1517,628,358,1333,1.1,1652,3.2,29,64,354
1145726,37,1900,670,250,1711,1,1660,3.1,21,41,217
1145727,35,1567,680,270,1528,1,1432,2.8,34,47,263
1145728,36,1609,695,350,1634,1.1,1660,2.9,34,45,263
1145729,33,1742,640,330,1476,1.1,1785,3.1,30,60,332
1145730,31,2167,682,310,1636,1.1,1583,3.5,27,60,353
1145731,38,1517,650,250,1666,1.1,1542,3.3,25,40,226
1145732,34,2167,681,310,1764,1,1550,3,38,84,441
1145733,32,1599,746,300,2102,1.1,1963,3.1,35,76,382
1145734,33,2167,709,300,1824,1.1,1963,3.1,51,72,472
1145735,37,1717,805,360,1840,1.1,2187,3.2,20,34,218
1145736,31,2167,818,330,2044,1,1903,3,22,50,243
1145737,35,1820,680,310,1738,1,1737,3,50,83,463
1145738,39,1668,518,300,1437,1.1,1323,2.6,32,47,369
1145739,33,1700,483,350,1327,1.1,1259,2.7,40,47,313
1145740,34,1517,649,295,1571,1.1,1621,2.9,59,79,514
1145741,33,2000,628,335,1613,1.1,1625,3.1,28,52,300
1145801,36,1950,706,315,1937,1.1,1912,3.2,35,80,429
1145802,33,1850,596,270,1816,1.1,1483,3.2,29,73,351
1145803,30,2100,661,320,1416,1.1,1522,3.2,15,57,312
1145804,31,2084,665,360,2042,1,1803,3.4,15,47,264
1145805,30,1603,626,320,1452,1.1,1545,3.2,19,55,283
1145806,28,1520,671,335,1783,1.1,1729,3.4,30,57,361
1145807,28,1974,727,300,1869,1.1,1910,3.1,13,79,427
1145808,31,1950,680,330,1775,1.1,1712,3.2,32,94,482
1145809,36,1744,547,450,1278,1.1,1341,3.4,44,38,385
1145810,35,1900,476,350,1138,1.2,1375,3.3,57,39,461
1145811,38,1900,453,395,1020,1.2,1286,3.2,42,18,346
1145812,41,2243,645,250,1750,1.2,1750,3.2,58,39,411
1145813,28,1950,743,300,1540,1.1,1518,3,20,114,540
1145814,31,1975,802,330,1797,1.1,1770,2.9,13,96,428
1145815,27,2037,675,370,1865,1.1,1727,3.8,11,68,333
1145816,27,2133,359,182,768,1.1,718,3.1,6,25,399
1145817,28,1292,591,327,939,1.1,877,2.9,11,41,302
1145818,28,2392,661,300,2036,1.1,1863,3.4,17,58,293
1145819,29,1878,692,300,1545,1.1,1725,3.1,29,73,386
1145820,29,1854,729,340,1591,1.1,1418,3.1,24,98,507
1145821,36,1700,694,310,1591,1.1,1485,2.8,30,44,280
1145822,44,2000,529,225,1513,1.1,1428,3,90,55,518
1145823,38,1300,619,255,1397,1.1,1359,2.9,33,33,286
1145824,39,2184,752,260,1916,1,1478,3,28,24,240
1145825,80,0,450,0,0,1,1750,1,0,0,14
1145826,30,2000,663,300,1680,1.1,1433,2.9,29,81,467
1145827,30,2167,712,280,1750,1.1,1468,2.9,15,40,199
1145828,30,2200,682,350,1838,1.1,1773,3.2,17,65,352
1145829,27,2167,836,310,2080,1.1,1860,3.2,25,77,417
1145830,28,2000,802,330,1778,1.1,1493,3.1,12,95,467
1145831,31,2600,677,350,1767,1.1,1963,3.2,30,71,389
1145832,31,2145,759,300,1579,1.1,1715,2.7,24,59,294
1145833,23,0,323,126,559,1.1,617,2.7,0,6,359
1145834,27,2000,610,110,1204,1.1,989,2.9,14,39,232
1145835,30,1800,712,320,1516,1,1544,2.8,19,70,314
1145836,27,2275,650,350,1406,1.1,1406,2.8,11,38,220
1145837,31,1950,530,320,1530,1.1,1546,3,28,83,497
1145838,36,2214,753,270,1738,1.1,1760,2.9,46,89,478
1145839,40,1872,568,350,1750,1.1,1888,3.2,20,41,239
1145840,39,2384,650,330,2274,1,1905,3.3,33,41,304
1145841,30,2507,747,205,2010,1.1,1896,3.5,36,72,456
1145842,30,2400,948,460,2257,1,2416,2.8,15,133,496
1145843,27,2053,344,126,605,1.2,579,3.1,4,17,526
1145844,34,2087,665,330,1616,1.1,1397,3.1,18,63,314
1145845,33,1893,678,267,1843,1,1333,3,19,53,287
1145846,33,2000,665,340,1618,1.1,1474,2.9,42,71,416
1145847,30,2167,525,250,1750,1.1,1700,3.2,14,36,223
1145849,37,2250,623,250,1781,1.2,1772,3.6,49,38,402
1145901,38,2182,644,260,1639,1.1,1550,2.7,65,39,346
1145902,42,2167,607,300,1710,1,1708,2.8,82,72,576
1145903,36,1538,654,334,1874,1,1718,2.7,42,43,293
1145904,39,1700,604,170,1694,1.1,1263,2.7,76,58,454
1145905,59,1517,473,190,1896,1,886,2.2,67,49,523
1145906,38,2251,701,300,2116,1,1544,2.9,77,89,547
1145907,37,1950,667,400,1774,1,1634,2.9,49,53,382
1145908,43,2106,780,420,2545,1,1926,2.8,49,38,288
1145909,37,1777,559,310,1358,1.1,1266,2.5,44,40,417
1145910,37,2299,711,325,2033,1,1489,2.7,78,78,537
1145911,37,2327,658,335,1538,1,1521,2.8,33,38,248
1145912,38,2200,524,250,1718,1.1,1208,2.5,46,51,413
1145913,35,1800,653,300,1884,1,1478,2.8,87,94,582
1145914,36,1975,641,320,1892,1.1,1849,3.2,27,44,295
1145915,36,1900,696,340,2029,1.1,1777,2.9,67,97,569
1145916,30,1786,744,305,2055,1.2,1874,3.3,15,44,247
1145917,28,2210,622,320,2102,1.1,1852,3.6,30,77,470
1145918,36,2079,692,330,1738,1.1,1817,2.9,55,59,399
1145919,32,2275,814,378,1791,1.1,2159,3.2,22,31,214
1145920,45,2800,854,490,2250,1,2154,2.8,57,43,305
1145921,39,2383,788,300,1750,1.1,1985,3.1,36,39,276
1145922,39,2559,771,370,1941,1,2196,2.8,66,56,409
1145923,42,2123,820,510,1916,1,2147,2.9,57,57,387
1145924,36,2266,663,280,2023,1.1,1727,3.2,38,61,373
1145925,37,2105,805,400,2270,1.1,1916,2.7,50,61,376
1145926,34,1993,688,175,1721,1.1,1721,2.9,32,62,363
1145927,33,2167,785,373,1951,1.1,1750,2.9,48,79,453
1145928,37,2188,640,320,1690,1,1315,2.4,72,84,611
1145929,38,2126,694,320,2018,1.1,1390,2.7,63,57,440
1145930,34,2024,734,370,1874,1.1,1784,2.7,47,53,334
1145931,32,2000,653,335,1630,1.1,1508,2.7,46,76,421
1145932,45,0,329,175,582,1.1,431,1.5,69,3,332
1145933,28,2032,737,315,1758,1.1,1655,3.2,20,112,591
1145934,35,2100,700,300,1812,1.1,2069,3.2,40,74,410
1146001,39,2100,773,395,2062,1,1902,3.4,27,56,317
1146002,35,1600,817,390,1963,1.1,1874,3.1,45,58,405
1146003,39,2500,704,310,2343,1,2533,3.4,30,52,324
1146004,26,1946,888,351,1946,1,1737,2.7,13,51,247
1146005,27,2383,797,330,1715,1,1540,2.9,15,89,437
1146006,36,2275,764,0,2321,1.1,2527,3.8,11,46,217
1146007,30,1733,686,500,1874,1,2107,3.4,23,41,274
1146008,37,2000,762,455,2355,1.1,2315,3.4,30,85,454
1146009,33,2037,842,380,2038,1.1,1762,3.1,23,67,375
1146010,28,2253,692,350,1630,1.1,1586,3.3,15,87,493
1146011,34,2383,738,350,2021,1.1,1625,2.9,20,63,329
1146012,29,2223,880,440,2404,1.1,2550,3.5,29,120,632
1146013,29,2383,803,370,1827,1.1,2010,3.2,13,82,422
1146014,28,2300,825,410,2040,1.1,1901,3.2,15,99,582
1146015,29,2220,792,390,1903,1.1,1874,3.3,33,85,607
1146016,29,2084,749,350,1600,1.1,1618,3,15,85,593
1146018,31,2383,814,470,2235,1,2125,3.2,32,110,525
1146019,34,2000,716,300,1678,1.1,1565,2.9,61,88,618
1146020,29,1950,700,340,1583,1,1620,3,23,58,397
1146021,34,1800,781,400,1886,1,1868,2.7,49,61,506
1146022,35,2024,585,91,1838,1.1,1392,2.8,36,76,486
1146023,30,2167,780,328,1905,1.1,1833,2.8,16,70,355
1146024,33,1842,762,225,2241,1.1,2281,3.4,56,87,569
1146025,34,2459,749,325,2449,1.1,2340,3.4,20,46,274
1146026,28,1980,801,370,1369,1.1,1347,2.9,28,75,422
1146027,32,2383,787,420,2013,1,2079,3.3,39,103,566
1146028,30,2427,797,360,2163,1.1,2010,3.4,21,87,492
1146029,28,1733,727,375,1765,1.1,1575,2.9,22,69,395
1146030,42,1900,755,0,2041,1,2531,3.3,35,48,288
1146031,35,2167,788,471,2012,1,2198,3.3,26,106,546
1146032,30,1800,920,380,2019,1,2265,3.3,9,48,246
1146033,30,1950,816,330,2062,1,1952,3.5,20,56,366
1146034,28,2167,796,340,2066,1,1968,3.2,34,71,423
1146035,32,2600,908,600,2566,1,2547,3.7,20,143,636
1146036,33,2353,734,390,2059,1.2,1970,3.6,32,77,488
1146037,29,2145,852,320,1905,1.1,1676,3.1,10,46,249
1146038,31,2600,790,340,1620,1.1,1759,3.1,15,59,330
1146039,33,2550,723,0,2550,1,2365,3.4,21,73,347
1146040,33,2200,843,680,2518,1,2603,3.6,12,77,341
1146041,35,2600,760,0,2312,1.1,2250,3.6,21,87,450
1146042,35,2535,787,475,2511,1.1,2285,3.6,28,95,557
1146043,31,2167,783,340,2062,1,1920,3.1,51,107,652
1146044,33,2383,727,350,1973,1,1896,3.3,48,94,524
1146045,31,2120,735,330,1559,1.1,1594,2.9,30,70,430
1146046,33,2200,650,353,1673,1,1615,2.8,21,35,223
1146047,31,2817,773,450,2143,1.1,2169,3.5,21,119,605
1146048,29,2383,890,400,2055,1.1,1969,3.2,14,111,496
1146049,34,2167,914,525,2750,1,2550,3.7,29,68,387
1146101,39,2167,673,270,1631,1.1,1680,2.7,38,51,309
1146102,36,1950,680,310,1750,1.1,1615,2.8,33,45,309
1146103,33,1950,668,363,1614,1.1,1554,2.9,58,96,580
1146104,38,2167,688,300,1542,1,1432,2.8,43,45,296
1146105,34,1967,654,320,1874,1.1,1437,3.1,23,55,378
1146106,35,2000,748,350,2050,1.1,1932,3,56,106,648
1146107,31,1900,700,338,2059,1.1,1883,3.2,33,45,320
1146108,34,1733,609,129,1515,1.2,1683,3.1,22,48,287
1146109,37,1950,680,350,1511,1,1478,2.6,59,75,428
1146110,37,2200,643,320,1675,1.1,1354,2.8,55,73,472
1146111,31,1992,656,260,1634,1.1,1567,3.2,29,40,363
1146112,34,2167,700,320,1848,1,1591,3,39,102,519
1146113,41,1733,575,305,1224,1,1173,2.1,37,42,330
1146114,42,1950,571,250,1860,1.1,1187,3,40,42,325
1146115,37,1885,734,340,1605,1.1,1634,2.7,49,52,352
1146116,32,2197,763,355,1910,1,1759,2.7,47,94,460
1146117,38,2052,608,315,1586,1.1,1343,2.9,71,105,616
1146118,34,2340,641,340,1785,1,1579,2.8,52,76,447
1146119,40,2000,657,320,1537,1.1,1410,2.6,75,78,494
1146120,39,2015,571,300,1492,1.1,1317,2.8,89,97,642
1146121,34,2167,534,293,1406,1.1,1312,2.9,90,74,591
1146122,30,2167,685,320,1603,1.1,1390,2.9,16,29,185
1146123,31,2015,644,290,1633,1.1,1429,3,28,60,317
1146124,34,1733,643,350,1465,1,1442,2.9,33,49,307
1146125,35,2100,787,369,2050,1,1874,3,33,53,302
1146126,33,1700,609,320,1470,1.1,1312,3.1,52,50,461
1146127,37,1898,612,320,1491,1,1281,2.8,74,84,597
1146128,39,2167,653,300,1647,1.1,1366,2.8,39,56,336
1146129,36,1775,379,209,961,1.1,842,2.6,32,43,467
1146130,39,1800,485,280,1267,1.2,1174,2.9,55,53,393
1146131,33,2199,719,350,1941,1.1,2119,3.2,43,66,418
1146132,36,2167,622,320,1431,1,1305,2.8,42,40,325
1146134,35,1787,439,245,1047,1.1,895,2.5,36,54,410
1146135,35,1829,429,295,1208,1.1,1160,2.5,31,28,227
1146136,28,1300,658,240,906,1.2,856,1.7,25,67,507
1146137,28,1946,832,320,1481,1.1,1325,1.9,13,58,574
1146138,42,1950,528,295,1446,1.1,1068,2.2,47,76,515
1146139,42,1408,617,310,1659,1.1,1385,2.8,85,98,569
1146140,67,1733,357,300,707,1.1,527,1.6,128,8,254
1146141,39,1700,627,325,1468,1,1393,2.6,75,96,555
1146201,31,1300,470,225,1077,1.2,810,2.1,27,45,890
1146202,32,1733,587,250,1240,1.1,1081,2.3,50,58,458
1146203,36,1733,561,300,1171,1.1,1035,2.4,39,40,366
1146204,35,1733,528,277,1476,1.1,1062,2.7,51,78,492
1146205,34,1800,658,295,1528,1.1,1583,2.7,51,79,471
1146206,31,1733,413,200,938,1.1,665,1.9,22,56,717
1146207,34,1840,498,290,1257,1.1,1128,2.5,63,94,641
1146208,30,1200,564,240,1140,1.3,833,1.9,12,32,377
1146209,32,2500,665,330,1468,1,1659,3,25,46,276
1146210,30,1517,444,310,1523,1.1,1350,2.7,20,29,192
1146211,20,1900,241,0,1375,1,900,3.3,3,4,143
1146212,38,1603,571,160,1542,1,1292,2.3,22,33,182
1146213,31,1528,526,295,1238,1.1,1260,3,22,58,382
1146214,35,1667,503,250,1017,1.1,880,2.6,36,66,489
1146216,30,1365,534,260,1120,1.2,896,2.1,45,90,880
1146217,32,1907,596,313,1241,1.1,1205,2.8,26,37,406
1146218,40,1510,478,270,974,1,1014,2.4,32,35,256
1146219,27,1552,590,280,1023,1.1,1023,2.4,25,90,587
1146220,34,1472,646,378,2125,1.1,1528,3.3,27,55,317
1146221,28,2535,566,385,1544,1.1,1710,3.1,33,35,256
1146222,28,2650,924,485,2256,1.1,2176,3.3,24,164,711
1146223,33,1950,495,280,1011,1.1,1042,2.4,43,51,535
1146224,34,1733,502,260,1136,1.1,882,2.5,64,70,704
1146225,33,1664,502,300,1345,1.1,1097,2.6,26,71,595
1146226,41,1650,616,295,1406,1.1,1341,3,20,35,197
1146227,34,1235,382,200,900,1.1,583,1.8,9,23,394
1146228,34,1798,560,270,1511,1.2,1276,3,54,80,562
1146229,28,2165,676,330,1736,1,1771,3.4,20,95,525
1146230,31,1552,659,300,1525,1,1428,2.8,10,51,262
1146231,26,1950,629,330,1703,1.2,1509,3.3,21,88,495
1146232,36,2167,658,465,2291,1.2,1888,3.5,15,37,202
1146233,30,1733,689,340,1595,1.1,1685,3.4,29,89,512
1146234,31,1855,677,290,1536,1.1,1375,3.1,16,74,362
1146235,30,2000,717,340,1525,1.1,1565,3.1,28,90,485
