region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Total_Persons_Persons
1142314,38,3200,790,577,1979,1.1,1939,3,564
1142315,38,3558,866,590,2374,1,2136,3.1,571
1142316,45,3400,586,375,2130,1.1,1833,2.8,346
1142317,46,2914,653,200,2191,1.1,1630,2.6,512
1142318,39,3467,847,225,2528,1.1,2148,2.8,314
1142319,36,3275,863,670,2506,1.1,2304,3,442
1142320,39,3000,692,675,1520,1.1,1704,3.1,393
1142321,42,2500,627,770,2225,1,2055,3.1,397
1142322,39,2600,704,670,2078,1,1727,3.1,378
1142323,38,3000,809,498,1922,1.1,1888,2.8,450
1142324,39,2584,722,448,1766,1.2,1734,2.8,358
1142325,39,2451,726,550,1863,1.1,1639,2.8,467
1142326,39,3000,690,550,1971,1.1,2018,3.1,389
1142327,37,3000,808,910,2038,1,2062,3.3,328
1142328,46,2100,697,550,1508,1.1,1300,2.5,376
1142329,36,2500,782,750,2333,1,2250,3.2,486
1142330,38,2817,697,675,2050,1.1,2143,3.1,490
1142331,42,1710,722,563,1714,1.1,1375,3.1,468
1142332,44,2600,617,350,1644,1.2,1241,2.4,359
1142333,34,3845,749,250,2339,1.1,1916,3.2,625
1142334,39,2600,787,645,2038,1,2055,3.3,373
1142335,37,2167,672,450,1700,1.2,1661,3,310
1142336,40,3000,567,150,1694,1.1,1770,2.9,565
1142337,38,3283,640,820,2015,1.1,1785,3,405
1142338,48,2817,657,500,1750,1.1,1261,2.2,352
1142339,50,3467,807,500,1868,1.1,1703,2.2,546
1142340,48,2276,643,600,1347,1.1,1262,2.2,431
1142341,44,2900,785,460,1722,1.2,1513,2.2,557
1142342,50,2408,688,560,2140,1.1,1446,2.1,569
1142343,52,0,1125,0,1375,0,0,0,314
1142344,43,1950,822,420,1697,1.3,1411,1.9,330
1142345,38,2383,858,410,2052,1.2,1874,2.3,503
1142346,38,3000,692,700,2028,1.1,2035,3.3,395
1142347,43,3250,908,1448,2736,1,2374,3.2,348
1142348,41,2600,805,560,2374,1,2027,3,291
1142401,38,2850,708,520,2055,1.1,1830,3.1,308
1142402,37,2500,733,460,2568,1,2071,3.1,298
1142403,40,2750,606,475,2150,1.1,1980,2.8,329
1142404,37,2817,717,622,2312,1,2395,3.5,348
1142405,41,4000,464,85,1542,1.1,687,2.2,363
1142406,39,3250,603,545,1874,1.1,1928,3.1,494
1142407,42,2184,602,535,1968,1.1,1542,3.1,568
1142408,37,3289,710,530,1868,1.1,1860,3.1,463
1142409,37,3150,768,420,2130,1.1,2045,3.1,554
1142410,38,2665,655,650,2250,1.1,1949,3.1,429
1142411,42,2100,703,550,2044,1.1,2016,3.2,294
1142412,37,3000,539,196,1343,1.1,1178,2.9,410
1142413,41,3000,645,580,2042,1.1,2187,3.3,542
1142414,39,3500,690,285,2230,1.1,1916,3.2,556
1142415,39,3077,503,550,1643,1,1386,2.8,566
1142416,39,2334,730,313,2096,1.1,2068,3.1,526
1142417,39,2900,581,500,1678,1.2,1656,3.3,341
1142418,42,3000,656,750,1852,1,1971,3.3,507
1142419,39,2167,756,625,2303,1,2383,3.2,288
1142420,45,2700,577,700,1750,1.1,1659,3,308
1142421,37,2450,635,450,2305,1,2111,3.4,203
1142422,41,3225,682,638,1952,1.1,1533,3,518
1142423,44,2100,629,625,1916,1.1,1587,2.9,304
1142424,40,3467,714,685,2176,1.1,2250,3.1,371
1142425,41,1200,406,170,1125,1.2,866,2.4,311
1142426,47,2427,420,495,1437,1.2,1687,2.9,316
1142427,39,2250,425,253,1352,1.1,1259,2.7,320
1142428,40,2600,536,470,1587,1.1,1303,2.9,504
1142429,39,2500,528,460,1471,1.2,1375,3,430
1142430,38,3100,691,550,2062,1.1,1533,2.8,532
1142431,43,2817,642,95,1843,1.1,860,2.5,317
1142432,47,1398,357,124,769,1.1,500,1.9,425
1142433,77,3384,540,122,1163,1,790,1.6,272
1142501,38,2550,945,725,2478,1,2299,3.4,359
1142502,34,2600,883,310,1769,1.1,1799,3.1,234
1142503,68,2625,506,0,1042,1.1,914,2.2,398
1142504,36,3500,675,600,2203,1,1874,3.3,282
1142505,37,2860,647,550,2150,1.1,1600,3.4,275
1142506,42,1975,603,640,1675,1.1,1696,3.1,202
1142507,37,3250,712,501,2200,1,1928,3,336
1142508,39,3000,619,527,2146,1.3,1910,3.5,288
1142509,35,2200,666,375,1874,1.2,1659,3.1,282
1142510,37,2221,717,540,2333,1.1,2027,2.9,269
1142511,45,1615,523,490,1750,1.2,1818,3.3,290
1142512,40,3033,614,590,1524,1,1562,2.9,511
1142513,37,2600,665,692,2031,1.2,2038,3.1,287
1142514,43,2500,680,413,2146,1.1,2116,3.2,353
1142515,63,867,521,63,1687,1.1,636,1.9,440
1142516,43,2383,817,650,2291,1,2365,3.3,340
1142517,40,2167,682,650,1952,1,2173,3.1,510
1142518,38,3000,792,700,2067,1.1,2276,3.2,484
1142519,42,2167,670,600,2312,1.1,1983,2.9,6
1142521,41,3424,761,340,2068,1,1853,2.9,391
1142522,57,0,524,0,2250,2,100,2,446
1142523,54,2500,537,400,1259,1.2,638,1.7,441
1142601,41,2660,718,505,2269,1.1,2097,3.2,456
1142602,32,2602,1014,450,2090,1.4,1772,2,368
1142603,32,2167,839,463,1812,1.3,1616,2.2,347
1142604,37,2300,761,440,1750,1.3,1279,2.1,411
1142605,35,2200,695,389,1595,1.4,1368,2.2,543
1142606,34,2136,818,388,1803,1.5,1423,2.2,305
1142607,32,2600,839,396,1557,1.4,1384,2,411
1142608,35,2800,884,438,1986,1.3,1659,2.2,562
1142609,34,2600,933,420,1970,1.4,1617,2.1,504
1142610,36,2447,709,541,1896,1.2,1687,2.9,450
1142611,33,2251,703,375,1375,1.3,1397,2.2,208
1142612,38,3312,791,550,2059,1.2,1968,2.7,403
1142613,39,3400,827,705,2405,1,1954,2.6,417
1142614,35,2167,822,391,1729,1.2,1075,1.7,448
1142615,37,3000,829,750,2353,1.1,2294,3.1,315
1142616,40,3467,781,615,2454,1.1,2250,3.1,355
1142617,39,3467,971,410,2750,1.2,2285,2.8,494
1142618,40,2084,622,605,2604,1.1,2454,3.6,502
1142619,34,2247,844,420,1805,1.3,1354,2,550
1142620,38,2300,877,485,2324,1.1,2295,2.8,486
1142621,34,2600,909,415,2011,1.3,1489,1.9,247
1142622,37,2334,886,395,2050,1.2,1258,1.8,661
1142623,34,2167,872,425,1924,1.3,1524,1.9,533
1142624,34,2367,790,395,1292,1.3,1446,2.1,131
1142625,37,2167,779,420,1937,1.3,1341,2,352
1142626,38,2300,721,395,1781,1.2,1336,1.9,455
1142627,38,2244,670,420,1399,1.3,1156,2,459
1142628,34,2167,829,420,1736,1.3,1544,2.2,659
1142629,36,2284,711,400,1476,1.3,1205,2.1,542
1142630,41,2167,678,400,1548,1.2,1075,1.9,535
1142631,35,2058,831,410,1885,1.3,1514,2.1,294
1142632,34,2600,865,410,2040,1.3,1343,1.9,432
1142633,34,2200,792,380,1646,1.3,1191,1.9,434
1142634,36,3967,663,380,2111,1.2,1916,3,298
1142635,37,3900,887,538,2607,1.1,2536,3.2,343
1142636,33,2167,871,400,1736,1.3,1447,2.1,393
1142637,38,2557,740,440,1644,1.3,1450,2,265
1142638,35,2800,696,450,1603,1.2,1449,2.7,327
1142639,39,2350,670,530,2316,1.1,1849,3.1,471
1142640,33,2732,628,350,1583,1.3,1069,3.4,480
1142641,37,3067,621,527,1916,1.1,1868,3.1,321
1142642,41,2000,444,300,1156,1.1,1069,2.4,306
1142643,35,1950,639,500,1231,1.1,1750,2.8,416
1142644,33,2416,908,411,1975,1.3,1709,2,280
1142645,38,2704,724,400,1731,1.3,1351,2.3,492
1142646,37,2197,644,380,1587,1.3,1227,2.2,401
1142647,39,4333,877,1795,2696,1.1,2538,3.2,607
1142648,36,2234,767,608,2741,1.1,2638,3.1,388
1142649,35,3000,757,565,2528,1.1,1880,3.2,339
1142650,37,1690,738,320,2192,1,1568,2.9,339
1142651,39,3900,711,475,2062,1.1,2405,3.1,0
1142652,39,2702,786,380,2659,1.1,2295,3,248
1142653,33,2167,675,360,1286,1.4,1198,1.9,429
1142654,33,2038,684,370,1364,1.3,1156,2.3,236
1142655,33,2100,809,415,1586,1.4,1394,2.2,269
1142656,35,2167,780,420,1750,1.3,1327,2.1,261
1142701,44,2000,703,500,2349,1.1,1833,2.8,259
1142702,40,2800,760,500,2307,1,2299,3.1,266
1142703,41,3900,754,950,2374,1,2285,3.1,515
1142704,35,3800,808,0,1700,1.1,1799,3.2,445
1142705,46,3000,396,79,1149,1.1,584,2.2,292
1142706,37,3200,605,785,2517,1,2150,3,501
1142707,42,3424,753,668,2399,1.1,1536,2.8,487
1142708,34,3683,833,550,2625,1,2562,3.2,555
1142709,41,3400,713,930,2269,1,1874,3.2,430
1142710,42,2383,811,501,2826,1,1833,3.2,274
1142711,39,2700,655,560,2094,1.1,1886,2.9,468
1142712,51,3380,443,122,1694,1,673,2.1,458
1142713,37,2938,866,620,2166,1.1,2684,3.2,274
1142714,40,3600,677,800,2583,1.1,2166,3.2,265
1142715,44,2500,848,554,1750,1.1,1720,2.7,445
1142716,43,2687,555,550,1833,1.1,1625,2.8,615
1142717,40,2204,668,105,2178,1.1,1174,2.5,578
1142718,38,3500,740,700,2233,1.1,1789,3.4,246
1142719,43,2958,691,740,2200,1.1,2515,3,564
1142720,40,3000,719,600,2250,1.1,2103,2.9,488
1142721,41,2859,706,520,1853,1.1,1725,3,429
1142723,37,3250,736,650,2333,1.2,2208,3,392
1142726,45,2600,835,815,2617,1.1,2250,3.2,588
1142727,35,3000,652,660,2567,1,2583,3.1,543
1142728,43,2828,874,390,2430,1,2250,3.2,521
1142729,46,2200,764,795,2779,1,2441,2.9,334
1142732,40,4050,780,925,2356,1,2708,3.1,544
1142733,38,3500,711,692,2678,1.1,2517,2.9,341
1142734,41,2500,704,742,2374,1.1,2204,3,400
1142735,53,2730,495,395,1343,1.1,900,2,362
1142736,39,1970,693,465,1860,1.3,1542,2.2,552
1142737,42,2817,695,600,2678,1,2625,3.3,600
1142738,37,3109,672,555,2522,1.1,1687,2.9,522
1142739,41,2340,713,695,2519,1,2019,2.8,294
1142740,39,2080,708,505,1963,1.1,2519,3.2,521
1142741,39,2925,814,850,2111,1,2125,3,218
1142801,42,2464,749,556,2428,1,2441,2.8,690
1142802,39,3125,648,500,1926,1.1,1692,3,372
1142803,41,3000,803,670,2452,1,2384,3,583
1142804,40,2600,669,515,2039,1.1,1922,3.2,440
1142805,41,2917,691,495,2639,1,2211,3,209
1142806,38,2200,743,725,2374,1.1,1920,3.2,502
1142807,40,3000,761,750,2654,1.1,2187,3.2,391
1142808,41,3750,737,760,2660,1.1,2333,3.1,0
1142809,43,2600,794,650,2526,1,2104,2.9,410
1142810,38,1950,815,700,2392,1.1,2222,3.1,246
1142811,43,3033,715,795,2634,1.1,2550,3.3,505
1142812,41,3000,624,790,1849,1.1,1666,3.1,319
1142813,41,2700,754,600,2208,1,2035,3.1,3
1142814,39,2992,616,500,1833,1,1605,2.9,0
1142815,39,2020,693,655,1468,1.1,1545,3.1,295
1142816,44,2000,700,680,1866,1,1899,3,196
1142817,43,2600,624,600,1932,1.1,1807,3,427
1142818,45,3150,780,612,2696,1,2510,3.2,777
1142819,41,3129,807,510,2050,1.1,1816,3,380
1142820,81,4109,368,890,2750,1,2750,3.7,276
1142821,40,2560,724,715,2449,1,2485,3.2,429
1142822,46,5200,533,260,1333,1.3,1333,3.1,334
1142823,36,3800,935,0,2723,1.1,2710,3.5,808
1142824,42,2700,808,580,2571,1,2277,2.8,257
1142826,38,3200,766,928,2646,1.1,2843,3.8,0
1142827,41,3000,730,775,2633,1,2799,3.6,533
1142828,40,3000,606,600,2717,1,2571,3.4,523
1142829,37,3900,695,350,2388,1,2250,3,612
1142830,39,3525,688,670,2250,1,2042,3.1,350
1142831,34,2759,737,275,1838,1.2,1799,3.2,0
1142832,40,2600,668,646,1860,1.1,1864,3.2,287
1142833,41,3250,896,640,2514,1,2181,2.9,355
1142834,38,3103,736,700,2512,1.1,2270,3.1,0
1142835,40,2383,778,523,2611,1.1,2250,3,508
1142836,39,2300,691,700,2562,1,2704,3.4,500
1142837,43,2925,792,470,2583,1.1,2027,3.2,454
1142839,40,3500,881,500,2166,1,2291,3.1,540
1142840,46,3000,733,0,2312,1,2345,2.9,648
1142841,81,0,489,175,989,1,647,1.5,580
1142842,43,2700,705,680,2025,1.1,1867,3,425
1142843,39,2817,755,0,2055,1,2083,3.1,282
1142844,41,2200,780,220,2150,1.1,1987,3.2,350
1142845,38,3100,781,575,2612,1.1,2654,3.3,527
1142846,72,3000,577,0,1833,1,689,1.7,462
1142847,37,3761,837,725,2508,1,2134,2.9,317
1142848,42,2383,706,520,2038,1,1562,3.1,563
1142849,42,1434,597,724,1769,1.1,1600,2.9,367
1142850,39,3200,768,800,2175,1.1,2305,3.5,517
1142851,41,3033,636,554,2333,1.1,2463,3.1,456
1142852,43,3000,833,550,2594,1,2250,3.2,484
1142853,40,3500,700,0,2272,1,2718,3,384
1142854,39,2750,823,400,2666,1,2478,3.3,418
1142855,42,2600,720,465,2206,1,1904,2.8,446
1142856,39,2600,771,600,2200,1,2374,3.1,573
1142857,37,2987,713,460,2283,1,2192,3.3,697
1142858,37,2167,924,711,2333,1,2250,3.4,673
1142859,38,2817,638,0,2356,1,2295,3.1,823
1142860,41,3000,747,401,2516,1,2363,3.2,526
1142862,40,2000,744,675,1924,1.1,2036,3.2,496
1142863,37,3033,663,565,2269,1.1,1711,3,456
1142864,46,2600,786,969,2625,1,2597,3.3,467
1142901,36,3033,927,640,2787,1.1,2607,3.3,363
1142902,35,2600,864,365,2516,1.2,1883,2.7,510
1142903,39,3900,900,690,2708,1.2,2510,3.2,191
1142904,33,3467,1259,600,2874,1.2,2709,2.2,628
1142905,38,2600,817,521,2308,1.1,2571,3.1,388
1142906,36,2600,707,380,2533,1.1,1949,3.1,443
1142907,41,2500,847,323,2795,1.1,2312,2.5,255
1142908,35,2600,970,435,2261,1.1,1885,2.3,566
1142909,35,2400,1016,440,2520,1.2,1727,2.2,526
1142910,36,2561,868,440,1874,1.2,1518,2.5,426
1142911,34,2167,866,450,2250,1.2,2340,2.7,584
1142912,40,5000,944,443,2750,1.1,2021,2.6,0
1142913,35,2600,876,404,1916,1.1,1675,2,403
1142914,37,3800,946,577,2537,1.2,2203,2.5,434
1142915,34,2550,1256,650,3150,1.1,2589,2.1,538
1142916,41,2757,1196,520,2781,1.1,2100,2.1,274
1142917,35,3900,789,450,2550,1.1,1722,2.9,580
1142919,38,0,749,135,4166,1.5,3166,3,505
1142920,42,2709,500,101,1399,1.2,654,1.6,348
1142921,39,3000,868,500,2408,1.1,1700,2.6,412
1142922,40,2950,804,579,2291,1.1,2512,3.2,380
1142923,33,2600,1060,540,2714,1.3,2432,2.3,440
1142924,30,3033,1029,450,2437,1.2,1916,2.2,215
1142925,33,2392,831,350,2235,1.3,1375,2.2,488
1142926,32,2425,1125,465,2218,1.2,1797,2,255
1142927,34,2600,887,410,1812,1.2,1412,2,266
1142928,34,2850,1026,395,2349,1.2,1684,2.1,294
1142929,34,2800,711,517,2144,1.1,1796,2.6,365
1142930,50,1835,425,430,1383,1.3,1125,3,572
1142931,37,2800,789,425,2131,1.2,1827,2.4,574
1142932,35,3500,948,490,2226,1.2,1887,2.3,389
1142933,33,2600,874,445,1877,1.3,1583,2.2,466
1142934,38,3683,1021,300,2678,1.1,2589,2.9,548
1142936,32,2817,891,430,1845,1.2,1750,2.2,514
1142937,38,2773,660,510,2143,1.1,1571,3.2,530
1142938,39,2817,628,500,1750,1.2,1458,2.9,545
1142939,42,4333,619,150,2521,1.1,2312,3.1,340
1142940,36,3532,811,637,2562,1.1,2166,2.8,474
1142941,38,3033,725,420,2089,1.1,1949,2.8,482
1142942,40,2000,637,77,2718,1.1,2143,3.1,452
1142943,39,2725,741,320,2446,1.1,2031,3.2,440
1142944,33,3000,946,400,2431,1.2,1640,2.4,201
1142945,31,3000,781,385,2521,1.2,2150,3,372
1142946,33,2600,982,440,2062,1.1,1794,2.2,577
1142947,33,2600,1093,421,2671,1.2,1975,2.1,592
1142948,33,2600,1122,425,2542,1.2,2006,1.9,491
1142949,38,3935,1044,550,2681,1.1,2725,2.5,412
1142950,40,2300,1006,420,1944,1.1,1720,2.2,561
1142951,37,2859,667,440,1775,1.3,1395,2.5,491
1143001,31,2200,783,375,1547,1.3,1271,2.1,546
1143002,37,2150,806,460,2305,1.2,1600,2.6,47
1143003,38,3488,756,577,2578,1.2,2156,3.1,471
1143004,41,3250,754,523,2132,1.1,2235,2.9,330
1143005,36,3386,793,500,2761,1.1,2457,3,14
1143006,37,3744,828,531,2672,1.1,2676,3.2,525
1143007,36,3678,636,1125,2250,1.2,2083,3.5,431
1143008,70,3640,363,70,2416,1.1,409,1.4,579
1143009,41,3125,681,350,2147,1,1714,3,338
1143010,41,2383,675,550,1982,1.1,1656,3.1,558
1143011,39,2888,720,614,2078,1.1,1957,3.3,515
1143013,39,3500,688,550,2025,1.1,1888,3.2,454
1143014,39,2557,714,525,2270,1.1,2125,3.3,409
1143015,32,2600,932,430,1858,1.3,1585,2,259
1143016,35,2167,960,425,1868,1.3,1452,1.9,413
1143017,43,2300,560,330,2055,1.2,1321,2.3,437
1143018,37,1987,893,375,1916,1.2,1323,1.9,342
1143019,35,2557,1003,360,2100,1.3,1577,2,508
1143020,43,2000,704,631,2214,1.2,1886,3.1,318
1143021,40,3000,812,515,2218,1,2159,3.2,348
1143022,43,3000,671,612,2539,1.1,1821,3,337
1143023,38,3000,855,730,2868,1.1,2474,3.2,489
1143024,36,2600,846,550,2272,1.2,2013,3,270
1143025,40,2817,631,210,1910,1.1,1375,2.8,477
1143026,37,2123,814,320,2720,1.1,2516,3,379
1143027,41,2500,582,0,2250,1.1,1791,3.2,349
1143028,37,3300,709,530,2250,1.2,1615,2.6,545
1143029,42,2903,602,450,1821,1.1,1538,2.9,616
1143030,38,3467,782,640,2508,1,2481,3,0
1143031,40,3467,855,725,2577,1.1,2521,3.4,0
1143032,40,2800,763,1100,1949,1.1,1821,2.9,528
1143033,34,2800,618,490,1983,1.1,2083,3.1,342
1143034,39,3124,741,650,2146,1.1,1928,3.1,277
1143035,42,3239,654,320,1625,1.1,1519,2.6,425
1143036,39,3500,791,720,2267,1.1,2274,3.2,591
1143037,44,2600,739,450,1931,1.1,1796,3,495
1143038,40,2600,650,600,2022,1,2150,3.2,495
1143101,43,2427,638,540,2092,1.2,1525,2.2,344
1143102,39,3000,868,475,1989,1.2,1781,2,509
1143103,33,2958,995,420,2347,1.3,1432,1.8,587
1143104,44,2800,624,138,1634,1.2,700,1.6,658
1143105,34,2500,821,440,1696,1.2,1233,2.1,715
1143106,45,2167,771,437,2288,1,2422,3.1,588
1143107,38,1200,803,430,2225,1.1,1866,2.6,364
1143108,35,2167,894,450,2118,1.2,1564,2.1,499
1143109,42,1800,956,670,2156,1.1,2333,2.3,565
1143110,34,2400,927,355,1687,1.2,1394,1.8,667
1143111,44,2708,934,491,2422,1.2,2250,2.3,239
1143112,86,542,501,134,870,1,587,1.2,292
1143113,44,3250,793,750,2910,1.1,2536,2.9,666
1143114,40,2550,808,115,2714,1.2,2374,3.2,263
1143116,37,2296,973,535,2023,1.2,1866,2.4,585
1143117,39,2600,724,450,2197,1.1,2225,3.1,278
1143118,38,3000,685,448,1946,1.2,1887,3.2,293
1143119,39,2500,814,410,1600,1.2,1118,1.7,417
1143120,32,2210,851,394,1793,1.3,1324,2,300
1143121,33,2238,904,438,1937,1.2,1760,1.9,466
1143122,32,2500,981,433,2035,1.2,1690,1.9,443
1143123,35,2305,1042,450,1934,1.3,1763,2.1,436
1143124,30,2600,1002,420,2043,1.3,1755,2.2,301
1143125,40,3220,692,605,2079,1.1,1916,3.3,553
1143126,39,2604,705,565,1874,1.1,1583,3,405
1143127,39,2500,730,580,2227,1.1,2150,3.1,462
1143128,41,2383,733,725,2399,1,2173,3.2,415
1143129,40,2600,724,500,1892,1.1,1961,2.9,482
1143130,37,3467,857,500,2316,1.1,2312,3.2,367
1143131,35,2542,696,630,2172,1.1,1750,3.4,231
1143132,46,3000,890,435,1639,1.1,1824,2.7,475
1143133,38,2964,646,510,2204,1,2208,3.1,412
1143134,39,2500,580,750,1750,1.1,1333,2.9,336
1143135,39,3000,753,420,2360,1.3,1725,2.8,354
1143136,38,2400,786,425,1874,1.3,1634,2.2,294
1143137,39,2600,773,375,2014,1.1,2088,3.2,285
1143138,37,2800,576,231,1781,1.2,1460,2.7,363
1143139,36,2708,700,360,1694,1.1,1892,3.2,562
1143140,37,3683,717,628,1860,1.1,2295,3.2,393
1143141,37,2700,732,580,1660,1.1,1779,3,314
1143142,45,1733,710,575,1928,1.1,1687,2.4,327
1143143,41,3100,835,685,2722,1.1,2343,3.1,344
1143144,39,3000,772,890,2250,1.1,2386,3.1,375
1143145,63,3667,532,335,2187,1.2,727,1.8,409
1143146,42,4000,669,534,1937,1.1,1750,3.1,279
1143147,40,2600,719,680,2596,1.1,2021,2.9,371
1143148,37,3225,783,600,2200,1.1,2048,3.1,460
1143149,37,3000,842,595,2166,1.1,1874,3.3,408
1143150,32,2442,939,430,2009,1.3,1618,2,463
1143151,37,1998,834,400,2113,1.2,1736,2.2,355
1143152,37,3200,829,495,1892,1.1,1493,2.6,289
1143153,39,3325,922,473,1966,1.1,2024,2.3,399
1143154,35,2000,704,345,1928,1.1,1824,2.9,498
1143155,43,2167,908,680,2521,1.1,2281,2.8,500
1143156,44,2600,627,400,1957,1.1,2024,3.2,400
1143201,41,3500,676,400,1812,1,2229,2.9,299
1143202,37,3467,684,800,2146,1,1931,3.4,396
1143203,35,4884,922,460,2437,1.1,2562,2.7,402
1143204,40,2438,655,520,2159,1,2053,3.2,214
1143206,52,3900,928,548,2150,1.1,2083,2.9,523
1143207,26,2167,1375,0,0,1,1375,0,306
1143208,43,7000,861,210,2666,1,2687,3.1,446
1143209,42,6500,1042,450,3125,1,3321,3,655
1143210,45,2900,859,400,2125,1,2321,3.1,605
1143211,46,2600,587,462,1639,1.1,1375,2.5,315
1143212,41,2050,768,500,2152,1,2125,3.1,504
1143213,41,2775,658,780,2100,1,2036,3.1,380
1143214,41,3017,588,590,1833,1,1452,3.3,409
1143301,46,2029,620,0,1550,1,1604,3.1,306
1143302,83,0,356,76,674,1,478,1.4,546
1143303,36,2167,741,750,2558,1.1,2602,3.5,419
1143304,36,2459,677,280,1375,1.1,1019,1.8,259
1143305,35,2292,796,540,2510,1,2416,3.5,384
1143306,32,2800,955,530,2522,1,2312,3.2,405
1143307,40,2817,785,443,1955,1,2152,3.2,514
1143308,35,2167,641,350,1856,1,1470,2.6,358
1143309,69,1733,353,80,1347,1.1,626,1.8,570
1143310,38,2082,694,310,1487,1,1396,2.4,562
1143311,40,1950,700,360,2033,1.1,1818,2.8,922
1143312,34,2000,764,360,1845,1.1,1718,2.8,880
1143313,38,1954,724,180,1840,1.1,1481,2.7,327
1143314,43,2084,549,320,1590,1.1,985,2,541
1143315,41,3727,640,50,1266,1.2,1550,2.6,404
1143316,31,3005,1026,230,2673,1,2531,3.4,350
1143317,41,1848,780,400,2333,1,2339,3,322
1143318,40,2200,746,300,2073,1.1,1888,2.9,270
1143319,36,2100,702,261,1884,1.1,1893,3,443
1143320,46,2200,500,325,1845,1,1069,2.4,245
1143321,32,2167,647,280,1557,1.1,1375,2.7,726
1143322,34,2024,655,350,1545,1.1,1380,2.7,435
1143323,33,2167,723,350,1760,1.1,1616,2.8,432
1143324,44,2032,641,390,2158,1,1683,2.8,164
1143325,31,1580,650,360,1558,1.1,1395,3.1,608
1143326,40,1650,653,430,1772,1.1,1718,2.8,220
1143327,40,2548,756,0,2208,1,2597,3.5,608
1143401,36,2383,707,500,2147,1,2019,3.2,609
1143402,31,2817,879,550,2250,1,2312,3.4,315
1143403,32,2360,658,415,2071,1.1,1843,3.6,475
1143404,30,2825,838,520,2392,1,2100,3.5,474
1143405,33,2347,746,440,2143,1.1,1934,3.5,516
1143406,33,2600,780,540,2325,1.1,2299,3.5,411
1143407,33,2356,777,570,2075,1.1,2274,3.5,393
1143408,30,2817,924,535,2260,1,2112,3.2,377
1143409,32,2800,734,440,2160,1.1,2339,3.4,4
1143410,29,2767,762,490,2276,1,2209,3.6,624
1143411,32,2900,741,475,2118,1.1,2381,3.6,699
1143412,35,1733,554,340,1663,1.1,1525,3.2,625
1143413,32,2219,755,575,2183,1,2009,3.2,393
1143414,33,2236,692,338,1901,1,1629,2.8,404
1143415,43,1993,402,126,1062,1.1,745,2.2,550
1143416,32,2275,744,363,1883,1,2014,3.4,366
1143417,34,2600,756,435,2031,1.1,1613,3.1,403
1143418,36,2900,751,520,1987,1.1,2035,3.4,278
1143419,40,2156,782,300,1750,1,1375,2.3,279
1143420,37,2300,626,225,2012,1,1750,3.1,411
1143421,32,2500,847,465,2236,1.1,2190,3.4,377
1143422,34,1750,700,260,2849,1,1899,3.9,419
1143424,40,2000,735,515,1750,1,1833,3.2,532
1143425,39,2474,631,415,2016,1.1,2176,3.4,590
1143426,36,3142,670,430,2166,1.1,1899,3.2,373
1143427,31,2500,886,470,2078,1,1980,3,528
1143428,34,3000,1138,100,2957,1.1,2457,3.6,392
1143429,30,3467,842,700,2955,1,2603,3.8,389
1143430,32,2000,622,340,1687,1.1,1779,2.8,271
1143431,35,1387,508,310,1583,1.1,1468,3.1,300
1143432,31,2286,637,345,1444,1.1,1571,3.1,290
1143433,33,1344,490,172,1166,1.1,1057,2.9,517
1143434,30,1928,700,300,1742,1.1,1600,3,599
1143435,42,2200,552,187,1855,1.1,1156,2.6,325
1143436,34,2167,589,310,1300,1.1,1194,2.8,212
1143437,35,1600,524,295,1109,1.1,1057,2.4,496
1143438,46,2383,652,250,1733,1.1,1062,2.1,459
1143439,30,2700,901,490,2150,1,2196,3.3,435
1143440,34,1733,696,410,1966,1.1,1838,3.1,314
1143442,32,2167,711,350,1666,1,1949,3.7,362
1143443,44,2600,771,420,2558,1.1,2405,3.2,413
1143444,38,2167,680,170,1849,1.1,1480,2.9,436
1143501,31,2170,573,350,1387,1.1,1452,2.8,343
1143502,30,2306,726,450,1957,1,2087,3.3,253
1143503,29,2234,770,405,1750,1.1,2125,3.4,394
1143504,30,1959,700,393,1478,1.1,1650,3.1,303
1143505,37,2596,874,425,1920,1.1,2069,3.2,457
1143506,32,2500,818,430,2333,1,2234,3.4,258
1143507,28,2275,749,400,2166,1.1,2222,3.5,271
1143508,28,1800,666,328,1518,1,1395,2.9,257
1143509,30,2200,729,430,1937,1.1,1730,3.4,224
1143510,27,2167,835,355,1968,1.1,1856,3.1,270
1143511,30,0,700,0,1133,1,1750,3,336
1143512,28,2340,823,420,2223,1.1,2109,3.8,446
1143513,29,2600,851,400,1796,1,1928,3.3,248
1143514,30,2101,805,350,1883,1.1,1838,3.2,331
1143515,30,1867,595,340,1562,1.1,1384,2.9,296
1143516,29,1790,789,350,2333,1.1,1904,3.6,226
1143517,33,2709,719,425,1957,1.1,1905,3.6,266
1143518,31,3000,886,478,2542,1,2347,3.5,320
1143519,29,2474,875,360,2192,1.1,1770,3.1,437
1143520,34,2167,777,400,2008,1.1,1821,3.2,193
1143521,35,2600,874,110,2683,1,2513,3.5,451
1143522,29,2250,866,420,1879,1.1,1750,3.2,342
1143523,32,2100,919,490,2220,1,2218,3.4,580
