region_id,Median_age_of_persons,Median_mortgage_repayment_monthly,Median_total_personal_income_weekly,Median_rent_weekly,Median_total_family_income_weekly,Average_number_of_Persons_per_bedroom,Median_total_household_income_weekly,Average_household_size,Total_Persons_Persons
1141043,43,3400,840,740,2697,1,2698,3,348
1141101,42,3518,821,700,2868,1,2374,3.2,449
1141102,39,3017,753,550,2698,1,2416,3.1,553
1141103,42,2500,734,653,2468,1,2192,3,404
1141104,39,2838,779,570,2510,1.1,2471,3.1,530
1141105,40,2800,765,695,2333,1,2096,3,401
1141106,42,2200,847,650,2600,1,1874,2.7,208
1141107,40,2400,709,250,2625,1.1,1957,2.9,272
1141108,43,3000,812,599,2374,1,1816,2.7,406
1141109,45,4333,650,480,2399,1,1463,2.9,388
1141110,42,2800,875,250,2374,1.2,2340,2.9,384
1141111,43,3800,693,1150,1866,1,1567,2.8,407
1141112,41,3217,591,675,2675,1.1,1833,3.1,420
1141113,58,3683,791,400,2555,1,2416,2.6,628
1141114,79,719,607,300,1366,1,1067,1.6,213
1141115,55,4000,655,725,2763,1,2625,3.2,223
1141117,83,1405,851,606,2036,1,1218,1.6,0
1141118,41,2400,805,672,2374,1.1,2222,3,295
1141119,39,2700,679,490,2139,1,1981,3,253
1141120,39,2513,844,575,2896,1.1,2847,3.1,364
1141121,43,6486,762,490,2600,1,1625,2.4,644
1141122,56,2167,628,300,1640,1.1,819,1.7,465
1141123,41,3000,789,480,1987,1.1,1704,2.5,378
1141124,45,2383,917,450,2761,1.1,2681,3,498
1141125,41,2600,610,1000,2107,1,1568,3,316
1141126,39,3000,795,872,2802,1.1,2523,3.1,377
1141127,42,3010,820,630,2619,1.1,2542,3,435
1141128,42,2084,934,530,2632,1,2356,2.8,513
1141129,38,3000,789,676,2696,1.1,2818,3.4,446
1141130,41,2238,739,618,2643,1,2510,3,311
1141131,44,3250,854,842,2763,1.1,2679,3,502
1141132,41,2900,689,680,2533,1.1,2027,3,518
1141133,44,3500,916,627,2848,1,2774,3,424
1141134,39,3000,927,475,2462,1.1,2294,2.6,643
1141135,36,2719,749,291,2678,1.1,2449,2.8,427
1141136,41,4000,824,1250,2770,1,2647,3.1,338
1141137,66,2420,387,360,2055,1.1,1616,2.1,285
1141138,37,3667,724,620,2729,1,2178,3.2,423
1141139,44,4000,783,590,2680,1.2,2671,2.9,444
1141140,43,3200,866,425,2644,1,2468,2.9,411
1141141,45,6500,607,484,2333,1,2187,3,344
1141142,40,3225,868,700,2810,1,2691,3.3,525
1141143,39,4000,953,800,2750,1,2696,3.3,310
1141144,42,1300,931,620,2471,1.1,2218,2.7,266
1141201,40,3900,945,443,2762,1,2583,3.2,0
1141202,40,3090,1034,450,2783,1.1,2636,3.1,440
1141203,40,3000,804,554,2714,1,2587,3.2,290
1141204,56,0,395,530,1824,1,969,2.1,491
1141205,38,3000,930,452,2702,1.1,2814,3.2,354
1141206,41,3400,900,508,2705,1,2763,3.2,572
1141207,42,2800,1003,680,2798,1,2685,2.9,440
1141208,49,3033,695,300,2166,1.1,2077,2.4,530
1141209,28,5000,1013,950,2957,1.1,3050,3.4,293
1141210,33,5167,853,0,2859,1,2930,3.5,0
1141211,23,2600,650,300,3545,1,3062,3.2,0
1141212,45,5684,1012,775,3343,1,3363,3.3,397
1141213,44,3000,585,680,2352,1.1,2303,2.7,4
1141214,42,2167,754,1350,3094,1,2760,3.2,8
1141215,45,6000,928,1253,3454,1,3388,3.4,0
1141216,33,3000,924,520,2374,1.2,1909,2.6,495
1141217,44,2550,1149,792,3229,1.1,3250,3.1,544
1141218,43,3217,910,755,2839,1,2916,3,0
1141219,42,3100,697,640,2678,1.1,2555,3,266
1141220,40,3000,1033,887,2937,1,3042,3.5,511
1141221,44,3400,1016,225,2944,1,2772,3,377
1141222,51,2400,777,550,2476,1,1607,2.4,140
1141223,35,2125,857,480,1806,1.2,1571,2.1,255
1141224,43,4333,884,789,2874,1,2760,3.2,221
1141225,43,3667,862,850,2881,1,2856,3.1,550
1141226,42,3680,773,673,2583,1,2616,3.2,404
1141227,49,3467,772,531,2347,1.1,2140,2.8,323
1141228,39,3225,695,893,2333,1.1,2478,3.2,476
1141229,47,4600,652,563,2111,1,1949,2.8,315
1141230,43,4500,742,615,2701,1,2625,3.4,431
1141231,42,3200,923,400,2607,1,2250,2.8,423
1141232,43,3034,877,600,2678,1,2764,3.1,112
1141233,39,5000,909,825,2843,1,2666,3.3,346
1141234,43,3200,734,620,2583,1.1,2520,3,411
1141235,42,2400,753,623,2600,1,2777,3.2,524
1141236,42,2600,685,920,2625,1,2545,3,337
1141237,39,2175,900,618,2836,1,2759,3.3,511
1141238,36,2600,982,540,2444,1.2,1966,2.4,323
1141301,44,3613,1325,462,2973,1.1,2531,1.9,302
1141302,41,5000,1143,426,3250,1.1,2808,3,338
1141303,37,2383,1189,413,3100,1.1,2509,2.1,405
1141304,37,4000,1277,462,2963,1.1,2643,2.5,301
1141305,33,2393,1075,496,2639,1.2,1602,1.9,614
1141306,37,3550,1200,508,2869,1.2,2521,2.7,0
1141307,43,2250,1434,560,2930,1.1,2577,1.8,422
1141308,36,5500,1230,498,2946,1.1,2511,2.3,455
1141309,35,3116,1319,550,2684,1.2,2628,2,492
1141310,40,2600,1283,490,2769,1.2,2503,1.9,268
1141311,38,4167,1182,450,2730,1.1,2347,2,331
1141312,39,4750,1388,448,3208,1.1,2828,2.6,362
1141313,36,2427,1133,500,2416,1.1,2010,2.1,260
1141314,36,4004,1450,575,2864,1.1,2819,2.5,460
1141315,39,3024,1255,550,3115,1.1,2031,2.3,475
1141316,38,2700,1108,500,2236,1.1,2140,2.1,426
1141317,40,3000,1330,530,3359,1.1,2715,2.4,999
1141318,39,3109,1297,435,2712,1.1,2540,2.1,495
1141319,39,3800,1183,457,2779,1.1,2173,2.5,224
1141320,39,2500,1308,485,2944,1.1,1923,1.7,233
1141321,39,3000,1194,461,2583,1.1,2416,2.2,528
1141322,42,3600,1160,670,3154,1,2528,2.6,671
1141323,38,4000,1034,750,3204,1,2725,3,573
1141324,44,4407,1068,550,3187,1.1,2703,2.6,315
1141325,36,3200,1254,503,3010,1.1,2480,2.1,477
1141326,43,2600,1074,485,2528,1.2,1794,1.9,392
1141327,38,2900,1276,480,2602,1.1,1777,1.6,318
1141328,41,2775,1205,430,2905,1.1,2250,2,607
1141329,34,2314,1122,488,2461,1.2,2098,1.8,654
1141330,37,2383,1062,464,2437,1.1,1855,2,502
1141331,38,2250,978,395,2360,1.1,1432,2,431
1141332,39,3000,1371,600,3015,1.2,2590,2.2,549
1141333,41,4032,1245,585,2716,1.2,2349,2.1,400
1141334,39,2300,1055,520,2595,1.2,2150,2.1,449
1141335,35,2449,1174,450,2365,1.2,1959,1.8,0
1141336,34,3101,1302,500,2596,1.1,2542,2.1,278
1141337,33,2156,1215,420,2734,1.2,1664,1.6,471
1141338,36,2292,1259,450,2678,1.2,1731,1.7,528
1141339,36,3683,1262,393,2794,1.2,1836,1.9,506
1141340,36,3033,1280,480,2422,1.1,2125,1.8,271
1141341,39,2300,1058,462,2184,1.2,1725,1.7,0
1141342,40,3000,1149,750,2659,1.1,2616,2.4,215
1141401,34,2650,1144,400,2528,1.2,1524,1.6,246
1141402,35,3000,1396,600,3083,1.1,2562,2.4,485
1141403,33,2400,1293,454,2729,1.1,2299,2,241
1141404,35,1950,1184,470,2650,1.1,1941,2,401
1141405,48,3938,1194,860,2771,1.1,2548,2.1,402
1141406,38,3250,1211,361,2816,1.1,1882,1.9,497
1141407,36,3017,1139,420,3012,1.1,1920,1.9,444
1141408,34,2550,1122,470,2449,1.1,1901,2,262
1141409,35,2709,1315,466,2730,1.1,2297,1.8,310
1141410,35,2100,1159,475,2930,1.2,2299,2.2,405
1141411,43,2994,1116,516,2774,1,2635,2.2,620
1141412,41,1300,1071,400,2801,1.1,2519,2.1,290
1141413,35,3033,1453,466,2843,1.3,2741,1.9,516
1141414,37,3000,1230,550,2721,1.1,2457,2.1,386
1141415,34,2600,1222,480,2911,1.1,2341,1.9,306
1141416,32,2000,1141,430,2265,1.2,1755,1.8,384
1141417,35,2375,1319,498,2887,1.1,2602,2,383
1141418,44,2684,1199,462,3050,1.1,2482,2.1,297
1141419,36,2400,1050,480,3173,1.1,2824,2.6,216
1141420,34,3033,1317,508,2374,1.1,2305,1.9,361
1141421,38,2167,1103,476,2785,1.1,1766,2,276
1141422,38,3350,1029,462,2692,1.1,1760,2,452
1141423,33,2200,1197,825,2974,1.1,2785,3,353
1141424,35,2550,1162,530,2750,1.2,2141,2,262
1141425,31,2700,1447,524,2895,1.3,2229,1.9,281
1141426,32,2535,1010,415,2319,1.2,1674,1.9,328
1141427,34,3337,1264,495,3194,1.2,2508,2.3,403
1141428,34,2500,1172,500,2613,1.2,2023,2.4,512
1141429,37,4333,1242,500,3194,1.1,2516,2.1,271
1141430,38,3066,1200,551,2782,1.1,2589,2.3,522
1141431,33,3000,946,456,2208,1.3,1883,2.1,372
1141432,35,2480,1181,480,2462,1.2,1961,1.9,394
1141433,34,2900,1255,460,2562,1.3,1916,1.8,1021
1141434,34,2000,976,450,2856,1.2,2024,1.9,819
1141435,33,3600,1235,485,3113,1.1,2508,2,575
1141436,33,2167,1289,450,2908,1.2,2553,1.9,566
1141437,34,2700,1105,485,2541,1.1,2035,2,561
1141438,35,2500,1093,450,2931,1.2,1955,1.9,220
1141439,36,2400,987,393,2374,1.1,1974,1.9,334
1141440,34,3033,1133,471,2791,1.2,1902,1.8,247
1141441,32,2024,854,540,3018,1.1,1518,2.3,327
1141442,33,3300,1356,512,3015,1.1,2544,1.9,420
1141443,39,2500,1273,490,2522,1.1,2318,1.8,425
1141444,35,2500,812,375,1899,1.2,1316,1.7,328
1141501,43,8000,1182,620,3536,1.1,2868,3.5,322
1141502,42,5000,1242,615,2766,1.1,2333,2.3,222
1141503,46,3350,1316,692,3176,1.1,2905,2.9,564
1141504,39,2652,1125,410,2143,1.2,1727,1.9,365
1141505,39,5000,1292,863,3111,1,2942,2.9,229
1141506,38,3000,1132,482,2931,1.1,2474,2.7,515
1141507,45,2900,1442,850,3028,1.1,3038,3.2,262
1141508,38,2600,1030,450,2569,1.2,1807,2.1,457
1141509,50,4680,967,439,2931,1.1,2150,2.2,288
1141511,45,2006,1146,600,3312,1,3088,3,352
1141512,39,3000,1004,440,2639,1.1,2291,2.6,402
1141513,39,3900,974,795,2822,1.1,2705,3,6
1141514,39,4333,1315,652,2910,1.1,2859,2.9,336
1141515,36,3000,1154,400,2615,1.2,1916,2.2,534
1141516,38,3400,1093,400,2922,1.2,2154,2.3,356
1141517,46,4000,1076,563,3022,1.1,1785,2.2,340
1141518,43,2700,1225,481,2482,1.2,2437,2,398
1141519,42,3050,1057,952,3100,1.1,2942,3.4,551
1141520,54,2300,1170,540,2702,1,1959,1.7,477
1141521,38,3800,1454,650,3011,1.1,2676,2.6,368
1141522,40,3600,1204,623,2654,1.1,2511,2.3,325
1141523,58,2691,933,508,2058,1.1,1700,1.8,316
1141524,39,2625,1229,500,2522,1.1,2156,1.8,296
1141525,43,2221,1236,400,2947,1.1,2648,2.2,398
1141526,33,2300,970,411,2250,1.3,1689,1.8,302
1141527,36,3000,1079,475,2312,1.2,1845,2,363
1141528,47,2000,919,500,2559,1.2,1553,1.8,3
1141529,46,2180,1060,483,2383,1.2,1849,1.8,478
1141530,40,2167,1107,391,2970,1.1,1708,2.1,498
1141531,39,3582,1098,489,2791,1.2,2211,2.2,416
1141532,40,4333,966,535,3040,1.1,2966,3.1,374
1141533,41,2449,1181,400,2644,1.2,1836,1.7,257
1141534,55,1200,916,1154,3083,1,2884,3,418
1141535,38,4000,1088,529,3025,1.1,2639,2.5,309
1141536,43,3000,1260,700,3068,1.1,2814,2.6,535
1141537,23,0,855,839,4000,1,2562,2.7,581
1141538,44,5600,1139,1375,3196,1,2894,3.3,537
1141539,43,5500,995,785,2910,1,2743,2.8,339
1141540,36,2755,993,400,2015,1.3,1487,1.8,476
1141541,39,3000,1321,500,2827,1.1,2518,1.9,382
1141542,48,4333,1128,600,2678,1.1,2634,2.3,457
1141543,41,4333,1324,950,3053,1.1,2908,3.2,363
1141544,44,8000,1265,600,3600,1,2843,2.5,508
1141545,42,2000,847,658,2852,1.1,1660,2.4,430
1141546,36,2500,1023,480,2714,1.3,2541,1.9,389
1141547,35,2000,1325,820,2986,1.1,2841,3,281
1141548,39,4167,968,969,2984,1,2607,2.9,514
1141549,36,2844,1067,445,2711,1.1,1988,2.1,540
1141550,35,3125,1132,485,2750,1.2,2510,2.4,539
1141551,44,4008,1075,400,2687,1.1,1833,2.2,343
1141552,43,2875,1182,568,2718,1.1,2613,2.3,530
1141553,40,3817,930,370,2694,1.1,1874,2.2,409
1141554,41,5000,1632,577,3408,1.1,2923,3.1,543
1141555,40,2100,1164,475,2449,1.2,1740,1.8,365
1141556,49,1791,657,376,2285,1.1,963,1.4,573
1141557,37,2750,1086,450,2924,1.2,2356,2.8,332
1141558,39,2680,1101,430,2815,1,2562,2.3,194
1141559,37,5567,1281,1103,3058,1.1,2951,3.4,1158
1141560,36,2700,1260,400,2778,1.2,1887,2,0
1141561,42,4560,1413,1275,2923,1.1,3075,3.3,815
1141562,45,3984,1031,1748,3318,1.1,3200,3.3,274
1141563,39,1986,1169,0,2916,1,2982,3.2,331
1141565,42,2000,1163,400,3250,1,2687,2.9,0
1141566,37,2700,1062,413,2566,1.1,1794,2.2,286
1141567,39,4450,1136,675,3139,1,2717,2.8,305
1141568,40,2600,1202,505,2764,1.1,1604,2.2,405
1141569,41,2000,1011,708,2794,1.2,2625,2.7,339
1141570,44,5000,1226,530,3428,1.1,2920,3.1,393
1141571,36,3142,1107,460,2725,1.1,2687,2.5,354
1141601,39,2500,1542,518,3519,1.1,2457,1.7,526
1141602,36,3000,1264,460,2736,1.2,2016,1.8,403
1141603,37,3467,1333,478,2874,1.1,2606,2,371
1141604,33,2500,1294,501,2825,1.2,2345,2.1,246
1141605,36,2000,1355,453,3017,1.1,2552,2,273
1141606,34,2628,1217,480,2852,1.2,2396,2.1,477
1141607,33,2100,1175,365,2250,1.3,1545,1.8,265
1141608,34,2675,1218,440,2618,1.3,2218,1.9,272
1141609,35,2210,1260,496,2951,1.2,2565,2.1,363
1141610,34,3150,959,510,2468,1.2,1666,2,396
1141611,37,3000,1284,555,3345,1.1,2696,2.4,502
1141612,39,4000,1201,600,2678,1.1,2374,2.2,333
1141613,33,1517,1108,301,2091,1.2,1288,1.5,379
1141614,35,3014,1276,420,2840,1.2,2296,2.1,802
1141615,35,2817,1334,468,3070,1.2,2337,1.8,544
1141616,43,700,945,484,2535,1.1,2616,2.6,542
1141617,45,3067,1309,500,3078,1.2,2693,2.1,558
1141618,37,3150,1534,511,3277,1.1,2527,1.7,253
1141619,41,2349,1235,465,2519,1.1,2190,1.9,310
1141620,78,2139,685,390,1928,1.2,942,1.3,282
1141621,57,2500,357,88,1406,1.1,380,1.5,329
1141622,37,1608,1261,400,3067,1.1,1861,1.8,258
1141623,37,2800,1569,531,3250,1.1,2789,1.9,401
1141624,38,2800,1531,610,2896,1.1,2600,1.9,478
1141625,37,6600,1451,570,2805,1.1,2411,1.7,448
1141626,31,2022,1552,530,2899,1.3,2535,1.7,392
1141627,39,3177,1189,473,2819,1.2,2507,2.2,480
1141628,39,2784,1119,500,2250,1.2,1806,1.9,284
1141629,33,2500,1140,420,2559,1.3,1887,1.8,273
1141630,38,3000,1005,425,2200,1.2,1394,1.5,448
1141631,34,2284,1182,465,2592,1.2,1848,1.8,239
1141632,33,3467,1356,431,2905,1.2,2319,1.9,447
1141633,35,3375,1038,420,2483,1.3,1465,1.8,410
1141634,42,2800,1163,531,2083,1.1,1899,2,354
1141635,36,2889,1400,567,3132,1.1,2655,2.1,363
1141636,32,2700,1280,505,2816,1.1,2328,1.9,272
1141637,32,2529,1141,455,2404,1.2,1838,2.1,397
1141701,34,2500,1319,554,2809,1.2,2523,2.1,276
1141702,37,3600,1012,605,3416,1.2,2700,1.8,348
1141703,32,3200,1332,630,2827,1.3,2561,2,332
1141704,33,2167,1317,570,1976,1.4,2225,1.8,527
1141706,36,2500,1397,580,2650,1.3,2658,1.8,446
1141707,50,2150,1300,551,3021,1.2,2562,1.8,345
1141708,36,3325,1358,431,2736,1.2,2036,1.8,203
1141709,37,1975,1413,430,2905,1.3,2405,1.5,400
1141712,33,2383,1160,485,2694,1.2,1924,2.2,532
1141713,32,2197,1339,420,2457,1.4,1985,1.8,264
1141714,34,3017,1078,460,3131,1.2,1808,1.9,721
1141715,30,3000,1030,465,2684,1.2,2519,2.4,379
1141716,41,3000,1256,635,2843,1.1,2700,2.2,222
1141717,43,2708,1380,530,2884,1.1,2571,1.9,491
1141718,37,3800,1421,400,2708,1.2,1904,1.7,417
1141719,40,2865,1459,500,3353,1.1,2689,2.1,257
1141720,40,3250,1386,650,2857,1.2,2625,2,468
1141721,47,2060,1402,552,3100,1.2,2511,1.8,398
1141723,38,3033,1437,735,3015,1.2,2758,2,369
1141724,34,3015,992,330,2693,1.2,1889,2.2,787
1141725,40,2000,1096,531,2570,1.1,2214,1.9,620
1141726,33,3142,1384,490,2937,1.3,2374,1.7,262
1141728,37,3950,1419,540,3270,1.2,2603,1.7,400
1141801,43,2609,865,600,2125,1.1,1963,2.3,397
1141803,37,4333,942,700,2907,1.1,2652,3.3,336
1141804,42,3375,872,300,2851,1,2763,3.2,389
1141805,35,3050,872,430,2700,1.1,1941,3.2,506
1141806,41,3800,756,231,2598,1.1,2531,3.1,561
1141807,37,3793,906,440,2814,1.1,2625,3.2,344
1141808,36,3332,595,220,2426,1.1,2089,2.9,354
1141809,44,4117,893,475,2852,1,2703,3,399
1141810,41,4767,981,650,2687,1.1,2881,2.9,314
1141811,50,2300,852,1000,2799,1,2718,3.1,404
1141812,44,3467,876,577,2807,1,2689,2.9,375
1141813,36,4700,929,950,2912,1,2741,3.2,343
1141814,38,4000,759,268,2807,1,2647,2.9,528
1141815,38,3142,814,920,2714,1,2554,3.1,191
1141816,38,4333,818,200,2579,1.1,2424,3.2,0
1141817,36,5000,900,340,2910,1,2822,3.4,429
1141818,43,2000,857,1000,2723,1,2598,3,389
1141819,43,3300,877,1620,2954,1.1,2864,3.3,396
1141820,47,5200,1050,975,2676,1,2620,2.8,399
1141821,38,2000,776,555,2353,1.2,2181,2.9,337
1141822,38,3396,887,570,2705,1.1,2589,3,530
1141823,38,3402,948,580,2510,1.1,2387,2.8,466
1141824,34,2670,968,415,2144,1.2,1471,2.1,364
1141825,35,2600,802,400,1965,1.2,1458,2.4,278
1141826,36,2800,1040,520,2505,1.3,1874,2.1,436
1141827,37,3000,933,490,2552,1.2,1874,2.7,258
1141828,39,3467,833,530,2633,1.1,2062,2.5,400
1141829,43,2637,952,738,2510,1.1,2581,2.8,567
1141830,42,3500,978,570,2595,1.1,2133,2.6,411
1141831,34,2500,797,500,2285,1.2,1772,2.5,309
1141832,36,3467,771,525,2416,1.2,1937,2.7,461
1141833,38,2392,888,575,2083,1.2,1845,2.7,346
1141834,37,2700,770,480,1734,1.1,1307,2.1,395
1141835,39,2550,1022,500,3078,1.1,2562,2.5,623
1141836,42,2600,1072,1900,2928,1,2695,3.3,396
1141837,41,3000,753,1976,2807,1,2710,3.1,332
1141838,36,3987,1017,900,2855,1,2742,3.3,392
1141839,41,3700,929,400,2782,1,2708,3.2,676
1141840,40,2400,806,1100,2678,1,2640,3.1,878
1141841,42,3754,855,1175,2511,1.1,2629,3.2,338
1141901,45,3600,674,265,2463,1.1,663,1.8,540
1141902,37,2817,1266,478,2562,1.3,2187,2,432
1141903,36,3033,1080,385,2589,1.2,2211,2.8,505
1141904,38,3467,1087,800,2841,1.2,2714,2.7,223
1141905,49,3000,722,300,2675,1.1,971,2.1,509
1141906,37,3300,1220,460,3054,1.1,2633,2.4,450
1141907,32,2600,1104,675,2637,1.2,2507,2.2,566
1141908,36,4167,963,577,2208,1.2,1916,2.1,315
1141909,34,3000,1217,540,2733,1.3,2349,2.6,430
1141910,38,3150,1128,570,2670,1.1,2366,2.2,488
1141911,33,2500,1021,650,1916,1.1,1853,2.3,466
1141912,33,2438,1011,480,2531,1.2,1901,2.2,369
1141913,33,3100,1120,380,2481,1.4,2029,1.7,322
1141914,42,1650,1075,571,2609,1.1,2250,2.4,491
1141915,39,4000,1119,633,2963,1.1,2607,2.3,295
1141916,39,3358,1150,490,2703,1.1,2360,2.3,261
1141917,41,3029,1012,550,2340,1.1,1976,2.1,395
1141918,36,3250,803,400,2083,1.1,1426,2.3,587
1141919,35,3000,1333,575,3036,1.2,2737,2.7,409
1141920,36,2400,924,408,2531,1.1,2250,2.7,446
1141921,33,2600,1129,530,2451,1.2,2009,1.8,503
1141922,34,3033,1066,550,2485,1.3,2150,1.9,653
1141923,32,2167,1082,450,2236,1.3,1671,1.6,497
1141924,34,3000,1337,595,2836,1.2,2550,1.9,565
1141925,34,3867,1134,550,2636,1.4,2528,2,238
1141926,36,2773,1160,582,2687,1.2,2431,2.3,395
1141927,37,4333,1180,630,3016,1.1,2633,2.2,436
1141928,34,3134,1091,520,2553,1.2,2160,2.1,612
1141929,38,2730,1254,646,3033,1.1,2139,2.1,426
1141930,35,3100,1297,620,2607,1.1,2573,2.1,0
1141931,40,2748,1164,600,2736,1.1,2509,2.2,464
1141932,37,3900,1182,717,2700,1.2,2505,2.2,398
1141933,33,2600,1109,630,2634,1.2,1983,2.2,496
1141934,36,3400,1335,628,2947,1.2,2517,2,331
1141935,35,4200,1062,560,2714,1.2,2041,2.3,424
1141936,34,1950,1095,500,2715,1.3,1878,2,464
1141937,38,4500,1116,1000,3027,1.1,2886,2.7,0
1141938,36,3000,859,525,2583,1.1,2549,2.9,535
1141939,37,0,1125,700,1125,1,3125,3.5,439
1141940,35,3900,985,680,2772,1.2,2536,2.7,318
1141941,44,2600,958,598,2125,1.1,1791,2.1,508
1141942,25,0,2000,450,3750,1,3750,4,432
1141943,37,2200,883,430,2238,1.1,1923,2.4,390
1141944,41,2184,990,390,2625,1.1,2269,2.4,300
1141945,35,3000,981,460,2487,1.2,2079,2.7,762
1141946,34,2309,1116,610,2285,1.2,1555,1.8,455
1141947,36,1950,956,540,2367,1.2,1833,1.9,1033
1141948,33,2129,939,400,2359,1.3,1508,1.8,383
1142001,41,3033,730,675,2152,1.1,2059,2.8,392
1142002,50,3092,754,400,2062,1,1517,2.4,373
1142003,56,5000,1125,460,2050,1,1812,2,424
1142004,45,3033,828,630,2015,1.1,1562,2.6,414
1142005,53,3000,1037,650,2482,1.1,2270,2.3,374
1142006,58,4333,988,450,2150,1.1,1575,2.1,632
1142007,49,3839,982,700,2508,1,1990,2.4,424
1142008,51,2500,841,480,2024,1,1654,2.6,504
1142009,47,3357,827,615,2392,1.1,2511,2.9,456
1142010,49,1984,820,740,2514,1.1,2045,2.7,481
1142011,43,1900,631,500,2277,1.1,1841,3.1,503
1142012,44,2500,689,650,2218,1,2058,3,285
1142013,48,3193,771,770,2511,1.1,2200,2.7,315
1142014,39,1845,722,585,2191,1.1,2058,3.1,393
1142015,37,3033,692,575,2267,1.1,2166,3,244
1142016,44,3033,617,505,1916,1.1,1583,2.8,322
1142017,42,2817,662,450,1759,1.1,1716,3,522
1142020,41,2300,733,720,2016,1.1,1637,2.8,300
1142021,40,3304,758,350,2150,1.1,1678,2.9,339
1142022,49,2383,1147,643,2390,1,2305,2.6,390
1142023,38,3001,733,500,1815,1.1,1607,2.7,488
1142024,41,2800,762,300,2341,1,2042,2.9,0
1142025,41,3250,688,850,1982,1.1,1760,2.9,498
1142026,39,2909,655,525,1787,1.2,1515,2.9,391
1142027,44,3500,854,900,2863,1.1,2083,3.1,545
1142028,60,3033,602,475,1089,1.1,828,1.9,321
1142029,36,2184,759,455,2175,1.2,1512,2.4,282
1142030,38,3200,796,400,2552,1.1,2250,3.1,478
1142101,40,2817,918,380,1879,1.2,1706,2.8,565
1142102,39,2200,757,405,2509,1,2562,3.1,465
1142103,40,3509,665,500,2299,1.1,1613,3.1,367
1142104,40,2500,686,600,2159,1.1,2027,3,489
1142105,40,3125,721,330,2322,1,2102,3.1,464
1142106,39,3071,662,540,2037,1,1833,2.9,291
1142107,44,4333,650,735,2291,1,1750,2.9,517
1142108,49,3148,911,1200,2691,1.1,2557,2.6,490
1142109,46,2900,882,780,2510,1,2396,2.8,632
1142110,53,3467,916,50,2100,1.1,2042,2.6,473
1142111,48,3000,770,1000,2399,1,2194,2.8,493
1142112,50,3500,1092,695,2395,1.1,2516,2.6,512
1142113,43,2500,926,1325,2700,1,2525,2.9,349
1142114,42,3000,705,680,2181,1,2281,3.2,458
1142115,39,3500,665,366,2143,1,2104,3,262
1142116,36,2654,695,520,2229,1.1,2220,3,236
1142117,41,3625,728,400,1911,1.1,1633,3.2,323
1142118,41,4850,756,400,2296,1.1,2111,2.9,526
1142119,53,2400,716,525,1905,1.1,1357,2.2,332
1142120,73,2817,534,300,1264,1,739,1.7,407
1142121,51,2073,786,748,2484,1,2446,2.9,436
1142122,41,1875,751,350,2291,1.1,2147,3,460
1142123,74,2202,564,400,1385,1.1,865,1.8,431
1142201,38,2275,767,440,2029,1.1,1769,2.4,579
1142202,40,2600,782,455,2034,1.2,1740,2.1,466
1142203,52,3000,581,568,1575,1,1716,2.8,411
1142204,37,3467,726,480,2288,1,2125,3.2,578
1142205,46,3467,722,473,2136,1.1,2250,3.1,359
1142206,42,3759,760,648,2523,1,2200,2.6,582
1142207,45,3200,795,650,2405,1.1,2517,3,260
1142208,40,2392,837,800,1971,1,2222,2.9,461
1142209,50,2909,762,820,2643,1,2654,2.6,309
1142210,44,4333,905,681,2722,1.1,2615,2.9,285
1142211,43,3300,767,455,1987,1.1,2023,3.2,397
1142212,46,3310,565,220,1716,1.2,844,2,872
1142213,41,1600,890,500,1888,1.1,1892,2.5,384
1142214,34,2200,757,420,1611,1.2,1461,2.2,286
1142215,33,2062,803,360,1714,1.3,1325,2.3,857
1142216,43,3000,826,400,2285,1.1,1987,2.7,356
1142217,31,3033,755,380,1856,1.2,1318,2.3,536
1142218,41,3900,824,460,2218,1,2062,2.7,444
1142219,42,4600,660,750,1675,1,1750,3,313
1142220,41,3700,878,775,2411,1,2150,2.9,441
1142221,38,2760,722,320,2146,1.1,1481,2.5,524
1142222,39,3000,740,800,2062,1,1940,3,673
1142223,39,2559,775,410,2018,1.1,1346,2.1,477
1142224,50,3033,951,0,2527,1,2143,2.5,326
1142225,44,3900,931,1052,2616,1,2562,2.6,463
1142226,41,3250,858,570,2513,1.1,2190,2.8,467
1142227,39,2500,896,637,2176,1.1,2173,2.7,325
1142228,38,3000,807,290,2396,1.1,2274,2.9,374
1142229,37,4167,881,250,1949,1.1,2050,3.1,685
1142230,40,3000,824,800,2761,1,2606,3,378
1142231,39,3683,828,500,2548,1.1,2225,3.1,405
1142232,43,3009,638,465,1916,1,1750,3.1,338
1142233,45,3033,768,440,2117,1.1,1513,2.4,562
1142234,38,3050,881,385,2512,1.1,2250,3,278
1142301,36,2200,851,550,1732,1.2,1475,2.7,437
1142302,41,2600,633,551,1789,1.1,1196,2.6,517
1142303,37,3250,767,500,2275,1.1,1868,3,396
1142304,32,3000,852,850,2305,1.1,2457,3.1,0
1142305,36,3150,835,450,2083,1.1,1807,2.8,359
1142306,44,2900,722,600,2437,1.1,1666,2.7,530
1142307,43,2200,697,180,2343,1,2146,3,409
1142308,39,3000,680,630,2591,1.1,1571,3,532
1142309,37,2500,735,565,1750,1.1,1544,2.9,395
1142310,38,3000,748,700,2515,1.1,1416,2.5,434
1142311,42,3250,758,680,2104,1.1,1849,2.7,365
1142312,39,1950,694,0,1957,1.1,1750,3,282
1142313,42,2800,804,120,2363,1,2318,2.9,399
