sa1,ssc
1141564,11603
1141513,11603
1141523,11603
1141507,11603
1141528,11603
1141549,11603
1141536,11603
1141502,11603
1141504,11603
1141559,11603
1141547,11603
1141516,11603
1141546,11603
1141542,11603
1141543,11603
1141550,11603
1141533,11603
1141539,11603
1141556,11603
1141558,11603
1141554,11603
1141518,11603
1141557,11603
1141561,11603
1141510,11603
1141511,11603
1141531,11603
1141541,11603
1141520,11603
1141538,11603
1141568,11603
1141545,11603
1141560,11603
1141553,11603
1141534,11603
1141509,11603
1141532,11603
1141505,11603
1141566,11603
1141515,11603
1141527,11603
1141535,11603
1141540,11603
1141522,11603
1141526,11603
1141537,11603
1141519,11603
1141565,11603
1141506,11603
1141569,11603
1141548,11603
1141517,11603
1141503,11603
1141530,11603
1141529,11603
1141570,11603
1141508,11603
1141551,11603
1141501,11603
1141514,11603
1141521,11603
1141525,11603
1128718,11604
1128719,11604
1128704,11604
1128705,11604
1128702,11604
1128701,11604
1128717,11604
1128712,11604
1128710,11604
1128723,11604
1128726,11604
1128714,11604
1128713,11604
1128716,11604
1128707,11604
1128715,11604
1128711,11604
1128708,11604
1128703,11604
1128709,11604
1128706,11604
1102107,11605
1117010,11606
1118308,11607
1118310,11607
1143515,11608
1143507,11608
1143502,11608
1143523,11608
1143556,11608
1143549,11608
1143506,11608
1143542,11608
1143501,11608
1143521,11608
1143539,11608
1143518,11608
1143520,11608
1143524,11608
1143519,11608
1143533,11608
1143514,11608
1143505,11608
1143550,11608
1143534,11608
1143509,11608
1143540,11608
1143516,11608
1143517,11608
1143541,11608
1110614,11609
1126949,11610
1126930,11610
1126931,11610
1126925,11610
1126924,11610
1126921,11610
1126923,11610
1126928,11610
1126929,11610
1126927,11610
1125203,11611
1140344,11612
1140319,11612
1140342,11612
1140321,11612
1140341,11612
1140315,11612
1140318,11612
1140317,11612
1140335,11612
1140310,11612
1140336,11612
1140340,11612
1140305,11612
1140306,11612
1140337,11612
1140338,11612
1140320,11612
1140343,11612
1140316,11612
1140339,11612
1131736,11613
1131746,11613
1131713,11613
1131705,11613
1131738,11613
1131721,11613
1131722,11613
1131719,11613
1131718,11613
1131737,11613
1131717,11613
1131704,11613
1131712,11613
1131711,11613
1131734,11613
1131703,11613
1131743,11613
1131702,11613
1131729,11613
1131740,11613
1131731,11613
1131710,11613
1131730,11613
1131701,11613
1131741,11613
1131739,11613
1131742,11613
1131735,11613
1131744,11613
1131724,11613
1131745,11613
1131728,11613
1104306,11614
1103607,11614
1101112,11615
1117024,11616
1144811,11617
1144812,11617
1121010,11618
1121009,11618
1121015,11618
1121008,11618
1121006,11618
1121014,11618
1121007,11618
1114634,11619
1114625,11619
1114635,11619
1113408,11620
1113419,11620
1113431,11620
1140328,11621
1140348,11621
1140326,11621
1140322,11621
1140349,11621
1140347,11621
1140327,11621
1135729,11622
1135728,11622
1111310,11623
1114440,11624
1114404,11624
1114439,11624
1114441,11624
1114448,11625
1114411,11625
1114447,11625
1114438,11625
1151213,11626
1151203,11626
1151217,11626
1151204,11626
1151223,11626
1151218,11626
1151209,11626
1151215,11626
1151214,11626
1151206,11626
1151222,11626
1151219,11626
1151212,11626
1151221,11626
1151210,11626
1151220,11626
1151208,11626
1151205,11626
1151207,11626
1151237,11626
1151216,11626
1151201,11626
1106012,11627
1145047,11628
1145051,11628
1145033,11628
1145049,11628
1145050,11628
1145046,11628
1145034,11628
1145048,11628
1119307,11629
1114961,11630
1114958,11630
1114960,11630
1114959,11630
1111303,11631
1151803,11632
1151806,11632
1151804,11632
1144910,11633
1144909,11633
1144908,11633
1110917,11634
1110914,11635
1114323,11636
1114347,11636
1114346,11636
1114322,11636
1114350,11636
1114305,11636
1114345,11636
1114349,11636
1114344,11636
1114348,11636
1129907,11637
1108126,11638
1107216,11639
1107219,11639
1107221,11639
1107220,11639
1107202,11639
1107208,11639
1107223,11639
1107224,11639
1107201,11639
1107215,11639
1107218,11639
1107211,11639
1107203,11639
1107210,11639
1107209,11639
1107213,11639
1107214,11639
1107205,11639
1107217,11639
1107204,11639
1107212,11639
1110016,11640
1110020,11640
1110905,11641
1110906,11641
1146305,11642
1146319,11642
1146307,11642
1146306,11642
1146304,11642
1124701,11643
1109124,11644
1117531,11645
1107925,11646
1101113,11647
1124306,11648
1124314,11648
1124313,11648
1124312,11648
1124308,11648
1124311,11648
1124315,11648
1124309,11648
1124307,11648
1124321,11649
1124310,11649
1118118,11650
1118119,11650
1118101,11650
1118102,11650
1118107,11650
1118120,11650
1110610,11651
1110604,11651
1124510,11652
1127806,11653
1126210,11654
1119614,11655
1119615,11655
1125740,11656
1118321,11657
1109301,11658
1100621,11659
1100406,11660
1100407,11660
1100411,11660
1100410,11660
1100405,11660
1100408,11660
1100404,11660
1100604,11661
1112922,11662
1112921,11662
1125104,11663
1125121,11663
1125108,11663
1125110,11663
1125117,11663
1125115,11663
1125106,11663
1125116,11663
1125120,11663
1125119,11663
1125107,11663
1125123,11663
1125122,11663
1125118,11663
1125101,11663
1125103,11663
1125105,11663
1112710,11664
1112630,11665
1112611,11665
1112603,11665
1112628,11665
1112626,11665
1112631,11665
1112602,11665
1112634,11665
1112605,11665
1112627,11665
1112609,11665
1112633,11665
1112614,11665
1112625,11665
1112615,11665
1112618,11665
1112629,11665
1112612,11665
1112606,11665
1112623,11665
1112608,11665
1112613,11665
1112616,11665
1112617,11665
1112621,11665
1112635,11665
1112624,11665
1112607,11665
1112620,11665
1112619,11665
1112610,11665
1112622,11665
1112632,11665
1112604,11665
1112601,11665
1109805,11666
1125705,11667
1109002,11668
1109001,11668
1124301,11669
1124317,11669
1124318,11669
1127312,11670
1124527,11671
1100212,11672
1102723,11673
1115303,11674
1117032,11674
1115313,11674
1115819,11675
1115810,11675
1115817,11675
1115807,11675
1115812,11675
1115804,11675
1115805,11675
1115809,11675
1115816,11675
1115808,11675
1115801,11675
1115814,11675
1115813,11675
1115806,11675
1115802,11675
1115803,11675
1115818,11675
1115815,11675
1108604,11676
1108602,11676
1108605,11676
1108603,11676
1126408,11677
1100409,11678
1106019,11679
1106905,11680
1103513,11681
1103501,11681
1103515,11681
1103511,11681
1103506,11681
1103510,11681
1103504,11681
1104311,11681
1103507,11681
1103508,11681
1104310,11681
1103505,11681
1104308,11681
1103503,11681
1104309,11681
1103517,11681
1103512,11681
1103502,11681
1103509,11681
1103516,11681
1103514,11681
1143432,11682
1143431,11682
1143434,11682
1143433,11682
1143435,11682
1143423,11682
1143422,11682
1143420,11682
1143419,11682
1143437,11682
1143436,11682
1143430,11682
1143535,11683
1143529,11683
1143551,11683
1143553,11683
1143525,11683
1143555,11683
1143528,11683
1143537,11683
1143527,11683
1143545,11683
1143526,11683
1143538,11683
1143544,11683
1143536,11683
1143552,11683
1143522,11683
1140101,11684
1140115,11684
1140113,11684
1140103,11684
1140102,11684
1140118,11684
1140112,11684
1140122,11684
1140104,11684
1140114,11684
1140111,11684
1102703,11685
1102728,11685
1102702,11685
1102713,11685
1102729,11685
1102714,11685
1102704,11685
1102705,11685
1143121,11686
1143104,11686
1143136,11686
1143101,11686
1143152,11686
1143112,11686
1143153,11686
1143151,11686
1143116,11686
1143150,11686
1143119,11686
1143102,11686
1143156,11686
1143120,11686
1143135,11686
1143105,11686
1143103,11686
1119711,11687
1119709,11687
1119805,11687
1119712,11687
1119806,11687
1119701,11687
1119705,11687
1119708,11687
1119715,11687
1119704,11687
1119702,11687
1119713,11687
1119707,11687
1119716,11687
1119710,11687
1119714,11687
1119722,11687
1119703,11687
1119721,11687
1119719,11687
1119720,11687
1119706,11687
1119717,11687
1119718,11687
1126617,11688
1125919,11689
1125921,11689
1125911,11689
1125907,11689
1125903,11689
1125904,11689
1125920,11689
1125905,11689
1125916,11689
1125902,11689
1125918,11689
1125901,11689
1125914,11689
1125906,11689
1125912,11689
1125913,11689
1125917,11689
1128228,11690
1128229,11690
1128227,11690
1142412,11691
1142417,11691
1142405,11691
1142430,11691
1142416,11691
1142425,11691
1142427,11691
1142429,11691
1142431,11691
1142432,11691
1142426,11691
1142413,11691
1142433,11691
1142428,11691
1142424,11691
1142414,11691
1142415,11691
1110513,11692
1110514,11692
1110511,11692
1110509,11692
1110508,11692
1110501,11692
1110515,11692
1110512,11692
1110510,11692
1110506,11692
1110505,11692
1110507,11692
1137014,11693
1137012,11693
1137016,11693
1136712,11693
1137018,11693
1137013,11693
1136711,11693
1137020,11693
1137019,11693
1137030,11693
1137015,11693
1107927,11694
1123809,11695
1111125,11696
1102411,11697
1130208,11698
1112128,11699
1112153,11699
1112115,11699
1112148,11699
1112117,11699
1112147,11699
1112131,11699
1112116,11699
1112129,11699
1112132,11699
1112154,11699
1112149,11699
1112126,11699
1112127,11699
1112314,11700
1120334,11701
1120330,11701
1125721,11702
1115105,11703
1100710,11704
1102201,11705
1102008,11706
1110611,11707
1141630,11708
1141634,11708
1141627,11708
1141628,11708
1141604,11708
1141617,11708
1141614,11708
1141632,11708
1141605,11708
1141636,11708
1141606,11708
1141610,11708
1141603,11708
1141629,11708
1141637,11708
1141615,11708
1141633,11708
1141631,11708
1141609,11708
1141602,11708
1109502,11709
1107618,11710
1128722,11711
1128721,11711
1123908,11712
1123921,11712
1124111,11713
1122509,11714
1122503,11714
1122507,11714
1122538,11714
1122532,11714
1122541,11714
1122531,11714
1122535,11714
1122540,11714
1122515,11714
1122543,11714
1122506,11714
1122502,11714
1122504,11714
1122513,11714
1122542,11714
1122530,11714
1122514,11714
1122505,11714
1122410,11714
1122529,11714
1122511,11714
1122528,11714
1122539,11714
1122510,11714
1122508,11714
1122512,11714
1120942,11715
1120945,11715
1120956,11715
1120946,11715
1122534,11715
1107620,11716
1122906,11717
1122903,11717
1122905,11717
1122904,11717
1122907,11717
1122908,11718
1122913,11718
1122912,11718
1122407,11719
1122915,11719
1122914,11719
1115906,11720
1147319,11721
1147303,11721
1147309,11721
1147304,11721
1147305,11721
1147313,11721
1147324,11721
1147310,11721
1147318,11721
1147320,11721
1147302,11721
1147308,11721
1147311,11721
1142226,11722
1142221,11722
1142217,11722
1142222,11722
1142234,11722
1142230,11722
1142233,11722
1142223,11722
1142228,11722
1142225,11722
1142213,11722
1142214,11722
1142211,11722
1142212,11722
1142215,11722
1142227,11722
1142231,11722
1142202,11722
1142232,11722
1142229,11722
1142201,11722
1142216,11722
1142224,11722
1123724,11723
1133236,11724
1133243,11724
1133229,11724
1133233,11724
1133252,11724
1133224,11724
1133227,11724
1133250,11724
1133220,11724
1133244,11724
1133214,11724
1133219,11724
1133248,11724
1133223,11724
1133221,11724
1133222,11724
1133249,11724
1133235,11724
1133234,11724
1133206,11724
1133207,11724
1133218,11724
1133208,11724
1133217,11724
1133216,11724
1133245,11724
1133251,11724
1133247,11724
1133232,11724
1133230,11724
1133228,11724
1133246,11724
1133215,11724
1133213,11724
1103619,11725
1103606,11725
1103603,11725
1103611,11725
1103613,11725
1103612,11725
1103610,11725
1118909,11726
1124929,11727
1124934,11727
1124930,11727
1124933,11727
1101503,11728
1125217,11729
1105413,11730
1105415,11730
1105414,11730
1105412,11730
1105411,11731
1105423,11731
1105410,11731
1105409,11731
1105407,11731
1105408,11731
1121203,11732
1121227,11732
1140641,11733
1140621,11733
1140646,11733
1140647,11733
1140601,11733
1140648,11733
1140622,11733
1140605,11733
1140628,11733
1140642,11733
1140603,11733
1140604,11733
1140612,11733
1117305,11734
1117307,11734
1117319,11734
1117313,11734
1117314,11734
1117303,11734
1117306,11734
1117304,11734
1117311,11734
1117326,11734
1117318,11734
1117312,11734
1117309,11734
1117310,11734
1117308,11734
1112413,11735
1103901,11736
1103908,11736
1103927,11736
1103926,11736
1143023,11737
1143005,11737
1143006,11737
1143026,11737
1143031,11737
1143033,11737
1143007,11737
1143032,11737
1143030,11737
1101717,11738
1101711,11738
1108513,11739
1108519,11739
1108512,11739
1108503,11739
1108502,11739
1134026,11740
1134045,11740
1134030,11740
1134042,11740
1134019,11740
1134021,11740
1134038,11740
1134040,11740
1134036,11740
1134041,11740
1134029,11740
1134046,11740
1134037,11740
1134044,11740
1134033,11740
1134032,11740
1134028,11740
1134020,11740
1134039,11740
1134027,11740
1134018,11740
1134043,11740
1116226,11741
1124402,11742
1124409,11742
1142652,11743
1142650,11743
1142616,11743
1142648,11743
1142613,11743
1142651,11743
1142649,11743
1142615,11743
1142647,11743
1108713,11744
1149543,11745
1149546,11745
1149540,11745
1149544,11745
1149542,11745
1149541,11745
1149539,11745
1149538,11745
1149527,11745
1149545,11745
1149556,11745
1103204,11746
1103214,11746
1103215,11746
1103205,11746
1103218,11746
1103235,11746
1103216,11746
1103227,11746
1103217,11746
1116225,11747
1116241,11747
1116224,11747
1116208,11747
1116242,11747
1123403,11748
1123405,11748
1123402,11748
1123124,11748
1123416,11748
1123427,11748
1124839,11749
1124833,11749
1124838,11749
1115704,11750
1115702,11750
1142939,11751
1142937,11751
1142903,11751
1142940,11751
1142938,11751
1142922,11751
1142941,11751
1102726,11752
1102727,11752
1142332,11753
1142323,11753
1142336,11753
1142304,11753
1142331,11753
1142324,11753
1142335,11753
1142326,11753
1142314,11753
1142315,11753
1142330,11753
1142305,11753
1142303,11753
1127729,11754
1127716,11754
1127727,11754
1127715,11754
1127739,11754
1127737,11754
1127735,11754
1127740,11754
1127726,11754
1127714,11754
1127717,11754
1127718,11754
1127738,11754
1127736,11754
1127728,11754
1148906,11755
1148904,11755
1148902,11755
1148920,11755
1148915,11755
1148927,11755
1148907,11755
1148901,11755
1148905,11755
1148926,11755
1148918,11755
1148925,11755
1148933,11755
1148919,11755
1148914,11755
1148950,11755
1148928,11755
1148916,11755
1148911,11755
1148909,11755
1148903,11755
1148924,11755
1148931,11755
1148935,11755
1148934,11755
1148929,11755
1148910,11755
1148949,11755
1148917,11755
1148908,11755
1148930,11755
1146625,11756
1146602,11756
1146616,11756
1146629,11756
1146615,11756
1146627,11756
1146622,11756
1146628,11756
1146630,11756
1146626,11756
1146617,11756
1149002,11757
1149011,11757
1149014,11757
1149012,11757
1149006,11757
1149001,11757
1149017,11757
1149016,11757
1149004,11757
1149009,11757
1149007,11757
1149010,11757
1149005,11757
1149003,11757
1149018,11757
1149015,11757
1149013,11757
1149008,11757
1110711,11758
1110714,11758
1150102,11759
1150132,11759
1150122,11759
1150119,11759
1150131,11759
1150103,11759
1150104,11759
1150130,11759
1150106,11759
1150117,11759
1150127,11759
1150111,11759
1150125,11759
1150114,11759
1150101,11759
1150110,11759
1150244,11759
1150112,11759
1150113,11759
1150115,11759
1150120,11759
1150109,11759
1150105,11759
1150126,11759
1150121,11759
1150118,11759
1150108,11759
1150116,11759
1116501,11760
1147145,11761
1147134,11761
1147130,11761
1147137,11761
1147131,11761
1147144,11761
1147138,11761
1147143,11761
1147133,11761
1147132,11761
1119612,11762
1138412,11763
1138410,11763
1138424,11763
1138432,11763
1138427,11763
1138403,11763
1138409,11763
1138408,11763
1138404,11763
1138401,11763
1138411,11763
1141619,11764
1141705,11764
1141702,11764
1141712,11764
1141713,11764
1141711,11764
1141703,11764
1141613,11764
1141620,11764
1141704,11764
1141727,11764
1141726,11764
1141701,11764
1141715,11764
1141607,11764
1141725,11764
1141724,11764
1141612,11764
1120305,11765
1120308,11765
1120302,11765
1120310,11765
1120301,11765
1120307,11765
1120306,11765
1120309,11765
1120303,11765
1120304,11765
1120329,11765
1125512,11766
1141119,11767
1141113,11767
1141114,11767
1141115,11767
1141109,11767
1141120,11767
1141112,11767
1141110,11767
1141116,11767
1141111,11767
1141117,11767
1126810,11768
1126809,11768
1141227,11769
1141239,11769
1141237,11769
1141236,11769
1141226,11769
1140245,11770
1140244,11770
1140246,11770
1140242,11770
1140241,11770
1140247,11770
1140248,11770
1140243,11770
1114947,11771
1114941,11771
1114940,11771
1114938,11771
1114946,11771
1114418,11771
1110602,11772
1140232,11773
1140215,11773
1140255,11773
1140213,11773
1140211,11773
1140230,11773
1140257,11773
1140235,11773
1140256,11773
1140254,11773
1140212,11773
1140231,11773
1140214,11773
1140216,11773
1140229,11773
1140210,11773
1149132,11774
1149308,11774
1149119,11774
1149123,11774
1149134,11774
1149326,11774
1149124,11774
1149133,11774
1149128,11774
1149126,11774
1149101,11774
1149135,11774
1149125,11774
1149130,11774
1149334,11774
1149328,11774
1149122,11774
1149127,11774
1149102,11774
1149129,11774
1149318,11774
1149131,11774
1149114,11774
1140026,11775
1140025,11775
1118910,11776
1127810,11777
1127808,11777
1127836,11777
1127811,11777
1127838,11777
1127831,11777
1127842,11777
1127840,11777
1127830,11777
1127834,11777
1127809,11777
1127821,11777
1127803,11777
1127833,11777
1127818,11777
1127813,11777
1127812,11777
1127835,11777
1127816,11777
1127819,11777
1127841,11777
1127837,11777
1127817,11777
1127815,11777
1127805,11778
1127807,11778
1127825,11778
1127839,11778
1110805,11779
1119211,11780
1102026,11781
1101506,11782
1124944,11783
1125229,11784
1125228,11784
1120537,11785
1120536,11785
1102010,11786
1126010,11787
1108106,11788
1109510,11789
1109504,11789
1109508,11789
1109509,11789
1109503,11789
1109501,11789
1106017,11790
1106016,11790
1114224,11791
1114220,11791
1114208,11791
1114216,11791
1114201,11791
1114222,11791
1114211,11791
1114225,11791
1114219,11791
1114209,11791
1114214,11791
1114221,11791
1114223,11791
1114226,11791
1114217,11791
1114218,11791
1144822,11792
1144819,11792
1144818,11792
1144821,11792
1144820,11792
1111703,11793
1131538,11794
1131542,11794
1131537,11794
1131509,11794
1131508,11794
1131539,11794
1131510,11794
1131520,11794
1131521,11794
1131514,11794
1131515,11794
1131513,11794
1131512,11794
1131534,11794
1131543,11794
1131541,11794
1118112,11795
1130122,11796
1130121,11796
1130119,11796
1130111,11796
1130120,11796
1107013,11797
1147836,11798
1147802,11798
1147835,11798
1147815,11798
1147804,11798
1147822,11798
1147814,11798
1147811,11798
1147816,11798
1147810,11798
1147803,11798
1147812,11798
1147813,11798
1147821,11798
1137111,11799
1137128,11799
1137112,11799
1136945,11799
1137105,11799
1137125,11799
1136902,11799
1136917,11799
1137127,11799
1136904,11799
1136950,11799
1136918,11799
1137113,11799
1137126,11799
1137104,11799
1137110,11799
1136946,11799
1136915,11799
1137102,11799
1137106,11799
1137103,11799
1137114,11799
1136901,11799
1136916,11799
1136914,11799
1106111,11800
1106116,11800
1106112,11800
1106102,11800
1106108,11800
1106101,11800
1106113,11800
1106109,11800
1106103,11800
1106114,11800
1106110,11800
1110303,11801
1123910,11802
1123917,11802
1123912,11802
1123915,11802
1123914,11802
1123919,11802
1123902,11802
1123918,11802
1123920,11802
1123923,11802
1123925,11802
1123909,11802
1123924,11802
1123922,11802
1116827,11803
1116816,11803
1116806,11803
1116805,11803
1116818,11803
1116823,11803
1116807,11803
1116819,11803
1116820,11803
1116817,11803
1116808,11803
1116826,11803
1124507,11804
1127936,11805
1127937,11805
1124723,11806
1148013,11807
1148007,11807
1148015,11807
1148008,11807
1148009,11807
1126514,11808
1149315,11809
1149321,11809
1149301,11809
1149320,11809
1149302,11809
1149322,11809
1111908,11810
1111918,11810
1106216,11811
1107923,11812
1150602,11813
1107839,11814
1107732,11814
1107711,11814
1107723,11814
1107724,11814
1107748,11814
1107739,11814
1107714,11814
1107928,11814
1107735,11814
1107816,11814
1107747,11814
1107728,11814
1107733,11814
1107836,11814
1107834,11814
1107824,11814
1107708,11814
1107804,11814
1107808,11814
1107835,11814
1107801,11814
1107752,11814
1107743,11814
1107807,11814
1107720,11814
1107817,11814
1107745,11814
1107814,11814
1107716,11814
1107718,11814
1107731,11814
1107812,11814
1107813,11814
1107719,11814
1107741,11814
1107707,11814
1107713,11814
1107701,11814
1107742,11814
1107820,11814
1107721,11814
1107709,11814
1107829,11814
1107749,11814
1107833,11814
1107818,11814
1107823,11814
1107740,11814
1107738,11814
1107715,11814
1107746,11814
1107826,11814
1107722,11814
1107703,11814
1107832,11814
1107828,11814
1107734,11814
1107727,11814
1107838,11814
1107802,11814
1107710,11814
1107702,11814
1107706,11814
1107717,11814
1107753,11814
1107751,11814
1107712,11814
1107815,11814
1107750,11814
1107822,11814
1107737,11814
1107729,11814
1107821,11814
1107819,11814
1107726,11814
1107803,11814
1107837,11814
1107704,11814
1107725,11814
1107830,11814
1107705,11814
1107806,11814
1107730,11814
1107811,11814
1107827,11814
1107744,11814
1107736,11814
1107825,11814
1107754,11814
1107805,11814
1144810,11815
1144809,11815
1144804,11815
1146317,11816
1146314,11816
1146312,11816
1146315,11816
1146316,11816
1146313,11816
1127402,11817
1127401,11817
1127413,11817
1112315,11818
1114706,11819
1127122,11820
1105107,11821
1105106,11821
1105112,11821
1105115,11821
1105110,11821
1105109,11821
1105101,11821
1105111,11821
1105103,11821
1105102,11821
1105116,11821
1105113,11821
1105114,11821
1105105,11821
1142503,11822
1142822,11822
1116804,11823
1147149,11824
1147148,11824
1147147,11824
1147155,11824
1147156,11824
1120324,11825
1120335,11825
1120326,11825
1120336,11825
1120328,11825
1120325,11825
1120323,11825
1153606,11826
1153622,11826
1153620,11826
1153631,11826
1153624,11826
1153633,11826
1153625,11826
1153626,11826
1153634,11826
1153623,11826
1153621,11826
1134516,11827
1134536,11827
1134527,11827
1134519,11827
1134533,11827
1134534,11827
1134513,11827
1134507,11827
1134535,11827
1134512,11827
1134520,11827
1134528,11827
1134504,11827
1134522,11827
1134530,11827
1134510,11827
1134511,11827
1134531,11827
1134506,11827
1134518,11827
1134502,11827
1134505,11827
1134529,11827
1134508,11827
1134503,11827
1134509,11827
1134521,11827
1134517,11827
1134501,11827
1128919,11828
1135811,11829
1135810,11829
1135819,11829
1135812,11829
1135808,11829
1135842,11829
1135838,11829
1135834,11829
1135801,11829
1135804,11829
1135832,11829
1135822,11829
1135814,11829
1135308,11829
1135821,11829
1136014,11829
1135805,11829
1135803,11829
1135839,11829
1135823,11829
1135346,11829
1135806,11829
1135820,11829
1135817,11829
1135831,11829
1135809,11829
1135833,11829
1135807,11829
1135813,11829
1135824,11829
1135816,11829
1135802,11829
1135815,11829
1135818,11829
1135827,11830
1135826,11830
1135825,11830
1135828,11830
1135830,11830
1135840,11830
1135836,11830
1135829,11830
1135841,11830
1135837,11830
1135835,11830
1132324,11831
1132317,11831
1132303,11831
1132304,11831
1132316,11831
1132305,11831
1132318,11831
1132301,11831
1132329,11831
1132315,11831
1132302,11831
1119613,11832
1119601,11832
1142004,11833
1142018,11833
1142002,11833
1142005,11833
1142006,11833
1108240,11834
1102516,11835
1102514,11835
1102515,11835
1102517,11836
1102522,11836
1102501,11836
1116909,11837
1135935,11838
1135954,11838
1135916,11838
1135934,11838
1135957,11838
1135931,11838
1135902,11838
1135956,11838
1135932,11838
1135950,11838
1135948,11838
1135959,11838
1135958,11838
1135955,11838
1135917,11838
1135915,11838
1135919,11838
1135910,11838
1135914,11838
1135953,11838
1135918,11838
1135920,11838
1135901,11838
1135947,11838
1135949,11838
1135908,11838
1135933,11838
1106717,11839
1106720,11839
1106721,11839
1106722,11839
1106714,11839
1106708,11839
1106727,11839
1106719,11839
1106725,11839
1106713,11839
1106707,11839
1106710,11839
1106705,11839
1106729,11839
1106715,11839
1106716,11839
1106728,11839
1106718,11839
1106726,11839
1106723,11839
1106711,11839
1106724,11839
1106811,11839
1106706,11839
1106704,11839
1106703,11839
1106702,11839
1106701,11839
1106709,11839
1106712,11839
1100228,11840
1131005,11841
1131025,11841
1131024,11841
1131004,11841
1131023,11841
1112910,11842
1128105,11843
1148922,11844
1148937,11844
1149247,11844
1149248,11844
1149250,11844
1149207,11844
1149237,11844
1149231,11844
1148938,11844
1148948,11844
1148946,11844
1149249,11844
1149245,11844
1149209,11844
1147702,11844
1148936,11844
1148932,11844
1149232,11844
1148945,11844
1148942,11844
1148939,11844
1148947,11844
1147721,11844
1148944,11844
1149208,11844
1149235,11844
1149236,11844
1149251,11844
1148941,11844
1149202,11844
1148913,11844
1149215,11844
1149203,11844
1149230,11844
1148923,11844
1149204,11844
1148940,11844
1148921,11844
1149201,11844
1148943,11844
1149246,11844
1149205,11844
1149228,11844
1149229,11844
1149206,11844
1148912,11844
1120118,11845
1111011,11846
1111023,11846
1104015,11847
1104008,11847
1110910,11848
1110909,11848
1106802,11849
1106803,11849
1106809,11849
1106804,11849
1137204,11850
1137220,11850
1137221,11850
1137203,11850
1137222,11850
1137240,11850
1137219,11850
1137241,11850
1137235,11850
1137210,11850
1137214,11850
1137245,11850
1137227,11850
1137213,11850
1137212,11850
1137223,11850
1137218,11850
1137238,11850
1137239,11850
1137021,11850
1137211,11850
1137215,11850
1137216,11850
1137217,11850
1137224,11850
1137234,11851
1137233,11851
1137242,11851
1137232,11851
1137226,11851
1137225,11851
1137243,11851
1104016,11852
1103004,11853
1106006,11854
1111137,11855
1111114,11855
1111115,11855
1120704,11856
1120713,11856
1120711,11856
1116508,11857
1148202,11858
1148204,11858
1148256,11858
1148203,11858
1148201,11858
1148834,11859
1148843,11859
1148851,11859
1148829,11859
1149310,11859
1148862,11859
1148852,11859
1148848,11859
1149311,11859
1148849,11859
1149319,11859
1148828,11859
1148833,11859
1148850,11859
1148835,11859
1149309,11859
1148861,11859
1149606,11860
1149601,11860
1149617,11860
1149602,11860
1149604,11860
1149649,11860
1149607,11860
1149642,11860
1149611,11860
1149603,11860
1149641,11860
1149644,11860
1149648,11860
1149605,11860
1149625,11860
1149626,11860
1149613,11860
1149609,11860
1149612,11860
1149645,11860
1149618,11860
1149650,11860
1146430,11861
1146418,11861
1146411,11861
1146410,11861
1146414,11861
1146425,11861
1146404,11861
1146402,11861
1146431,11861
1146412,11861
1146407,11861
1146420,11861
1146429,11861
1146405,11861
1146424,11861
1146417,11861
1146415,11861
1146427,11861
1146416,11861
1146421,11861
1146409,11861
1146413,11861
1146432,11861
1146422,11861
1146403,11861
1146428,11861
1146423,11861
1146426,11861
1146408,11861
1146419,11861
1146433,11861
1146401,11861
1146406,11861
1128918,11862
1113107,11863
1113141,11863
1113135,11863
1113143,11863
1136925,11864
1137117,11864
1137121,11864
1136937,11864
1136933,11864
1137120,11864
1137118,11864
1137131,11864
1136932,11864
1136939,11864
1136931,11864
1136936,11864
1137123,11864
1136938,11864
1136927,11864
1136926,11864
1136928,11864
1137116,11864
1136924,11864
1136940,11864
1136935,11864
1136930,11864
1137122,11864
1136929,11864
1136934,11864
1137119,11864
1106009,11865
1106004,11865
1132719,11866
1132717,11866
1132703,11866
1132728,11866
1132704,11866
1132708,11866
1132729,11866
1132721,11866
1132705,11866
1132706,11866
1132718,11866
1132709,11866
1132720,11866
1132707,11866
1132702,11866
1132701,11866
1132734,11866
1132722,11866
1132723,11866
1144505,11867
1144507,11867
1104210,11868
1135033,11869
1135034,11869
1120539,11870
1120005,11871
1107411,11872
1103407,11873
1135927,11874
1135925,11874
1135929,11874
1135928,11874
1135951,11874
1135930,11874
1135912,11874
1135923,11874
1135909,11874
1135921,11874
1135924,11874
1135926,11874
1135911,11874
1135922,11874
1144724,11875
1144715,11875
1144742,11875
1144733,11875
1144736,11875
1144701,11875
1144717,11875
1144738,11875
1144739,11875
1144737,11875
1144741,11875
1144740,11875
1144716,11875
1125419,11876
1108144,11877
1123712,11878
1112412,11879
1120119,11880
1121220,11881
1111564,11882
1130117,11883
1130116,11883
1130115,11883
1130118,11883
1127109,11884
1152436,11885
1131507,11886
1131528,11886
1131527,11886
1131505,11886
1131545,11886
1131503,11886
1131501,11886
1131504,11886
1131525,11886
1131546,11886
1131511,11886
1131535,11886
1131544,11886
1131536,11886
1131502,11886
1131523,11886
1131506,11886
1131522,11886
1131524,11886
1131526,11886
1103707,11887
1103705,11887
1103711,11887
1103706,11887
1103703,11887
1103704,11887
1103713,11887
1103701,11887
1103242,11888
1103243,11888
1103241,11888
1103238,11888
1134354,11889
1134349,11889
1134348,11889
1105212,11890
1110705,11891
1110707,11891
1101417,11892
1117902,11893
