SA1_MAINCODE_2011,SA1_7DIGITCODE_2011,,,,,
10901117226,1117226,,,,,
10901117227,1117227,,,,,
10901117228,1117228,,,,,
10901117229,1117229,,,,,
10901117230,1117230,,,,,
10901117301,1117301,,,,,
10901117302,1117302,,,,,
10901117303,1117303,,,,,
10901117304,1117304,,,,,
10901117305,1117305,,,,,
10901117306,1117306,,,,,
10901117307,1117307,,,,,
10901117308,1117308,,,,,
10901117309,1117309,,,,,
10901117310,1117310,,,,,
10901117311,1117311,,,,,
10901117312,1117312,,,,,
10901117313,1117313,,,,,
10901117314,1117314,,,,,
10901117315,1117315,,,,,
10901117316,1117316,,,,,
10901117317,1117317,,,,,
10901117318,1117318,,,,,
10901117319,1117319,,,,,
10901117320,1117320,,,,,
10901117321,1117321,,,,,
10901117322,1117322,,,,,
10901117323,1117323,,,,,
10901117324,1117324,,,,,
10901117325,1117325,,,,,
10901117326,1117326,,,,,
10901117401,1117401,,,,,
10901117402,1117402,,,,,
10901117403,1117403,,,,,
10901117404,1117404,,,,,
10901117405,1117405,,,,,
10901117406,1117406,,,,,
10901117407,1117407,,,,,
10901117408,1117408,,,,,
10901117409,1117409,,,,,
10901117410,1117410,,,,,
10901117411,1117411,,,,,
10901117412,1117412,,,,,
10901117413,1117413,,,,,
10901117414,1117414,,,,,
10901117415,1117415,,,,,
10901117416,1117416,,,,,
10901117417,1117417,,,,,
10901117418,1117418,,,,,
10901117419,1117419,,,,,
10901117420,1117420,,,,,
10901117421,1117421,,,,,
10901117422,1117422,,,,,
10901117423,1117423,,,,,
10901117424,1117424,,,,,
10901117425,1117425,,,,,
10901117426,1117426,,,,,
10901117427,1117427,,,,,
10901117428,1117428,,,,,
10901117429,1117429,,,,,
10901117501,1117501,,,,,
10901117502,1117502,,,,,
10901117503,1117503,,,,,
10901117504,1117504,,,,,
10901117505,1117505,,,,,
10901117506,1117506,,,,,
10901117507,1117507,,,,,
10901117508,1117508,,,,,
10901117509,1117509,,,,,
10901117510,1117510,,,,,
10901117511,1117511,,,,,
10901117512,1117512,,,,,
10901117513,1117513,,,,,
10901117514,1117514,,,,,
10901117515,1117515,,,,,
10901117516,1117516,,,,,
10901117517,1117517,,,,,
10901117518,1117518,,,,,
10901117519,1117519,,,,,
10901117520,1117520,,,,,
10901117520,1117520,,,,,
10901117521,1117521,,,,,
10901117522,1117522,,,,,
10901117523,1117523,,,,,
10901117524,1117524,,,,,
10901117525,1117525,,,,,
10901117526,1117526,,,,,
10901117527,1117527,,,,,
10901117528,1117528,,,,,
10901117529,1117529,,,,,
10901117530,1117530,,,,,
10901117531,1117531,,,,,
10901117532,1117532,,,,,
10901117533,1117533,,,,,
10901117534,1117534,,,,,
10901117601,1117601,,,,,
10901117602,1117602,,,,,
10901117603,1117603,,,,,
10901117604,1117604,,,,,
10901117605,1117605,,,,,
10901117606,1117606,,,,,
10901117607,1117607,,,,,
10901117608,1117608,,,,,
10901117609,1117609,,,,,
10901117610,1117610,,,,,
10901117611,1117611,,,,,
10901117612,1117612,,,,,
10901117613,1117613,,,,,
10901117614,1117614,,,,,
10901117615,1117615,,,,,
10901117616,1117616,,,,,
10901117617,1117617,,,,,
10901117618,1117618,,,,,
10901117619,1117619,,,,,
10901117620,1117620,,,,,
10901117621,1117621,,,,,
10901117622,1117622,,,,,
10901117623,1117623,,,,,
10901117624,1117624,,,,,
10901117625,1117625,,,,,
10901117626,1117626,,,,,
10901117627,1117627,,,,,
10901117628,1117628,,,,,
10901117629,1117629,,,,,
10901117630,1117630,,,,,
10901117631,1117631,,,,,
10901117632,1117632,,,,,
10901117633,1117633,,,,,
10901117634,1117634,,,,,
10901117635,1117635,,,,,
10901117636,1117636,,,,,
10902117701,1117701,,,,,
10902117702,1117702,,,,,
10902117703,1117703,,,,,
10902117704,1117704,,,,,
10902117705,1117705,,,,,
10902117706,1117706,,,,,
10902117707,1117707,,,,,
10902117708,1117708,,,,,
10902117709,1117709,,,,,
10902117710,1117710,,,,,
10902117711,1117711,,,,,
10902117712,1117712,,,,,
10902117801,1117801,,,,,
10902117802,1117802,,,,,
10902117803,1117803,,,,,
10902117804,1117804,,,,,
10902117805,1117805,,,,,
10902117806,1117806,,,,,
10902117807,1117807,,,,,
10902117808,1117808,,,,,
10902117809,1117809,,,,,
10902117810,1117810,,,,,
10902117811,1117811,,,,,
10902117812,1117812,,,,,
10902117813,1117813,,,,,
10902117814,1117814,,,,,
10902117815,1117815,,,,,
10902117816,1117816,,,,,
10902117817,1117817,,,,,
10902117818,1117818,,,,,
10902117819,1117819,,,,,
10902117820,1117820,,,,,
10902117821,1117821,,,,,
10902117822,1117822,,,,,
10902117901,1117901,,,,,
10902117902,1117902,,,,,
10902117903,1117903,,,,,
10902117904,1117904,,,,,
10902117905,1117905,,,,,
10902117906,1117906,,,,,
10902117907,1117907,,,,,
10902117907,1117907,,,,,
10902117908,1117908,,,,,
10902117909,1117909,,,,,
10902117910,1117910,,,,,
10902117911,1117911,,,,,
10903118001,1118001,,,,,
10903118002,1118002,,,,,
10903118003,1118003,,,,,
10903118004,1118004,,,,,
10903118005,1118005,,,,,
10903118006,1118006,,,,,
10903118007,1118007,,,,,
10903118008,1118008,,,,,
10903118009,1118009,,,,,
10903118010,1118010,,,,,
10903118011,1118011,,,,,
10903118012,1118012,,,,,
10903118013,1118013,,,,,
10903118014,1118014,,,,,
10903118015,1118015,,,,,
10903118016,1118016,,,,,
10903118017,1118017,,,,,
10903118018,1118018,,,,,
10903118019,1118019,,,,,
10903118020,1118020,,,,,
10903118021,1118021,,,,,
10903118101,1118101,,,,,
10903118102,1118102,,,,,
10903118103,1118103,,,,,
10903118104,1118104,,,,,
10903118105,1118105,,,,,
10903118106,1118106,,,,,
10903118107,1118107,,,,,
10903118108,1118108,,,,,
10903118109,1118109,,,,,
10903118110,1118110,,,,,
10903118111,1118111,,,,,
10903118111,1118111,,,,,
10903118112,1118112,,,,,
10903118113,1118113,,,,,
10903118114,1118114,,,,,
10903118115,1118115,,,,,
10903118116,1118116,,,,,
10903118117,1118117,,,,,
10903118118,1118118,,,,,
10903118119,1118119,,,,,
10903118120,1118120,,,,,
10903118201,1118201,,,,,
10903118202,1118202,,,,,
10903118203,1118203,,,,,
10903118204,1118204,,,,,
10903118205,1118205,,,,,
10903118206,1118206,,,,,
10903118207,1118207,,,,,
10903118208,1118208,,,,,
10903118209,1118209,,,,,
10903118210,1118210,,,,,
10903118211,1118211,,,,,
10903118212,1118212,,,,,
10903118213,1118213,,,,,
10903118214,1118214,,,,,
10903118215,1118215,,,,,
10903118216,1118216,,,,,
10903118217,1118217,,,,,
10903118218,1118218,,,,,
10903118219,1118219,,,,,
10903118220,1118220,,,,,
10903118221,1118221,,,,,
10903118222,1118222,,,,,
10903118223,1118223,,,,,
10903118224,1118224,,,,,
10903118301,1118301,,,,,
10903118302,1118302,,,,,
10903118303,1118303,,,,,
10903118304,1118304,,,,,
10903118305,1118305,,,,,
10903118306,1118306,,,,,
10903118307,1118307,,,,,
10903118308,1118308,,,,,
10903118309,1118309,,,,,
10903118310,1118310,,,,,
10903118311,1118311,,,,,
10903118312,1118312,,,,,
10903118313,1118313,,,,,
10903118314,1118314,,,,,
10903118315,1118315,,,,,
10903118316,1118316,,,,,
10903118317,1118317,,,,,
10903118318,1118318,,,,,
10903118319,1118319,,,,,
10903118320,1118320,,,,,
10903118321,1118321,,,,,
10903118322,1118322,,,,,
10903118401,1118401,,,,,
10903118402,1118402,,,,,
10903118403,1118403,,,,,
10903118404,1118404,,,,,
10903118405,1118405,,,,,
10903118406,1118406,,,,,
10903118407,1118407,,,,,
10903118408,1118408,,,,,
10903118409,1118409,,,,,
10903118410,1118410,,,,,
10903118411,1118411,,,,,
10903118412,1118412,,,,,
10903118413,1118413,,,,,
10903118414,1118414,,,,,
10903118415,1118415,,,,,
10903118501,1118501,,,,,
10903118502,1118502,,,,,
10903118503,1118503,,,,,
10903118504,1118504,,,,,
10903118505,1118505,,,,,
10903118506,1118506,,,,,
10903118507,1118507,,,,,
10903118508,1118508,,,,,
10903118509,1118509,,,,,
10903118510,1118510,,,,,
10903118511,1118511,,,,,
10903118512,1118512,,,,,
10903118513,1118513,,,,,
10903118514,1118514,,,,,
10903118515,1118515,,,,,
10903118516,1118516,,,,,
10903118517,1118517,,,,,
10903118518,1118518,,,,,
10903118519,1118519,,,,,
10903118520,1118520,,,,,
10903118521,1118521,,,,,
10903118522,1118522,,,,,
10903118523,1118523,,,,,
10903118524,1118524,,,,,
10903118525,1118525,,,,,
10903118526,1118526,,,,,
10903118527,1118527,,,,,
11001118601,1118601,,,,,
11001118602,1118602,,,,,
11001118603,1118603,,,,,
11001118604,1118604,,,,,
11001118605,1118605,,,,,
11001118606,1118606,,,,,
11001118607,1118607,,,,,
11001118608,1118608,,,,,
11001118609,1118609,,,,,
11001118610,1118610,,,,,
11001118611,1118611,,,,,
11001118612,1118612,,,,,
11001118613,1118613,,,,,
11001118614,1118614,,,,,
11001118615,1118615,,,,,
11001118616,1118616,,,,,
11001118617,1118617,,,,,
11001118618,1118618,,,,,
11001118619,1118619,,,,,
11001118620,1118620,,,,,
11001118621,1118621,,,,,
11001118622,1118622,,,,,
11001118623,1118623,,,,,
11001118624,1118624,,,,,
11001118625,1118625,,,,,
11001118626,1118626,,,,,
11001118627,1118627,,,,,
11001118628,1118628,,,,,
11001118629,1118629,,,,,
11001118630,1118630,,,,,
11001118631,1118631,,,,,
11001118632,1118632,,,,,
11001118633,1118633,,,,,
11001118634,1118634,,,,,
11001118635,1118635,,,,,
11001118636,1118636,,,,,
11001118637,1118637,,,,,
11001118638,1118638,,,,,
11001118639,1118639,,,,,
11001118640,1118640,,,,,
11001118641,1118641,,,,,
11001118642,1118642,,,,,
11001118643,1118643,,,,,
11001118644,1118644,,,,,
11001118645,1118645,,,,,
11001118646,1118646,,,,,
11001118647,1118647,,,,,
11001118648,1118648,,,,,
11001118649,1118649,,,,,
11001118650,1118650,,,,,
11001118651,1118651,,,,,
11001118652,1118652,,,,,
11001118653,1118653,,,,,
11001118654,1118654,,,,,
11001118701,1118701,,,,,
11001118702,1118702,,,,,
11001118703,1118703,,,,,
11001118704,1118704,,,,,
11001118705,1118705,,,,,
11001118706,1118706,,,,,
11001118707,1118707,,,,,
11001118708,1118708,,,,,
11001118709,1118709,,,,,
11001118710,1118710,,,,,
11001118711,1118711,,,,,
11001118712,1118712,,,,,
11001118801,1118801,,,,,
11001118802,1118802,,,,,
11001118803,1118803,,,,,
11001118804,1118804,,,,,
11001118805,1118805,,,,,
11001118806,1118806,,,,,
11001118807,1118807,,,,,
11001118808,1118808,,,,,
11001118809,1118809,,,,,
11001118810,1118810,,,,,
11001118811,1118811,,,,,
11001118812,1118812,,,,,
11001118813,1118813,,,,,
11001118814,1118814,,,,,
11001118815,1118815,,,,,
11001118816,1118816,,,,,
11001118817,1118817,,,,,
11001118818,1118818,,,,,
11001118819,1118819,,,,,
11001118901,1118901,,,,,
11001118902,1118902,,,,,
11001118903,1118903,,,,,
11001118904,1118904,,,,,
11001118905,1118905,,,,,
11001118906,1118906,,,,,
11001118907,1118907,,,,,
11001118908,1118908,,,,,
11001118909,1118909,,,,,
11001118910,1118910,,,,,
11001118911,1118911,,,,,
11001118912,1118912,,,,,
11002119001,1119001,,,,,
11002119002,1119002,,,,,
11002119003,1119003,,,,,
11002119004,1119004,,,,,
11002119005,1119005,,,,,
11002119006,1119006,,,,,
11002119007,1119007,,,,,
11002119008,1119008,,,,,
11002119009,1119009,,,,,
11002119010,1119010,,,,,
11002119011,1119011,,,,,
11002119012,1119012,,,,,
11002119013,1119013,,,,,
11002119014,1119014,,,,,
11002119015,1119015,,,,,
11002119016,1119016,,,,,
11002119017,1119017,,,,,
11002119018,1119018,,,,,
11002119019,1119019,,,,,
11002119020,1119020,,,,,
11002119021,1119021,,,,,
11002119022,1119022,,,,,
11002119023,1119023,,,,,
11002119024,1119024,,,,,
11002119025,1119025,,,,,
11002119101,1119101,,,,,
11002119102,1119102,,,,,
11002119103,1119103,,,,,
11002119104,1119104,,,,,
11002119105,1119105,,,,,
11002119106,1119106,,,,,
11002119107,1119107,,,,,
11002119108,1119108,,,,,
11002119109,1119109,,,,,
11002119110,1119110,,,,,
11002119111,1119111,,,,,
11002119112,1119112,,,,,
11002119113,1119113,,,,,
11002119114,1119114,,,,,
11002119115,1119115,,,,,
11002119116,1119116,,,,,
11002119117,1119117,,,,,
11002119118,1119118,,,,,
11002119119,1119119,,,,,
11002119120,1119120,,,,,
11002119121,1119121,,,,,
11002119122,1119122,,,,,
11002119123,1119123,,,,,
11002119124,1119124,,,,,
11002119125,1119125,,,,,
11002119126,1119126,,,,,
11002119127,1119127,,,,,
11002119128,1119128,,,,,
11002119201,1119201,,,,,
11002119202,1119202,,,,,
11002119203,1119203,,,,,
11002119204,1119204,,,,,
11002119205,1119205,,,,,
11002119206,1119206,,,,,
11002119207,1119207,,,,,
11002119208,1119208,,,,,
11002119209,1119209,,,,,
11002119210,1119210,,,,,
11002119211,1119211,,,,,
11002119212,1119212,,,,,
11002119213,1119213,,,,,
11002119214,1119214,,,,,
11002119215,1119215,,,,,
11002119301,1119301,,,,,
11002119302,1119302,,,,,
11002119303,1119303,,,,,
11002119304,1119304,,,,,
11002119305,1119305,,,,,
11002119306,1119306,,,,,
11002119307,1119307,,,,,
11002119308,1119308,,,,,
11002119309,1119309,,,,,
11002119310,1119310,,,,,
11002119311,1119311,,,,,
11002119312,1119312,,,,,
11002119313,1119313,,,,,
11002119314,1119314,,,,,
11002119315,1119315,,,,,
11002119316,1119316,,,,,
11002119317,1119317,,,,,
11002119318,1119318,,,,,
11002119319,1119319,,,,,
11002119320,1119320,,,,,
11002119401,1119401,,,,,
11002119402,1119402,,,,,
11002119403,1119403,,,,,
11002119404,1119404,,,,,
11002119405,1119405,,,,,
11002119406,1119406,,,,,
11002119407,1119407,,,,,
11002119408,1119408,,,,,
11002119409,1119409,,,,,
11002119410,1119410,,,,,
11002119411,1119411,,,,,
11002119412,1119412,,,,,
11002119413,1119413,,,,,
11002119414,1119414,,,,,
11002119415,1119415,,,,,
11002119416,1119416,,,,,
11002119417,1119417,,,,,
11002119418,1119418,,,,,
11002119419,1119419,,,,,
11002119420,1119420,,,,,
11002119421,1119421,,,,,
11002119422,1119422,,,,,
11002119423,1119423,,,,,
11002119424,1119424,,,,,
11003119501,1119501,,,,,
11003119502,1119502,,,,,
11003119503,1119503,,,,,
11003119504,1119504,,,,,
11003119505,1119505,,,,,
11003119506,1119506,,,,,
11003119507,1119507,,,,,
11003119508,1119508,,,,,
11003119509,1119509,,,,,
11003119510,1119510,,,,,
11003119511,1119511,,,,,
11003119512,1119512,,,,,
11003119513,1119513,,,,,
11003119514,1119514,,,,,
11003119515,1119515,,,,,
11003119516,1119516,,,,,
11003119517,1119517,,,,,
11003119518,1119518,,,,,
11003119519,1119519,,,,,
11003119520,1119520,,,,,
11003119521,1119521,,,,,
11003119522,1119522,,,,,
11003119523,1119523,,,,,
11003119524,1119524,,,,,
11003119525,1119525,,,,,
11003119601,1119601,,,,,
11003119602,1119602,,,,,
11003119603,1119603,,,,,
11003119604,1119604,,,,,
11003119605,1119605,,,,,
11003119606,1119606,,,,,
11003119607,1119607,,,,,
11003119608,1119608,,,,,
11003119609,1119609,,,,,
11003119610,1119610,,,,,
11003119611,1119611,,,,,
11003119612,1119612,,,,,
11003119613,1119613,,,,,
11003119614,1119614,,,,,
11003119615,1119615,,,,,
11003119616,1119616,,,,,
11003119617,1119617,,,,,
11003119618,1119618,,,,,
11003119701,1119701,,,,,
11003119702,1119702,,,,,
11003119703,1119703,,,,,
11003119704,1119704,,,,,
11003119705,1119705,,,,,
11003119706,1119706,,,,,
11003119707,1119707,,,,,
11003119708,1119708,,,,,
11003119709,1119709,,,,,
11003119710,1119710,,,,,
11003119711,1119711,,,,,
11003119712,1119712,,,,,
11003119713,1119713,,,,,
11003119714,1119714,,,,,
11003119715,1119715,,,,,
11003119716,1119716,,,,,
11003119717,1119717,,,,,
11003119718,1119718,,,,,
11003119719,1119719,,,,,
11003119720,1119720,,,,,
11003119721,1119721,,,,,
11003119722,1119722,,,,,
11003119801,1119801,,,,,
11003119802,1119802,,,,,
11003119803,1119803,,,,,
11003119804,1119804,,,,,
11003119805,1119805,,,,,
11003119806,1119806,,,,,
11003119807,1119807,,,,,
11003119808,1119808,,,,,
11003119809,1119809,,,,,
11003119810,1119810,,,,,
11003119811,1119811,,,,,
11003119812,1119812,,,,,
11003119813,1119813,,,,,
11003119814,1119814,,,,,
11004119901,1119901,,,,,
11004119902,1119902,,,,,
11004119903,1119903,,,,,
11004119904,1119904,,,,,
11004119905,1119905,,,,,
11004119906,1119906,,,,,
11004119907,1119907,,,,,
11004119908,1119908,,,,,
11004119909,1119909,,,,,
11004119910,1119910,,,,,
11004119911,1119911,,,,,
11004119912,1119912,,,,,
11004119913,1119913,,,,,
11004119914,1119914,,,,,
11004119915,1119915,,,,,
11004119916,1119916,,,,,
11004119917,1119917,,,,,
11004119918,1119918,,,,,
11004119919,1119919,,,,,
11004119920,1119920,,,,,
11004119921,1119921,,,,,
11004120001,1120001,,,,,
11004120002,1120002,,,,,
11004120003,1120003,,,,,
11004120004,1120004,,,,,
11004120005,1120005,,,,,
11004120006,1120006,,,,,
11004120007,1120007,,,,,
11004120008,1120008,,,,,
11004120009,1120009,,,,,
11004120010,1120010,,,,,
11004120011,1120011,,,,,
11004120012,1120012,,,,,
11004120013,1120013,,,,,
11004120101,1120101,,,,,
11004120102,1120102,,,,,
11004120103,1120103,,,,,
11004120104,1120104,,,,,
11004120105,1120105,,,,,
11004120106,1120106,,,,,
11004120107,1120107,,,,,
11004120108,1120108,,,,,
11004120109,1120109,,,,,
11004120110,1120110,,,,,
11004120111,1120111,,,,,
11004120112,1120112,,,,,
11004120113,1120113,,,,,
11004120114,1120114,,,,,
11004120115,1120115,,,,,
11004120116,1120116,,,,,
11004120117,1120117,,,,,
11004120118,1120118,,,,,
11004120119,1120119,,,,,
11004120120,1120120,,,,,
11004120121,1120121,,,,,
11004120122,1120122,,,,,
11004120201,1120201,,,,,
11004120202,1120202,,,,,
11004120203,1120203,,,,,
11004120204,1120204,,,,,
11004120205,1120205,,,,,
11004120206,1120206,,,,,
11004120207,1120207,,,,,
11004120208,1120208,,,,,
11004120209,1120209,,,,,
11004120210,1120210,,,,,
11004120211,1120211,,,,,
11004120212,1120212,,,,,
11004120213,1120213,,,,,
11004120214,1120214,,,,,
11004120215,1120215,,,,,
11004120216,1120216,,,,,
11004120217,1120217,,,,,
11004120218,1120218,,,,,
11004120219,1120219,,,,,
11004120220,1120220,,,,,
11004120221,1120221,,,,,
11004120222,1120222,,,,,
11004120223,1120223,,,,,
11004120224,1120224,,,,,
11004120225,1120225,,,,,
11004120226,1120226,,,,,
11004120227,1120227,,,,,
11004120228,1120228,,,,,
11004120229,1120229,,,,,
11004120230,1120230,,,,,
11004120231,1120231,,,,,
11004120232,1120232,,,,,
11004120233,1120233,,,,,
11004120234,1120234,,,,,
11004120235,1120235,,,,,
11004120236,1120236,,,,,
11004120237,1120237,,,,,
11004120238,1120238,,,,,
11004120239,1120239,,,,,
11004120240,1120240,,,,,
11004120241,1120241,,,,,
11004120242,1120242,,,,,
11004120243,1120243,,,,,
11004120244,1120244,,,,,
11004120245,1120245,,,,,
11004120246,1120246,,,,,
11004120247,1120247,,,,,
11004120248,1120248,,,,,
11004120249,1120249,,,,,
11004120250,1120250,,,,,
11004120251,1120251,,,,,
11004120252,1120252,,,,,
11004120253,1120253,,,,,
11004120301,1120301,,,,,
11004120302,1120302,,,,,
11004120303,1120303,,,,,
11004120304,1120304,,,,,
11004120305,1120305,,,,,
11004120306,1120306,,,,,
11004120307,1120307,,,,,
11004120308,1120308,,,,,
11004120309,1120309,,,,,
11004120310,1120310,,,,,
11004120311,1120311,,,,,
11004120312,1120312,,,,,
11004120313,1120313,,,,,
11004120314,1120314,,,,,
11004120315,1120315,,,,,
11004120316,1120316,,,,,
11004120317,1120317,,,,,
11004120318,1120318,,,,,
11004120319,1120319,,,,,
11004120320,1120320,,,,,
11004120321,1120321,,,,,
11004120322,1120322,,,,,
11004120323,1120323,,,,,
11004120324,1120324,,,,,
11004120325,1120325,,,,,
11004120326,1120326,,,,,
11004120327,1120327,,,,,
11004120328,1120328,,,,,
11004120329,1120329,,,,,
11004120330,1120330,,,,,
11004120331,1120331,,,,,
11004120332,1120332,,,,,
11004120333,1120333,,,,,
11004120334,1120334,,,,,
11004120335,1120335,,,,,
11004120336,1120336,,,,,
11004120401,1120401,,,,,
11004120402,1120402,,,,,
11004120403,1120403,,,,,
11004120404,1120404,,,,,
11004120405,1120405,,,,,
11004120406,1120406,,,,,
11004120407,1120407,,,,,
11004120408,1120408,,,,,
11004120409,1120409,,,,,
11004120410,1120410,,,,,
11004120411,1120411,,,,,
11004120412,1120412,,,,,
11004120413,1120413,,,,,
11004120501,1120501,,,,,
11004120502,1120502,,,,,
11004120503,1120503,,,,,
11004120504,1120504,,,,,
11004120505,1120505,,,,,
11004120506,1120506,,,,,
11004120507,1120507,,,,,
11004120508,1120508,,,,,
11004120509,1120509,,,,,
11004120510,1120510,,,,,
11004120511,1120511,,,,,
11004120512,1120512,,,,,
11004120513,1120513,,,,,
11004120514,1120514,,,,,
11004120515,1120515,,,,,
11004120516,1120516,,,,,
11004120517,1120517,,,,,
11004120518,1120518,,,,,
11004120519,1120519,,,,,
11004120520,1120520,,,,,
11004120521,1120521,,,,,
11004120522,1120522,,,,,
11004120523,1120523,,,,,
11004120524,1120524,,,,,
11004120525,1120525,,,,,
11004120526,1120526,,,,,
11004120527,1120527,,,,,
11004120528,1120528,,,,,
11004120529,1120529,,,,,
11004120530,1120530,,,,,
11004120531,1120531,,,,,
11004120532,1120532,,,,,
11004120533,1120533,,,,,
11004120534,1120534,,,,,
11004120535,1120535,,,,,
11004120536,1120536,,,,,
11004120537,1120537,,,,,
11004120538,1120538,,,,,
11004120539,1120539,,,,,
11004120540,1120540,,,,,
11004120541,1120541,,,,,
11004120542,1120542,,,,,
11004120543,1120543,,,,,
11004120544,1120544,,,,,
11004120545,1120545,,,,,
11004120546,1120546,,,,,
11004120547,1120547,,,,,
11004120548,1120548,,,,,
11004120549,1120549,,,,,
11004120550,1120550,,,,,
11004120551,1120551,,,,,
11004120552,1120552,,,,,
11101120601,1120601,,,,,
11101120602,1120602,,,,,
11101120603,1120603,,,,,
11101120604,1120604,,,,,
11101120605,1120605,,,,,
11101120606,1120606,,,,,
11101120607,1120607,,,,,
11101120608,1120608,,,,,
11101120609,1120609,,,,,
11101120610,1120610,,,,,
11101120611,1120611,,,,,
11101120612,1120612,,,,,
11101120613,1120613,,,,,
11101120614,1120614,,,,,
11101120615,1120615,,,,,
11101120616,1120616,,,,,
11101120617,1120617,,,,,
11101120618,1120618,,,,,
11101120619,1120619,,,,,
11101120620,1120620,,,,,
11101120621,1120621,,,,,
11101120622,1120622,,,,,
11101120623,1120623,,,,,
11101120624,1120624,,,,,
11101120625,1120625,,,,,
11101120626,1120626,,,,,
11101120627,1120627,,,,,
11101120628,1120628,,,,,
11101120629,1120629,,,,,
11101120630,1120630,,,,,
11101120631,1120631,,,,,
11101120632,1120632,,,,,
11101120633,1120633,,,,,
11101120634,1120634,,,,,
11101120635,1120635,,,,,
11101120636,1120636,,,,,
11101120637,1120637,,,,,
11101120638,1120638,,,,,
11101120639,1120639,,,,,
11101120640,1120640,,,,,
11101120641,1120641,,,,,
11101120642,1120642,,,,,
11101120701,1120701,,,,,
11101120702,1120702,,,,,
11101120703,1120703,,,,,
11101120704,1120704,,,,,
11101120705,1120705,,,,,
11101120706,1120706,,,,,
11101120707,1120707,,,,,
11101120708,1120708,,,,,
11101120709,1120709,,,,,
11101120710,1120710,,,,,
11101120711,1120711,,,,,
11101120712,1120712,,,,,
11101120713,1120713,,,,,
11101120714,1120714,,,,,
11101120715,1120715,,,,,
11101120716,1120716,,,,,
11101120801,1120801,,,,,
11101120802,1120802,,,,,
11101120803,1120803,,,,,
11101120804,1120804,,,,,
11101120805,1120805,,,,,
11101120806,1120806,,,,,
11101120807,1120807,,,,,
11101120808,1120808,,,,,
11101120809,1120809,,,,,
11101120810,1120810,,,,,
11101120811,1120811,,,,,
11101120812,1120812,,,,,
11101120813,1120813,,,,,
11101120814,1120814,,,,,
11101120815,1120815,,,,,
11101120816,1120816,,,,,
11101120817,1120817,,,,,
11101120818,1120818,,,,,
11101120819,1120819,,,,,
11101120820,1120820,,,,,
11101120821,1120821,,,,,
11101120822,1120822,,,,,
11101120823,1120823,,,,,
11101120824,1120824,,,,,
11101120825,1120825,,,,,
11101120826,1120826,,,,,
11101120827,1120827,,,,,
11101120828,1120828,,,,,
11101120829,1120829,,,,,
11101120830,1120830,,,,,
11101120831,1120831,,,,,
11101120832,1120832,,,,,
11101120833,1120833,,,,,
11101120834,1120834,,,,,
11101120835,1120835,,,,,
11101120836,1120836,,,,,
11101120837,1120837,,,,,
11101120838,1120838,,,,,
11101120839,1120839,,,,,
11101120840,1120840,,,,,
11101120841,1120841,,,,,
11101120842,1120842,,,,,
11101120843,1120843,,,,,
11101120844,1120844,,,,,
11101120845,1120845,,,,,
11101120846,1120846,,,,,
11101120847,1120847,,,,,
11101120848,1120848,,,,,
11101120849,1120849,,,,,
11101120850,1120850,,,,,
11101120851,1120851,,,,,
11101120852,1120852,,,,,
11101120853,1120853,,,,,
11101120854,1120854,,,,,
11101120855,1120855,,,,,
11101120856,1120856,,,,,
11101120857,1120857,,,,,
11101120858,1120858,,,,,
11101120859,1120859,,,,,
11101120860,1120860,,,,,
11101120861,1120861,,,,,
11101120862,1120862,,,,,
11101120863,1120863,,,,,
11101120864,1120864,,,,,
11101120865,1120865,,,,,
11101120866,1120866,,,,,
11101120901,1120901,,,,,
11101120902,1120902,,,,,
11101120903,1120903,,,,,
11101120904,1120904,,,,,
11101120905,1120905,,,,,
11101120906,1120906,,,,,
11101120907,1120907,,,,,
11101120908,1120908,,,,,
11101120909,1120909,,,,,
11101120910,1120910,,,,,
11101120911,1120911,,,,,
11101120912,1120912,,,,,
11101120913,1120913,,,,,
11101120914,1120914,,,,,
11101120915,1120915,,,,,
11101120916,1120916,,,,,
11101120917,1120917,,,,,
11101120918,1120918,,,,,
11101120919,1120919,,,,,
11101120920,1120920,,,,,
11101120921,1120921,,,,,
11101120922,1120922,,,,,
11101120923,1120923,,,,,
11101120924,1120924,,,,,
11101120925,1120925,,,,,
11101120926,1120926,,,,,
11101120927,1120927,,,,,
11101120928,1120928,,,,,
11101120929,1120929,,,,,
11101120930,1120930,,,,,
11101120931,1120931,,,,,
11101120932,1120932,,,,,
11101120933,1120933,,,,,
11101120934,1120934,,,,,
11101120935,1120935,,,,,
11101120936,1120936,,,,,
11101120937,1120937,,,,,
11101120938,1120938,,,,,
11101120939,1120939,,,,,
11101120940,1120940,,,,,
11101120941,1120941,,,,,
11101120942,1120942,,,,,
11101120943,1120943,,,,,
11101120944,1120944,,,,,
11101120945,1120945,,,,,
11101120946,1120946,,,,,
11101120947,1120947,,,,,
11101120948,1120948,,,,,
11101120949,1120949,,,,,
11101120950,1120950,,,,,
11101120951,1120951,,,,,
11101120952,1120952,,,,,
11101120953,1120953,,,,,
11101120954,1120954,,,,,
11101120955,1120955,,,,,
11101120956,1120956,,,,,
11101121001,1121001,,,,,
11101121002,1121002,,,,,
11101121003,1121003,,,,,
11101121004,1121004,,,,,
11101121005,1121005,,,,,
11101121006,1121006,,,,,
11101121007,1121007,,,,,
11101121008,1121008,,,,,
11101121009,1121009,,,,,
11101121010,1121010,,,,,
11101121011,1121011,,,,,
11101121012,1121012,,,,,
