SA1_MAINCODE_2011,SA1_7DIGITCODE_2011,,,,,
21202129346,2129346,,,,,
21202129347,2129347,,,,,
21202129348,2129348,,,,,
21202129349,2129349,,,,,
21202129350,2129350,,,,,
21202129351,2129351,,,,,
21202129352,2129352,,,,,
21202129401,2129401,,,,,
21202129402,2129402,,,,,
21202129403,2129403,,,,,
21202129404,2129404,,,,,
21202129405,2129405,,,,,
21202129406,2129406,,,,,
21202129407,2129407,,,,,
21202129408,2129408,,,,,
21202129409,2129409,,,,,
21202129410,2129410,,,,,
21202129411,2129411,,,,,
21202129412,2129412,,,,,
21202129413,2129413,,,,,
21202129414,2129414,,,,,
21202129415,2129415,,,,,
21202129416,2129416,,,,,
21202129417,2129417,,,,,
21202129418,2129418,,,,,
21202129419,2129419,,,,,
21202129420,2129420,,,,,
21202129421,2129421,,,,,
21202129422,2129422,,,,,
21202129423,2129423,,,,,
21202129424,2129424,,,,,
21202129425,2129425,,,,,
21202129426,2129426,,,,,
21202129427,2129427,,,,,
21202129428,2129428,,,,,
21202129429,2129429,,,,,
21202129430,2129430,,,,,
21202129431,2129431,,,,,
21202129432,2129432,,,,,
21202129433,2129433,,,,,
21202129434,2129434,,,,,
21202129435,2129435,,,,,
21202129436,2129436,,,,,
21202129437,2129437,,,,,
21202129438,2129438,,,,,
21202129501,2129501,,,,,
21202129502,2129502,,,,,
21202129503,2129503,,,,,
21202129504,2129504,,,,,
21202129505,2129505,,,,,
21202129506,2129506,,,,,
21202129507,2129507,,,,,
21202129508,2129508,,,,,
21202129509,2129509,,,,,
21202129510,2129510,,,,,
21202129511,2129511,,,,,
21202129512,2129512,,,,,
21202129513,2129513,,,,,
21202129514,2129514,,,,,
21202129515,2129515,,,,,
21202129516,2129516,,,,,
21202129517,2129517,,,,,
21202129518,2129518,,,,,
21202129519,2129519,,,,,
21202129520,2129520,,,,,
21202129521,2129521,,,,,
21202129522,2129522,,,,,
21202129523,2129523,,,,,
21202129524,2129524,,,,,
21202129525,2129525,,,,,
21202129526,2129526,,,,,
21202129601,2129601,,,,,
21202129602,2129602,,,,,
21202129603,2129603,,,,,
21202129604,2129604,,,,,
21202129605,2129605,,,,,
21202129606,2129606,,,,,
21202129607,2129607,,,,,
21202129608,2129608,,,,,
21202129609,2129609,,,,,
21202129610,2129610,,,,,
21202129611,2129611,,,,,
21202129612,2129612,,,,,
21202129613,2129613,,,,,
21202129614,2129614,,,,,
21202129615,2129615,,,,,
21202129616,2129616,,,,,
21202129617,2129617,,,,,
21202129618,2129618,,,,,
21202129619,2129619,,,,,
21202129620,2129620,,,,,
21202129621,2129621,,,,,
21202129622,2129622,,,,,
21202129623,2129623,,,,,
21202129624,2129624,,,,,
21202129625,2129625,,,,,
21202129626,2129626,,,,,
21202129627,2129627,,,,,
21202129628,2129628,,,,,
21202129629,2129629,,,,,
21202129630,2129630,,,,,
21202129631,2129631,,,,,
21202129632,2129632,,,,,
21202129633,2129633,,,,,
21202129634,2129634,,,,,
21202129635,2129635,,,,,
21202129636,2129636,,,,,
21202129637,2129637,,,,,
21202129638,2129638,,,,,
21202129639,2129639,,,,,
21202129640,2129640,,,,,
21202129641,2129641,,,,,
21202129642,2129642,,,,,
21202129643,2129643,,,,,
21202129644,2129644,,,,,
21202129645,2129645,,,,,
21202129646,2129646,,,,,
21202129647,2129647,,,,,
21202129648,2129648,,,,,
21202129649,2129649,,,,,
21202129650,2129650,,,,,
21202129651,2129651,,,,,
21202129652,2129652,,,,,
21202129653,2129653,,,,,
21202129654,2129654,,,,,
21202129655,2129655,,,,,
21202129656,2129656,,,,,
21202129657,2129657,,,,,
21202129658,2129658,,,,,
21202129659,2129659,,,,,
21202129660,2129660,,,,,
21202129661,2129661,,,,,
21202129662,2129662,,,,,
21202129663,2129663,,,,,
21202129664,2129664,,,,,
21202129665,2129665,,,,,
21202129666,2129666,,,,,
21202129667,2129667,,,,,
21202129668,2129668,,,,,
21202129669,2129669,,,,,
21202129701,2129701,,,,,
21202129702,2129702,,,,,
21202129703,2129703,,,,,
21202129704,2129704,,,,,
21202129705,2129705,,,,,
21202129706,2129706,,,,,
21202129707,2129707,,,,,
21202129708,2129708,,,,,
21202129709,2129709,,,,,
21202129710,2129710,,,,,
21202129711,2129711,,,,,
21202129712,2129712,,,,,
21202129713,2129713,,,,,
21202129714,2129714,,,,,
21202129715,2129715,,,,,
21202129716,2129716,,,,,
21202129717,2129717,,,,,
21202129718,2129718,,,,,
21202129719,2129719,,,,,
21202129720,2129720,,,,,
21202129721,2129721,,,,,
21202129722,2129722,,,,,
21202129723,2129723,,,,,
21202129724,2129724,,,,,
21202129725,2129725,,,,,
21202129726,2129726,,,,,
21202129801,2129801,,,,,
21202129802,2129802,,,,,
21202129803,2129803,,,,,
21202129804,2129804,,,,,
21202129805,2129805,,,,,
21202129806,2129806,,,,,
21202129807,2129807,,,,,
21202129808,2129808,,,,,
21202129809,2129809,,,,,
21202129810,2129810,,,,,
21202129811,2129811,,,,,
21202129812,2129812,,,,,
21202129813,2129813,,,,,
21202129814,2129814,,,,,
21202129815,2129815,,,,,
21202129816,2129816,,,,,
21202129817,2129817,,,,,
21202129818,2129818,,,,,
21202129819,2129819,,,,,
21202129820,2129820,,,,,
21202129821,2129821,,,,,
21202129822,2129822,,,,,
21202129823,2129823,,,,,
21202129824,2129824,,,,,
21202129825,2129825,,,,,
21202129826,2129826,,,,,
21202129827,2129827,,,,,
21202129828,2129828,,,,,
21202129829,2129829,,,,,
21202129830,2129830,,,,,
21202129831,2129831,,,,,
21202129832,2129832,,,,,
21202129833,2129833,,,,,
21202129834,2129834,,,,,
21202129835,2129835,,,,,
21202129836,2129836,,,,,
21202129837,2129837,,,,,
21202129838,2129838,,,,,
21202129839,2129839,,,,,
21202129840,2129840,,,,,
21202129841,2129841,,,,,
21202129842,2129842,,,,,
21202129843,2129843,,,,,
21202129844,2129844,,,,,
21202129845,2129845,,,,,
21202129846,2129846,,,,,
21202129847,2129847,,,,,
21202129848,2129848,,,,,
21202129849,2129849,,,,,
21202129850,2129850,,,,,
21202129851,2129851,,,,,
21202129852,2129852,,,,,
21202129853,2129853,,,,,
21202129854,2129854,,,,,
21202129855,2129855,,,,,
21202129856,2129856,,,,,
21202129857,2129857,,,,,
21202129858,2129858,,,,,
21202129859,2129859,,,,,
21202129860,2129860,,,,,
21202129861,2129861,,,,,
21202129862,2129862,,,,,
21202129863,2129863,,,,,
21202129864,2129864,,,,,
21202129865,2129865,,,,,
21202129901,2129901,,,,,
21202129902,2129902,,,,,
21202129903,2129903,,,,,
21202129904,2129904,,,,,
21202129905,2129905,,,,,
21202129906,2129906,,,,,
21202129907,2129907,,,,,
21202129908,2129908,,,,,
21202129909,2129909,,,,,
21202129910,2129910,,,,,
21202129911,2129911,,,,,
21202129912,2129912,,,,,
21202129913,2129913,,,,,
21202129914,2129914,,,,,
21202129915,2129915,,,,,
21202129916,2129916,,,,,
21202129917,2129917,,,,,
21202129918,2129918,,,,,
21203130001,2130001,,,,,
21203130002,2130002,,,,,
21203130003,2130003,,,,,
21203130004,2130004,,,,,
21203130005,2130005,,,,,
21203130006,2130006,,,,,
21203130007,2130007,,,,,
21203130008,2130008,,,,,
21203130009,2130009,,,,,
21203130010,2130010,,,,,
21203130011,2130011,,,,,
21203130012,2130012,,,,,
21203130013,2130013,,,,,
21203130014,2130014,,,,,
21203130015,2130015,,,,,
21203130016,2130016,,,,,
21203130017,2130017,,,,,
21203130018,2130018,,,,,
21203130019,2130019,,,,,
21203130020,2130020,,,,,
21203130021,2130021,,,,,
21203130022,2130022,,,,,
21203130023,2130023,,,,,
21203130024,2130024,,,,,
21203130025,2130025,,,,,
21203130026,2130026,,,,,
21203130027,2130027,,,,,
21203130028,2130028,,,,,
21203130029,2130029,,,,,
21203130030,2130030,,,,,
21203130031,2130031,,,,,
21203130032,2130032,,,,,
21203130033,2130033,,,,,
21203130034,2130034,,,,,
21203130035,2130035,,,,,
21203130036,2130036,,,,,
21203130037,2130037,,,,,
21203130038,2130038,,,,,
21203130039,2130039,,,,,
21203130040,2130040,,,,,
21203130101,2130101,,,,,
21203130102,2130102,,,,,
21203130103,2130103,,,,,
21203130104,2130104,,,,,
21203130105,2130105,,,,,
21203130106,2130106,,,,,
21203130107,2130107,,,,,
21203130108,2130108,,,,,
21203130109,2130109,,,,,
21203130110,2130110,,,,,
21203130111,2130111,,,,,
21203130112,2130112,,,,,
21203130201,2130201,,,,,
21203130202,2130202,,,,,
21203130203,2130203,,,,,
21203130204,2130204,,,,,
21203130205,2130205,,,,,
21203130206,2130206,,,,,
21203130207,2130207,,,,,
21203130208,2130208,,,,,
21203130209,2130209,,,,,
21203130210,2130210,,,,,
21203130211,2130211,,,,,
21203130212,2130212,,,,,
21203130213,2130213,,,,,
21203130214,2130214,,,,,
21203130215,2130215,,,,,
21203130216,2130216,,,,,
21203130217,2130217,,,,,
21203130218,2130218,,,,,
21203130219,2130219,,,,,
21203130220,2130220,,,,,
21203130221,2130221,,,,,
21203130222,2130222,,,,,
21203130223,2130223,,,,,
21203130224,2130224,,,,,
21203130225,2130225,,,,,
21203130226,2130226,,,,,
21203130227,2130227,,,,,
21203130228,2130228,,,,,
21203130301,2130301,,,,,
21203130302,2130302,,,,,
21203130303,2130303,,,,,
21203130304,2130304,,,,,
21203130305,2130305,,,,,
21203130306,2130306,,,,,
21203130307,2130307,,,,,
21203130308,2130308,,,,,
21203130309,2130309,,,,,
21203130310,2130310,,,,,
21203130311,2130311,,,,,
21203130312,2130312,,,,,
21203130313,2130313,,,,,
21203130314,2130314,,,,,
21203130401,2130401,,,,,
21203130402,2130402,,,,,
21203130403,2130403,,,,,
21203130404,2130404,,,,,
21203130405,2130405,,,,,
21203130406,2130406,,,,,
21203130407,2130407,,,,,
21203130408,2130408,,,,,
21203130409,2130409,,,,,
21203130410,2130410,,,,,
21203130411,2130411,,,,,
21203130412,2130412,,,,,
21203130413,2130413,,,,,
21203130414,2130414,,,,,
21203130415,2130415,,,,,
21203130416,2130416,,,,,
21203130417,2130417,,,,,
21203130418,2130418,,,,,
21203130419,2130419,,,,,
21203130420,2130420,,,,,
21203130501,2130501,,,,,
21203130502,2130502,,,,,
21203130503,2130503,,,,,
21203130504,2130504,,,,,
21203130505,2130505,,,,,
21203130506,2130506,,,,,
21203130507,2130507,,,,,
21203130508,2130508,,,,,
21203130509,2130509,,,,,
21203130510,2130510,,,,,
21203130511,2130511,,,,,
21203130512,2130512,,,,,
21203130513,2130513,,,,,
21203130514,2130514,,,,,
21203130515,2130515,,,,,
21203130516,2130516,,,,,
21203130517,2130517,,,,,
21203130518,2130518,,,,,
21203130519,2130519,,,,,
21203130520,2130520,,,,,
21203130521,2130521,,,,,
21203130522,2130522,,,,,
21203130523,2130523,,,,,
21203130524,2130524,,,,,
21203130525,2130525,,,,,
21203130526,2130526,,,,,
21203130527,2130527,,,,,
21203130528,2130528,,,,,
21203130529,2130529,,,,,
21203130530,2130530,,,,,
21203130531,2130531,,,,,
21203130532,2130532,,,,,
21203130533,2130533,,,,,
21203130534,2130534,,,,,
21203130535,2130535,,,,,
21203130536,2130536,,,,,
21203130537,2130537,,,,,
21203130538,2130538,,,,,
21203130539,2130539,,,,,
21203130540,2130540,,,,,
21203130541,2130541,,,,,
21203130542,2130542,,,,,
21203130543,2130543,,,,,
21203130544,2130544,,,,,
21203130545,2130545,,,,,
21203130546,2130546,,,,,
21203130547,2130547,,,,,
21203130548,2130548,,,,,
21203130601,2130601,,,,,
21203130602,2130602,,,,,
21203130603,2130603,,,,,
21203130604,2130604,,,,,
21203130605,2130605,,,,,
21203130606,2130606,,,,,
21203130607,2130607,,,,,
21203130608,2130608,,,,,
21203130609,2130609,,,,,
21203130610,2130610,,,,,
21203130611,2130611,,,,,
21203130612,2130612,,,,,
21203130613,2130613,,,,,
21203130614,2130614,,,,,
21203130701,2130701,,,,,
21203130702,2130702,,,,,
21203130703,2130703,,,,,
21203130704,2130704,,,,,
21203130705,2130705,,,,,
21203130706,2130706,,,,,
21203130707,2130707,,,,,
21203130708,2130708,,,,,
21203130709,2130709,,,,,
21203130710,2130710,,,,,
21203130711,2130711,,,,,
21203130712,2130712,,,,,
21203130713,2130713,,,,,
21203130714,2130714,,,,,
21203130715,2130715,,,,,
21203130716,2130716,,,,,
21203130717,2130717,,,,,
21203130718,2130718,,,,,
21203130719,2130719,,,,,
21203130720,2130720,,,,,
21203130721,2130721,,,,,
21203130722,2130722,,,,,
21203130723,2130723,,,,,
21203130724,2130724,,,,,
21203130725,2130725,,,,,
21203130726,2130726,,,,,
21203130727,2130727,,,,,
21203130728,2130728,,,,,
21203130729,2130729,,,,,
21203130730,2130730,,,,,
21203130731,2130731,,,,,
21203130732,2130732,,,,,
21203130733,2130733,,,,,
21203130734,2130734,,,,,
21203130735,2130735,,,,,
21203130736,2130736,,,,,
21203130737,2130737,,,,,
21203130738,2130738,,,,,
21203130739,2130739,,,,,
21203130740,2130740,,,,,
21203130741,2130741,,,,,
21203130742,2130742,,,,,
21203130743,2130743,,,,,
21203130744,2130744,,,,,
21203130745,2130745,,,,,
21203130746,2130746,,,,,
21203130747,2130747,,,,,
21203130748,2130748,,,,,
21203130749,2130749,,,,,
21203130750,2130750,,,,,
21203130751,2130751,,,,,
21203130752,2130752,,,,,
21203130753,2130753,,,,,
21203130754,2130754,,,,,
21203130755,2130755,,,,,
21203130756,2130756,,,,,
21203130757,2130757,,,,,
21203130758,2130758,,,,,
21203130759,2130759,,,,,
21203130760,2130760,,,,,
21203130761,2130761,,,,,
21203130762,2130762,,,,,
21203130763,2130763,,,,,
21203130764,2130764,,,,,
21203130765,2130765,,,,,
21203130766,2130766,,,,,
21203130801,2130801,,,,,
21203130802,2130802,,,,,
21203130803,2130803,,,,,
21203130804,2130804,,,,,
21203130805,2130805,,,,,
21203130806,2130806,,,,,
21203130807,2130807,,,,,
21203130808,2130808,,,,,
21203130809,2130809,,,,,
21203130810,2130810,,,,,
21203130811,2130811,,,,,
21203130812,2130812,,,,,
21203130813,2130813,,,,,
21203130814,2130814,,,,,
21203130815,2130815,,,,,
21203130816,2130816,,,,,
21203130817,2130817,,,,,
21203130818,2130818,,,,,
21203130819,2130819,,,,,
21203130820,2130820,,,,,
21203130821,2130821,,,,,
21203130822,2130822,,,,,
21204130901,2130901,,,,,
21204130902,2130902,,,,,
21204130903,2130903,,,,,
21204130904,2130904,,,,,
21204130905,2130905,,,,,
21204130906,2130906,,,,,
21204130907,2130907,,,,,
21204130908,2130908,,,,,
21204130909,2130909,,,,,
21204130910,2130910,,,,,
21204130911,2130911,,,,,
21204130912,2130912,,,,,
21204130913,2130913,,,,,
21204130914,2130914,,,,,
21204130915,2130915,,,,,
21204130916,2130916,,,,,
21204130917,2130917,,,,,
21204130918,2130918,,,,,
21204130919,2130919,,,,,
21204130920,2130920,,,,,
21204130921,2130921,,,,,
21204130922,2130922,,,,,
21204130923,2130923,,,,,
21204130924,2130924,,,,,
21204130925,2130925,,,,,
21204130926,2130926,,,,,
21204130927,2130927,,,,,
21204130928,2130928,,,,,
21204130929,2130929,,,,,
21204130930,2130930,,,,,
21204130931,2130931,,,,,
21204130932,2130932,,,,,
21204131001,2131001,,,,,
21204131002,2131002,,,,,
21204131003,2131003,,,,,
21204131004,2131004,,,,,
21204131005,2131005,,,,,
21204131006,2131006,,,,,
21204131007,2131007,,,,,
21204131008,2131008,,,,,
21204131009,2131009,,,,,
21204131010,2131010,,,,,
21204131011,2131011,,,,,
21204131012,2131012,,,,,
21204131013,2131013,,,,,
21204131014,2131014,,,,,
21204131015,2131015,,,,,
21204131016,2131016,,,,,
21204131017,2131017,,,,,
21204131018,2131018,,,,,
21204131019,2131019,,,,,
21204131020,2131020,,,,,
21204131021,2131021,,,,,
21204131022,2131022,,,,,
21204131023,2131023,,,,,
21204131024,2131024,,,,,
21204131025,2131025,,,,,
21204131026,2131026,,,,,
21204131027,2131027,,,,,
21204131028,2131028,,,,,
21204131029,2131029,,,,,
21204131030,2131030,,,,,
21204131101,2131101,,,,,
21204131102,2131102,,,,,
21204131103,2131103,,,,,
21204131104,2131104,,,,,
21204131105,2131105,,,,,
21204131106,2131106,,,,,
21204131107,2131107,,,,,
21204131108,2131108,,,,,
21204131109,2131109,,,,,
21204131110,2131110,,,,,
21204131111,2131111,,,,,
21204131112,2131112,,,,,
21204131113,2131113,,,,,
21204131114,2131114,,,,,
21204131115,2131115,,,,,
21204131116,2131116,,,,,
21204131117,2131117,,,,,
21204131118,2131118,,,,,
21204131119,2131119,,,,,
21204131120,2131120,,,,,
21204131121,2131121,,,,,
21204131122,2131122,,,,,
21204131123,2131123,,,,,
21204131124,2131124,,,,,
21204131125,2131125,,,,,
21204131126,2131126,,,,,
21204131127,2131127,,,,,
21204131128,2131128,,,,,
21204131129,2131129,,,,,
21204131130,2131130,,,,,
21204131131,2131131,,,,,
21204131132,2131132,,,,,
21204131133,2131133,,,,,
21204131134,2131134,,,,,
21204131135,2131135,,,,,
21204131136,2131136,,,,,
21204131137,2131137,,,,,
21204131138,2131138,,,,,
21204131139,2131139,,,,,
21204131140,2131140,,,,,
21204131141,2131141,,,,,
21204131142,2131142,,,,,
21204131143,2131143,,,,,
21204131144,2131144,,,,,
21204131145,2131145,,,,,
21204131146,2131146,,,,,
21204131147,2131147,,,,,
21204131148,2131148,,,,,
21204131149,2131149,,,,,
21204131150,2131150,,,,,
21204131151,2131151,,,,,
21204131152,2131152,,,,,
21204131153,2131153,,,,,
21204131154,2131154,,,,,
21204131155,2131155,,,,,
21204131156,2131156,,,,,
21204131157,2131157,,,,,
21204131158,2131158,,,,,
21204131159,2131159,,,,,
21204131160,2131160,,,,,
21204131161,2131161,,,,,
21204131162,2131162,,,,,
21204131201,2131201,,,,,
21204131202,2131202,,,,,
21204131203,2131203,,,,,
21204131204,2131204,,,,,
21204131205,2131205,,,,,
21204131206,2131206,,,,,
21204131207,2131207,,,,,
21204131208,2131208,,,,,
21204131209,2131209,,,,,
21204131210,2131210,,,,,
21204131211,2131211,,,,,
21204131212,2131212,,,,,
21204131213,2131213,,,,,
21204131214,2131214,,,,,
21204131215,2131215,,,,,
21204131216,2131216,,,,,
21204131217,2131217,,,,,
21204131218,2131218,,,,,
21204131219,2131219,,,,,
21204131220,2131220,,,,,
21204131221,2131221,,,,,
21204131222,2131222,,,,,
21204131223,2131223,,,,,
21204131224,2131224,,,,,
21204131225,2131225,,,,,
21204131226,2131226,,,,,
21204131227,2131227,,,,,
21204131228,2131228,,,,,
21204131229,2131229,,,,,
21204131230,2131230,,,,,
21204131231,2131231,,,,,
21204131232,2131232,,,,,
21204131233,2131233,,,,,
21204131234,2131234,,,,,
21204131235,2131235,,,,,
21204131236,2131236,,,,,
21204131237,2131237,,,,,
21204131238,2131238,,,,,
21204131239,2131239,,,,,
21204131240,2131240,,,,,
21204131241,2131241,,,,,
21204131242,2131242,,,,,
21204131243,2131243,,,,,
21204131244,2131244,,,,,
21204131245,2131245,,,,,
21204131246,2131246,,,,,
21204131247,2131247,,,,,
21204131248,2131248,,,,,
21204131249,2131249,,,,,
21204131250,2131250,,,,,
21204131251,2131251,,,,,
21204131252,2131252,,,,,
21204131253,2131253,,,,,
21204131254,2131254,,,,,
21204131255,2131255,,,,,
21204131301,2131301,,,,,
21204131302,2131302,,,,,
21204131303,2131303,,,,,
21204131304,2131304,,,,,
21204131305,2131305,,,,,
21204131306,2131306,,,,,
21204131307,2131307,,,,,
21204131308,2131308,,,,,
21204131309,2131309,,,,,
21204131310,2131310,,,,,
21204131311,2131311,,,,,
21204131312,2131312,,,,,
21204131313,2131313,,,,,
21204131314,2131314,,,,,
21204131315,2131315,,,,,
21204131316,2131316,,,,,
21204131317,2131317,,,,,
21204131318,2131318,,,,,
21204131319,2131319,,,,,
21204131320,2131320,,,,,
21204131321,2131321,,,,,
21204131322,2131322,,,,,
21204131323,2131323,,,,,
21204131324,2131324,,,,,
21204131325,2131325,,,,,
21204131326,2131326,,,,,
21204131401,2131401,,,,,
21204131402,2131402,,,,,
21204131403,2131403,,,,,
21204131404,2131404,,,,,
21204131405,2131405,,,,,
21204131406,2131406,,,,,
21204131407,2131407,,,,,
21204131408,2131408,,,,,
21204131409,2131409,,,,,
21204131410,2131410,,,,,
21204131411,2131411,,,,,
21204131412,2131412,,,,,
21204131413,2131413,,,,,
21204131414,2131414,,,,,
21204131415,2131415,,,,,
21204131416,2131416,,,,,
21204131417,2131417,,,,,
21204131418,2131418,,,,,
21204131419,2131419,,,,,
21204131420,2131420,,,,,
21204131421,2131421,,,,,
21204131422,2131422,,,,,
21204131423,2131423,,,,,
21204131424,2131424,,,,,
21204131425,2131425,,,,,
21204131426,2131426,,,,,
21204131427,2131427,,,,,
21204131428,2131428,,,,,
21204131429,2131429,,,,,
21204131430,2131430,,,,,
21204131431,2131431,,,,,
21204131432,2131432,,,,,
21204131433,2131433,,,,,
21204131434,2131434,,,,,
21204131435,2131435,,,,,
21204131436,2131436,,,,,
21204131437,2131437,,,,,
21204131438,2131438,,,,,
21204131439,2131439,,,,,
21204131440,2131440,,,,,
21204131441,2131441,,,,,
21204131442,2131442,,,,,
21204131443,2131443,,,,,
21204131444,2131444,,,,,
21204131445,2131445,,,,,
21204131446,2131446,,,,,
21204131501,2131501,,,,,
21204131502,2131502,,,,,
21204131503,2131503,,,,,
21204131504,2131504,,,,,
21204131505,2131505,,,,,
21204131506,2131506,,,,,
21204131507,2131507,,,,,
21204131508,2131508,,,,,
21204131509,2131509,,,,,
21204131510,2131510,,,,,
21204131511,2131511,,,,,
21204131512,2131512,,,,,
21204131513,2131513,,,,,
21204131514,2131514,,,,,
21204131515,2131515,,,,,
21204131516,2131516,,,,,
21204131517,2131517,,,,,
21204131518,2131518,,,,,
21204131519,2131519,,,,,
21204131520,2131520,,,,,
21204131521,2131521,,,,,
21204131522,2131522,,,,,
21204131523,2131523,,,,,
21204131524,2131524,,,,,
21204131525,2131525,,,,,
21204131526,2131526,,,,,
21204131527,2131527,,,,,
21204131528,2131528,,,,,
21204131529,2131529,,,,,
21204131530,2131530,,,,,
21204131531,2131531,,,,,
21204131532,2131532,,,,,
21204131533,2131533,,,,,
21204131534,2131534,,,,,
21204131535,2131535,,,,,
21204131536,2131536,,,,,
21204131537,2131537,,,,,
21204131538,2131538,,,,,
21204131539,2131539,,,,,
21204131540,2131540,,,,,
21204131541,2131541,,,,,
21204131542,2131542,,,,,
21204131543,2131543,,,,,
21204131544,2131544,,,,,
21204131545,2131545,,,,,
21204131546,2131546,,,,,
21204131547,2131547,,,,,
21204131548,2131548,,,,,
21204131549,2131549,,,,,
21204131550,2131550,,,,,
21204131551,2131551,,,,,
21204131552,2131552,,,,,
21204131553,2131553,,,,,
21204131554,2131554,,,,,
21204131555,2131555,,,,,
21204131556,2131556,,,,,
21204131557,2131557,,,,,
21204131558,2131558,,,,,
21204131601,2131601,,,,,
21204131602,2131602,,,,,
21204131603,2131603,,,,,
21204131604,2131604,,,,,
21204131605,2131605,,,,,
21204131606,2131606,,,,,
21204131607,2131607,,,,,
21204131608,2131608,,,,,
21204131609,2131609,,,,,
21204131610,2131610,,,,,
21204131611,2131611,,,,,
21204131612,2131612,,,,,
21204131613,2131613,,,,,
21204131614,2131614,,,,,
21204131615,2131615,,,,,
21204131616,2131616,,,,,
21204131617,2131617,,,,,
21204131618,2131618,,,,,
21204131701,2131701,,,,,
21204131702,2131702,,,,,
21204131703,2131703,,,,,
21204131704,2131704,,,,,
21204131705,2131705,,,,,
21204131706,2131706,,,,,
21204131707,2131707,,,,,
21204131708,2131708,,,,,
21204131709,2131709,,,,,
21204131710,2131710,,,,,
21204131711,2131711,,,,,
21204131712,2131712,,,,,
21204131713,2131713,,,,,
21204131714,2131714,,,,,
21204131715,2131715,,,,,
21204131716,2131716,,,,,
21204131717,2131717,,,,,
21204131718,2131718,,,,,
21204131719,2131719,,,,,
21204131720,2131720,,,,,
21204131721,2131721,,,,,
21204131722,2131722,,,,,
21204131723,2131723,,,,,
21204131724,2131724,,,,,
21204131725,2131725,,,,,
21204131726,2131726,,,,,
21204131727,2131727,,,,,
21204131728,2131728,,,,,
21204131729,2131729,,,,,
21204131730,2131730,,,,,
21204131731,2131731,,,,,
21204131732,2131732,,,,,
21204131733,2131733,,,,,
21204131734,2131734,,,,,
21204131735,2131735,,,,,
21204131736,2131736,,,,,
21204131737,2131737,,,,,
21204131738,2131738,,,,,
21204131739,2131739,,,,,
21204131740,2131740,,,,,
21204131741,2131741,,,,,
21204131742,2131742,,,,,
21204131743,2131743,,,,,
21204131744,2131744,,,,,
21204131745,2131745,,,,,
21204131746,2131746,,,,,
21204131747,2131747,,,,,
21204131748,2131748,,,,,
21204131749,2131749,,,,,
21204131801,2131801,,,,,
21204131802,2131802,,,,,
21204131803,2131803,,,,,
21204131804,2131804,,,,,
21204131805,2131805,,,,,
21204131806,2131806,,,,,
21204131807,2131807,,,,,
21204131808,2131808,,,,,
21204131809,2131809,,,,,
21204131810,2131810,,,,,
21204131811,2131811,,,,,
21204131812,2131812,,,,,
21204131813,2131813,,,,,
21204131814,2131814,,,,,
21204131815,2131815,,,,,
21204131816,2131816,,,,,
21204131817,2131817,,,,,
21204131818,2131818,,,,,
21204131819,2131819,,,,,
21204131820,2131820,,,,,
21204131821,2131821,,,,,
21204131822,2131822,,,,,
21204131823,2131823,,,,,
21204131824,2131824,,,,,
21204131825,2131825,,,,,
21204131826,2131826,,,,,
21205131901,2131901,,,,,
21205131902,2131902,,,,,
21205131903,2131903,,,,,
21205131904,2131904,,,,,
21205131905,2131905,,,,,
21205131906,2131906,,,,,
21205131907,2131907,,,,,
21205131908,2131908,,,,,
21205131909,2131909,,,,,
21205131910,2131910,,,,,
21205131911,2131911,,,,,
21205131912,2131912,,,,,
21205131913,2131913,,,,,
21205131914,2131914,,,,,
21205131915,2131915,,,,,
21205131916,2131916,,,,,
21205131917,2131917,,,,,
21205131918,2131918,,,,,
21205131919,2131919,,,,,
21205131920,2131920,,,,,
21205131921,2131921,,,,,
21205131922,2131922,,,,,
21205131923,2131923,,,,,
21205131924,2131924,,,,,
21205131925,2131925,,,,,
21205131926,2131926,,,,,
21205131927,2131927,,,,,
21205131928,2131928,,,,,
21205131929,2131929,,,,,
21205131930,2131930,,,,,
21205131931,2131931,,,,,
21205131932,2131932,,,,,
21205131933,2131933,,,,,
21205131934,2131934,,,,,
21205131935,2131935,,,,,
21205131936,2131936,,,,,
21205131937,2131937,,,,,
21205131938,2131938,,,,,
21205131939,2131939,,,,,
21205132001,2132001,,,,,
21205132002,2132002,,,,,
21205132003,2132003,,,,,
21205132004,2132004,,,,,
21205132005,2132005,,,,,
21205132006,2132006,,,,,
21205132007,2132007,,,,,
21205132008,2132008,,,,,
21205132009,2132009,,,,,
21205132010,2132010,,,,,
21205132011,2132011,,,,,
21205132012,2132012,,,,,
21205132013,2132013,,,,,
21205132014,2132014,,,,,
21205132015,2132015,,,,,
21205132016,2132016,,,,,
21205132017,2132017,,,,,
21205132018,2132018,,,,,
21205132019,2132019,,,,,
21205132020,2132020,,,,,
21205132021,2132021,,,,,
21205132022,2132022,,,,,
21205132023,2132023,,,,,
21205132024,2132024,,,,,
21205132025,2132025,,,,,
21205132026,2132026,,,,,
21205132027,2132027,,,,,
21205132028,2132028,,,,,
21205132029,2132029,,,,,
21205132030,2132030,,,,,
21205132031,2132031,,,,,
21205132032,2132032,,,,,
21205132033,2132033,,,,,
21205132034,2132034,,,,,
21205132035,2132035,,,,,
21205132036,2132036,,,,,
21205132037,2132037,,,,,
21205132038,2132038,,,,,
21205132101,2132101,,,,,
21205132102,2132102,,,,,
21205132103,2132103,,,,,
21205132104,2132104,,,,,
21205132105,2132105,,,,,
